sample_id,true_class,predicted_class,true_intensity,intensity,p_negative,p_neutral,p_positive,confidence,absolute_error,raw_text,truncated,audio_rows,vision_rows,manual_cause,manual_evidence,review_status
YbuG8xyUO-o$_$2,2,1,0.6666666865348816,0.13381554186344147,0.19681451862564972,0.5401799656175539,0.2630055157567964,0.5401799656175539,0.5328511446714401,Your loan is out of processing and is now with our underwriters.,False,15,15,,,pending
E8MuzHUhUHk$_$2,1,2,0.0,0.4339359998703003,0.13591003524924464,0.32532782012303285,0.5387621446277224,0.5387621446277224,0.4339359998703003,"So Handmade opens on Saturday  and closes on Tuesday, but Home, Gift and New  all open on Sunday and close on Wednesday.",False,26,26,,,pending
225770$_$5,0,1,-0.3333333432674408,0.1947929561138153,0.16419084303077205,0.5382389447885759,0.29757021218065194,0.5382389447885759,0.5281262993812561,And it starts at his trial,False,6,6,,,pending
vbr3EA8cJTI$_$7,1,2,0.0,0.44576382637023926,0.1858094661982149,0.27713736238410935,0.5370531714176758,0.5370531714176758,0.44576382637023926,"But, even if it means you are not making your own nut/trailmix, go buy some.",False,22,22,,,pending
EmmuWoCUgXs$_$22,0,1,-0.6666666865348816,0.1664614975452423,0.17353168505980393,0.5365705016806726,0.2898978132595235,0.5365705016806726,0.8331281840801239,So those are just some ways that I would start a small photography business.,False,15,15,,,pending
DlbYiwOnTyk$_$1,0,1,-0.3333333432674408,0.13370895385742188,0.21455781054174775,0.5322334321151234,0.2532087573431288,0.5322334321151234,0.46704229712486267,I attended Alan's course around late July but only got time to build the website around October.,False,20,20,,,pending
WmQF5RmbsVQ$_$6,1,2,0.0,0.4277176856994629,0.1372862200258377,0.3308067546421295,0.5319070253320328,0.5319070253320328,0.4277176856994629,"Now, there are specialty lenders out there, that do these construction or permanent loans, so my suggestion is to go to your local bank, or perhaps search online, for construction loans, and you will find lenders that do these loans for the construction period, and also find lenders that will do the loans on the lot.",True,48,48,,,pending
sPremsknoLM$_$1,0,1,-0.3333333432674408,0.15469980239868164,0.17549079177397783,0.5316576761253609,0.2928515321006614,0.5316576761253609,0.48803314566612244,Now why do I say that,False,6,0,,,pending
zjYEBwXGD8I$_$4,1,2,0.0,0.34567567706108093,0.13239204180608316,0.3425630545525306,0.5250449036413862,0.5250449036413862,0.34567567706108093,We're going to do a deep dive and go into what really sets Frontpoint apart from it's competitors and what you're going to get if you do decide to go with Frontpoint,False,40,0,,,pending
IM6HW1HwHhM$_$11,2,0,1.0,0.07132790982723236,0.5233516893198881,0.16328246493216453,0.3133658457479474,0.5233516893198881,0.9286720901727676,"Because, just because you haven't met your goals yet, doesn't mean that you won't going forward.",False,25,25,,,pending
ROcTx5VEn7o$_$1,2,1,0.3333333432674408,0.19795602560043335,0.18503589132397727,0.5212839597266853,0.29368014894933736,0.5212839597266853,0.13537731766700745,There are two approved ways of reporting income to external users.,False,12,12,,,pending
236021$_$1,2,1,0.3333333432674408,0.1985434591770172,0.18430193919340088,0.5186886906523065,0.2970093701542927,0.5186886906523065,0.13478988409042358,(umm) It's currently out in theaters and it's about this guy named Fred and he is Santa Claus's brother,False,27,27,,,pending
272624$_$18,2,1,0.3333333432674408,0.1540263295173645,0.206969319536089,0.5185885070910345,0.2744421733728764,0.5185885070910345,0.1793070137500763,"(uhh) In this movie they actually go to China and that's the whole dragon thing and that's why Jet Li is in it, in case you were wondering",False,36,36,,,pending
130456$_$11,2,0,1.6666666269302368,0.2065020501613617,0.5162935595978445,0.1384462384293147,0.3452602019728408,0.5162935595978445,1.4601645767688751,"It it (stutter) involves like, (uhh) theoretical physics and just so much stuff and Donnie Darko no matter how weird he is is still really funny",False,34,34,,,pending
_gzYkdjNvPc$_$5,2,1,0.6666666865348816,0.1693747341632843,0.20078871457128109,0.516110056368366,0.2831012290603529,0.516110056368366,0.4972919523715973,A lot of these are very teen specific or sort of focus on a younger customer,False,16,16,,,pending
BSKAHXFYF_I$_$1,2,1,0.3333333432674408,0.1914733648300171,0.19281111007084625,0.5154906586096095,0.2916982313195442,0.5154906586096095,0.1418599784374237,But did you know that businesses also have an unofficial organization chart?,False,13,13,,,pending
101787$_$9,0,1,-0.3333333432674408,0.027476385235786438,0.28595690647323424,0.5133260968800976,0.2007169966466681,0.5133260968800976,0.36080972850322723,"But (umm) Harrison Ford plays his (stutter) normal character, a gruff cargo pilot",False,19,19,,,pending
wF8980oGklk$_$3,0,1,-0.3333333432674408,0.18934398889541626,0.18998025704606208,0.5131392810308785,0.29688046192305956,0.5131392810308785,0.5226773321628571,He didn't have a knowledge of how the CEO worked and what the requirements were,False,17,17,,,pending
80566$_$3,2,1,0.3333333432674408,0.18931299448013306,0.17787565256710772,0.5123739840133283,0.309750363419564,0.5123739840133283,0.14402034878730774,You see references you know Luke I am your father but with somebody else's name,False,17,17,,,pending
ooAF6I-fmTg$_$3,1,0,0.0,-0.042812712490558624,0.5116369772992447,0.23524515277280253,0.25311786992795265,0.5116369772992447,0.042812712490558624,It is NOT just an imaginary voice in their head; it is NOT just their gut feeling.,False,19,19,,,pending
c1a1y9ytHH0$_$7,1,2,0.0,0.386524498462677,0.12946564252011225,0.36017626709246675,0.510358090387421,0.510358090387421,0.386524498462677,"So  that’s really important for you to also  remember, that they can occur anywhere  on the abacus.",False,22,18,,,pending
BSKAHXFYF_I$_$7,2,1,0.3333333432674408,0.19908368587493896,0.15863589346634074,0.5097179565273694,0.33164615000628983,0.5097179565273694,0.13424965739250183,Grinders are the employees that do the actual work of the company.,False,14,3,,,pending
102858$_$6,2,1,2.6666667461395264,0.1574420928955078,0.2216968703090195,0.5093369064202293,0.2689662232707511,0.5093369064202293,2.5092246532440186,It's probably three of the best (stutter) holiday specials made in the last (uhh) let's see,False,26,26,,,pending
7_K3F-lAv1k$_$2,1,2,0.0,0.41607666015625,0.1659083907491983,0.3250948963712396,0.508996712879562,0.508996712879562,0.41607666015625,"I applied for Kingston University 2 years ago,  but I took a gap year,  as I felt like I want to travel around and experience new things,  and Kingston allowed me to defer my entry for a year.",False,43,43,,,pending
270254$_$0,1,2,0.0,0.418684184551239,0.13059496999297224,0.36168836351047606,0.5077166664965517,0.5077166664965517,0.418684184551239,"Hey everybody, this is Tom and today I'm going to be reviewing the movie Hancock",False,18,18,,,pending
266791$_$3,2,1,1.0,0.10007557272911072,0.27419354852749517,0.5072150287680662,0.2185914227044386,0.5072150287680662,0.8999244272708893,"Night Shyamalan, who previously directed the good movies Sixth Sense, Unbreakable and Signs",False,19,19,,,pending
fWOIAxzBQFY$_$7,1,2,0.0,0.37784039974212646,0.12982877985573651,0.36381520866245354,0.50635601148181,0.50635601148181,0.37784039974212646,Of course you'll have to watch it :p My course is divided in several sections.,False,19,19,,,pending
80566$_$2,2,1,0.6666666865348816,0.18130210041999817,0.1811979939444084,0.5057960911053433,0.3130059149502482,0.5057960911053433,0.4853645861148834,"They are referenced countlessly in you know, modern culture, modern cinema",False,14,14,,,pending
jPrEKz1rAno$_$11,2,1,0.6666666865348816,0.20131227374076843,0.18422323205675928,0.5053593705314774,0.3104173974117634,0.5053593705314774,0.46535441279411316,How they use the rest of those components will vary greatly by school.,False,14,14,,,pending
PboaYD5hlG8$_$9,1,2,0.0,0.4287848472595215,0.1654839205977878,0.3295801557900804,0.5049359236121318,0.5049359236121318,0.4287848472595215,Autonomous driving still requires a driver’s full attention so they can override control of the car in the case of making a mistake like not seeing a tractor trailer,False,32,32,,,pending
gR4gM_WXesQ$_$20,0,2,-1.3333333730697632,0.4164215326309204,0.17067939135882687,0.3247697523448029,0.5045508562963702,0.5045508562963702,1.7497549057006836,"And while there have been Asian men who have been action heroes, like Bruce Lee and Jackie Chan, they’re more viewed as weapons or comic relief, not necessarily as romantic love interests.",False,38,38,,,pending
KDjl2exStlI$_$5,2,1,0.3333333432674408,0.1637101173400879,0.2165051704814262,0.5043116824749703,0.2791831470436034,0.5043116824749703,0.1696232259273529,Some of the variations for arbitrator connectors include how they handle faults.,False,16,16,,,pending
jPrEKz1rAno$_$6,2,1,0.3333333432674408,0.20006322860717773,0.18997970006884618,0.5037872028965037,0.3062330970346502,0.5037872028965037,0.13327011466026306,"A lot of schools also require one or potentially two letters of recommendation from teachers, so that could possibly be in the file as well.",False,27,27,,,pending
IUmxJNs2zaY$_$2,2,1,0.6666666865348816,0.17649412155151367,0.21582811849290492,0.50163664881039,0.28253523269670494,0.50163664881039,0.4901725649833679,"In such mountainous terrain, snow and snowmelt are important components of the hydrologic regime.",False,19,19,,,pending
XIGpuL-Kkyk$_$7,1,2,0.0,0.36306843161582947,0.11037815206226748,0.38849264402658407,0.5011292039111485,0.5011292039111485,0.36306843161582947,One of the things that the U,False,7,0,,,pending
H1DpVwktfDQ$_$0,2,1,1.6666666269302368,0.16530922055244446,0.20873298925291126,0.5002692770621667,0.2909977336849221,0.5002692770621667,1.5013574063777924,going to head back to my room and start watching some YouTube videos,False,13,0,,,pending
EQxkXiWAm08$_$8,2,1,0.3333333432674408,0.16934877634048462,0.21524080592800976,0.4973920190826185,0.2873671749893716,0.4973920190826185,0.16398456692695618,A real estate attorney needs to be involved in writing the contract.,False,13,13,,,pending
OrYBtyO0aPI$_$1,2,1,0.6666666865348816,0.1901325285434723,0.2119422864224246,0.4958786095544205,0.2921791040231548,0.4958786095544205,0.4765341579914093,What's surprising is how Apple is undercutting the competition in 4K pricing,False,17,5,,,pending
FB_b1dm0SRY$_$0,2,1,0.3333333432674408,0.21149981021881104,0.18106707059460875,0.4952910848167026,0.32364184458868855,0.4952910848167026,0.12183353304862976,"Well, one reason that I write for teenagers is that when I went to high school, I actually went to two different high schools",False,26,26,,,pending
dEDbm2ubVRQ$_$0,0,1,-0.3333333432674408,0.22342678904533386,0.17303101770532153,0.49286656973859083,0.33410241255608764,0.49286656973859083,0.5567601323127747,Here are a few thoughts on dealing with late paying clients.,False,12,12,,,pending
247318$_$5,0,1,-0.3333333432674408,0.23036721348762512,0.15968781630855586,0.4916222166846849,0.34868996700675914,0.4916222166846849,0.5637005567550659,"It was supposed to be a comedy, an animation and perhaps a kids movie and it was that",False,19,19,,,pending
Q7S0tX4FUNA$_$7,2,1,0.6666666865348816,0.22479087114334106,0.15858124927618453,0.49130281606356546,0.35011593466025,0.49130281606356546,0.4418758153915405,This is the problem we have when studying our emotions,False,10,0,,,pending
31474$_$11,0,1,-1.3333333730697632,0.07218541204929352,0.2910058487467521,0.488589479879221,0.22040467137402686,0.488589479879221,1.4055187851190567,Almost like they were reading cue cards,False,7,7,,,pending
vU0a4F36Ksw$_$20,2,1,1.6666666269302368,0.18820956349372864,0.19773118247316107,0.48793958014026195,0.314329237386577,0.48793958014026195,1.4784570634365082,They want to learn,False,4,4,,,pending
6hFiTU77Sm0$_$1,1,2,0.0,0.39060986042022705,0.16002363478344128,0.35466353720823945,0.4853128280083193,0.4853128280083193,0.39060986042022705,There are tons of different financial aid; each college does it differently.,False,14,14,,,pending
236021$_$2,1,0,0.0,0.2825379967689514,0.48435065639546315,0.12576369351672273,0.3898856500878141,0.48435065639546315,0.2825379967689514,And it's around the holiday times when everyone's getting ready for Christmas and they're getting all their toys set and (umm) so they have their little family get togethers and (umm) Fred doesn't really get along with anybody really,True,48,48,,,pending
q9yDL81QppI$_$1,2,1,1.0,0.24255916476249695,0.17996858557469533,0.4818807886225255,0.3381506258027791,0.4818807886225255,0.757440835237503,"In this lesson you will learn about latency and throughput, which we use as a measure of computer performance.",False,23,23,,,pending
ZaoFHcbRM9g$_$5,2,1,0.3333333432674408,0.13989272713661194,0.26250478697491914,0.48116154573389636,0.2563336672911844,0.48116154573389636,0.19344061613082886,AND YOU WERE MARRIED 25 YEARS BEFORE YOU FOUND OUT YOUR HUSBAND WAS GAY,False,14,14,,,pending
JOK1SSmPtFw$_$4,1,2,0.0,0.35316672921180725,0.12870284627959513,0.390531694212354,0.4807654595080508,0.4807654595080508,0.35316672921180725,There are several important things to know about exams and exam week,False,12,12,,,pending
223431$_$0,2,1,0.3333333432674408,0.31498128175735474,0.13159824278202692,0.4802768460023858,0.3881249112155873,0.4802768460023858,0.01835206151008606,Hello expo,False,2,2,,,pending
rojyUp4FPSg$_$5,2,1,0.6666666865348816,0.18540197610855103,0.20245211900950819,0.4797378349146228,0.3178100460758689,0.4797378349146228,0.48126471042633057,"So in Male Standard fashion, the first thing we did was we looked at the shampoo and conditioner and we examined the scent.",False,27,27,,,pending
Wrcf2xtqbkQ$_$8,0,2,-0.3333333432674408,0.3589962124824524,0.18828367062785703,0.3327994928635026,0.4789168365086403,0.4789168365086403,0.6923295557498932,"Of course, I'm going to, to be present at some of the trials.",False,18,18,,,pending
_gzYkdjNvPc$_$12,2,1,1.3333333730697632,0.23179179430007935,0.1899497859980507,0.47761026452890176,0.3324399494730476,0.47761026452890176,1.1015415787696838,The third thing is that social media celebrates diversity,False,9,9,,,pending
112433$_$7,0,2,-0.6666666865348816,0.403505802154541,0.28044225707014697,0.24230803079555244,0.47724971213430056,0.47724971213430056,1.0701724886894226,You're really not missing out on anything,False,9,9,,,pending
1HK7Nea0PFo$_$1,1,0,0.0,0.15013474225997925,0.4762817855162125,0.1413413968123391,0.3823768176714485,0.4762817855162125,0.15013474225997925,But now I think our . . . our hardest work is . . . legitimacy.,False,17,17,,,pending
RArhIHk4Qs4$_$8,1,0,0.0,0.12689092755317688,0.4757475921260266,0.1823633967606002,0.3418890111133732,0.4757475921260266,0.12689092755317688,And a lot of it is pretty benign,False,8,8,,,pending
lO87-4Kf0cQ$_$5,2,1,0.3333333432674408,0.209295392036438,0.1984528645763777,0.4733734476566622,0.32817368776696,0.4733734476566622,0.12403795123100281,Some Boards have a tradition of having Vice Chairs for the Board as well as for committees.,False,18,18,,,pending
v2Rr-EsJda8$_$0,0,1,-0.3333333432674408,0.1698894500732422,0.2358810289273212,0.4730119345074181,0.29110703656526077,0.4730119345074181,0.503222793340683,"PROTESTING, THE BIGGER PROBLEM IS ACTUALLY THE UNDERLYING ONE",False,10,3,,,pending
236021$_$5,0,1,-0.6666666865348816,0.10624660551548004,0.2888740106740407,0.4726376217213445,0.23848836760461473,0.4726376217213445,0.7729132920503616,It's (uhh) it's kind of a kid movie,False,15,15,,,pending
Q7S0tX4FUNA$_$4,2,1,0.6666666865348816,0.24210792779922485,0.19846632627597696,0.4714284577730767,0.3301052159509464,0.4714284577730767,0.42455875873565674,Studies from the University of California Santa Barbara found inducing anger in participants helped them be more analytical,False,18,18,,,pending
33170$_$1,2,1,0.3333333432674408,0.14249999821186066,0.26330327737704406,0.46924652459657107,0.26745019802638487,0.46924652459657107,0.19083334505558014,"It's basically a movie (uhh) comedy satire (uhh) it's it (stutter) mocks movies such as the (uhh) Da Vinci Code, Nacho Libre, X-Men, (umm) Land of Narnia, (uhh) Chocolate Factory, and some other movies I can't really think of right now",True,48,48,,,pending
vU0a4F36Ksw$_$17,2,1,1.0,0.23994845151901245,0.15323382125603371,0.46818306619686406,0.3785831125471022,0.46818306619686406,0.7600515484809875,My last two papers actually resulted from having participated in research that originated at the University,False,16,16,,,pending
BSKAHXFYF_I$_$8,2,1,0.3333333432674408,0.22930777072906494,0.21543523106146711,0.46631779163863474,0.31824697729989815,0.46631779163863474,0.10402557253837585,They're the ones who build and ship the products or deliver the services.,False,16,16,,,pending
ET1cU5_A2YM$_$3,1,2,0.0,0.3721292018890381,0.3877138073380446,0.14616881904346196,0.46611737361849354,0.46611737361849354,0.3721292018890381,We will continue to protect our civilians against Hamas attacks on them.,False,13,13,,,pending
mLW-jn67gRE$_$5,1,2,0.0,0.3343329429626465,0.14971280460698294,0.38651252977459377,0.4637746656184234,0.4637746656184234,0.3343329429626465,"In AdWords, daily and monthly budgets are set to reflect what you would like to see from your campaign spend.",False,23,23,,,pending
PboaYD5hlG8$_$7,1,2,0.0,0.3487648367881775,0.17596964790375952,0.3604493229303329,0.4635810291659077,0.4635810291659077,0.3487648367881775,Most likely the people playing with this open source information are going to start using it in a safe closed course then build up to regular driving but will allow for immediate manual override,False,35,35,,,pending
IUmxJNs2zaY$_$3,2,1,0.3333333432674408,0.24583205580711365,0.1623812773308439,0.463402548239535,0.37421617442962113,0.463402548239535,0.08750128746032715,"To understand and predict the flow characteristics of these snowmelt dominated rivers, it is important to have a basic understanding of snow and its influence on hydrology.",False,32,32,,,pending
102858$_$1,2,1,0.3333333432674408,0.2656550407409668,0.1618826291678035,0.4614857755647932,0.3766315952674034,0.4614857755647932,0.067678302526474,"This is Helsing920 (stutter), and I've got a DVD review for everybody",False,22,22,,,pending
JVpF99zuQhA$_$0,2,1,0.3333333432674408,0.3014652132987976,0.16582910229938078,0.4610205489061179,0.3731503487945015,0.4610205489061179,0.03186812996864319,"Hi, my name is Julie Asti, I'm a Certified Financial Planner with Asti Financial Management.",False,22,22,,,pending
CPjbogfLHR4$_$2,1,2,0.0,0.3712243437767029,0.23976480413215653,0.2994764145255461,0.46075878134229736,0.46075878134229736,0.3712243437767029,"Fuels, prescription writing, and treating the forest really to prevent these catastrophic fires.",False,16,16,,,pending
QjcQx8_PQfw$_$7,0,1,-0.3333333432674408,0.1468830704689026,0.2532316558187672,0.46064693834818937,0.28612140583304346,0.46064693834818937,0.4802164137363434,"They give you a dollar amount, for example, two thousand dollars, you cannot send them two thousand dollars.",False,22,22,,,pending
ssqiwP19JhM$_$2,2,1,0.3333333432674408,0.2799699604511261,0.1529289373464848,0.4605647387653406,0.38650632388817463,0.4605647387653406,0.0533633828163147,And we do want all financial aid forms to be submitted at the same time that the admission application is submitted.,False,22,22,,,pending
PboaYD5hlG8$_$2,0,2,-0.6666666865348816,0.36058276891708374,0.14646149591212246,0.39347826867935126,0.46006023540852636,0.46006023540852636,1.0272494554519653,The data is 6 months behind where he is now with his startup company comma,False,16,16,,,pending
EEjCkc82oyk$_$9,1,0,0.0,0.0663260966539383,0.4588324586139495,0.27001517875641345,0.271152362629637,0.4588324586139495,0.0663260966539383,So we can keep their record clean so it doesn't come back to haunt them in the future.,False,21,15,,,pending
247318$_$2,0,1,-1.6666666269302368,0.18736553192138672,0.23221448391937569,0.4587617388359429,0.30902377724468133,0.4587617388359429,1.8540321588516235,"(uhh) In my opinion the Bee Movie is exactly that, a B movie",False,17,17,,,pending
goMtnNHQ_z4$_$12,0,2,-0.3333333432674408,0.3629482388496399,0.1481111951468487,0.39313143914858434,0.458757365704567,0.458757365704567,0.6962815821170807,There's also building inspections that will help to indicate how far along that construction job is.,False,19,19,,,pending
xjsaS-LeZ14$_$20,2,1,0.3333333432674408,0.24330466985702515,0.18892968360645818,0.45831261254444067,0.3527577038491011,0.45831261254444067,0.09002867341041565,"So if it's a floral company, you would file the card under F for flowers.",False,19,19,,,pending
c1a1y9ytHH0$_$3,1,2,0.0,0.30281513929367065,0.14153764177763242,0.4002187865033073,0.45824357171906027,0.45824357171906027,0.30281513929367065,If possible the exchanges of  the beads needs to occur in one movement as you count and move  the beads toward or away from the  horizontal counting bar.,False,29,15,,,pending
_7HVhnSYX1Y$_$26,1,2,0.0,0.33359211683273315,0.13436334577885953,0.4085506861697583,0.45708596805138224,0.45708596805138224,0.33359211683273315,"Coordinate everything, all the details with the venue where your event will take place.",False,16,16,,,pending
96642$_$3,2,1,0.6666666865348816,0.319548100233078,0.1265035513564935,0.4566850017331184,0.4168114469103882,0.4566850017331184,0.3471185863018036,"(uhh) They were the mind behind South Park, a very popular television show",False,17,3,,,pending
fWOIAxzBQFY$_$12,1,2,0.0,0.3572598993778229,0.16031977409661965,0.3840998643775854,0.4555803615257949,0.4555803615257949,0.3572598993778229,"We will cover topics like listening for incoming connections requests  Receiving data from a client, and sending data back to a client.",False,24,24,,,pending
_BvNNdEkhZA$_$19,2,1,0.6666666865348816,0.24830174446105957,0.17427530965457513,0.45523425120151567,0.37049043914390933,0.45523425120151567,0.418364942073822,I'm going to have all the information tomorrow probably in the afternoon or evening about when Guitar Hero is actually revealed and all the information we know about it.,False,32,32,,,pending
dt641WxonBI$_$3,2,1,0.6666666865348816,0.2755625247955322,0.16741330302538524,0.4542445029477415,0.37834219402687336,0.4542445029477415,0.39110416173934937,The classes are mostly for people who just got out of high school and they need to do a two-year program.,False,24,24,,,pending
80855$_$2,2,1,1.0,0.01012679934501648,0.3448926174093956,0.4531083751954033,0.20199900739520119,0.4531083751954033,0.9898732006549835,Season four Curb Your Enthusiasm,False,5,5,,,pending
Fy0Uid9afM8$_$0,0,1,-1.0,0.15961015224456787,0.26146850669376104,0.44998258672776165,0.28854890657847726,0.44998258672776165,1.1596101522445679,There is also this stuff about how’re your not supposed to show you’re religion,False,18,18,,,pending
5O1W39o56gg$_$1,1,2,0.0,0.3264814019203186,0.14081720921860832,0.41003871035078765,0.44914408043060405,0.44914408043060405,0.3264814019203186,"And today we're talking about your major assignment, the literature review",False,14,14,,,pending
SHa756SwGJQ$_$0,2,1,0.3333333432674408,0.2661479711532593,0.15244893055760794,0.4476300423166072,0.39992102712578476,0.4476300423166072,0.06718537211418152,example of why you need a Hegemonic structure to actually foster human rights,False,16,1,,,pending
HmXXW45eZL4$_$1,0,2,-0.3333333432674408,0.32850512862205505,0.2756172662684515,0.2794843430491162,0.4448983906824322,0.4448983906824322,0.6618384718894958,"And in addition to this possible retort or comment that you have prepared, in case your joke or story fails, I want to tell you something else that you don't want to do if your humor doesn't work.",False,46,46,,,pending
_BvNNdEkhZA$_$7,2,1,1.0,0.28688979148864746,0.1559537170382906,0.44427035649262425,0.3997759264690852,0.44427035649262425,0.7131102085113525,Maybe it could be something similar with what we've seen with Rocksmith with allowing people to play real guitars.,False,23,23,,,pending
AG5EY8ZaFj4$_$3,2,1,0.3333333432674408,0.277224600315094,0.14832817504470844,0.443675091124541,0.40799673383075047,0.443675091124541,0.0561087429523468,I'm a photographer and digital retouching artist here in New York City.,False,17,17,,,pending
102408$_$2,0,1,-0.3333333432674408,0.178966224193573,0.2777606323522329,0.44245684627415843,0.2797825213736086,0.44245684627415843,0.5122995674610138,(umm) not necessarily by choice,False,7,7,,,pending
KpMCvUyQCXg$_$1,1,2,0.0,0.3619534969329834,0.1851455383244606,0.37507841499651456,0.43977604667902476,0.43977604667902476,0.3619534969329834,"Last year, the Big Four auditing firms discovered that a number of financial irregularities regarding a series of U.S.",False,24,24,,,pending
AG5EY8ZaFj4$_$15,2,1,0.3333333432674408,0.2637692093849182,0.1605296196187789,0.43912178926804313,0.40034859111317805,0.43912178926804313,0.06956413388252258,"Now, use your move tool to move around the marquee until you get just the part of the picture that you want.",False,26,26,,,pending
266791$_$23,0,2,-2.6666667461395264,0.3316773474216461,0.1669125173240177,0.39401805886233254,0.4390694238136498,0.4390694238136498,2.9983440935611725,"As you're watching the movie it looks like they're actually looking at cue cards and reading these words for the first time, that's how the delivery is",False,34,34,,,pending
130456$_$6,2,1,0.3333333432674408,0.041437581181526184,0.35796512606249603,0.4378971951771389,0.20413767876036515,0.4378971951771389,0.2918957620859146,(umm) He sees this this (stutter) like demented bunny who tells him when the world is going to end and Donnie just has to figure everything out,False,33,33,,,pending
6ZA8I83x-oY$_$0,1,2,0.0,0.3301492929458618,0.1641925002309919,0.4017927506809847,0.43401474908802345,0.43401474908802345,0.3301492929458618,"Legion M, the world's first fan-owned entertainment company, is hoping to break the Hollywood studio mold.",False,23,23,,,pending
3MFNIag0wNE$_$16,0,2,-0.3333333432674408,0.3422098159790039,0.1653646359951075,0.4010731034110672,0.4335622605938252,0.4335622605938252,0.6755431592464447,I guess this is a good time to mention that there's a person called the Nostalgic Gamer.,False,22,22,,,pending
6KvG5VbLalY$_$9,1,2,0.0,0.32699960470199585,0.2094908372949167,0.358083958391069,0.43242520431401443,0.43242520431401443,0.32699960470199585,"And sometimes you want to branch out and reach the active seeker plus the general consumer who may not necessarily think they have an issue, but have had a few red flags raised over time.",False,37,37,,,pending
mHGaQ_nv9UY$_$14,0,1,-0.3333333432674408,0.2631864547729492,0.19540090460522802,0.43113243682972097,0.37346665856505096,0.43113243682972097,0.59651979804039,"So the reason you're getting an ""out of memory"" is that you're filling that four gigabyte limit.",False,26,26,,,pending
SHa756SwGJQ$_$7,2,0,0.3333333432674408,0.19827494025230408,0.43059070934945026,0.22958949494763958,0.3398197957029101,0.43059070934945026,0.13505840301513672,""" However, even though the judges agreed that Ryerson has successfully defended the notion",False,16,16,,,pending
ooAF6I-fmTg$_$5,0,1,-0.3333333432674408,0.1680172085762024,0.2599603426403827,0.4303037666213195,0.30973589073829777,0.4303037666213195,0.5013505518436432,Can YOU honestly say that you hear the voice of Jesus OUTSIDE OF THE BIBLE?,False,16,16,,,pending
272624$_$6,0,1,-0.6666666865348816,0.28987619280815125,0.20049426991733793,0.4298588605108178,0.3696468695718443,0.4298588605108178,0.9565428793430328,"(umm) This movie as as (stutter) the other ones were is is (stutter) not to be taken too seriously, it's pretty much popcorn entertainment",False,35,35,,,pending
_7HVhnSYX1Y$_$19,2,1,0.6666666865348816,0.2775396704673767,0.20690317875593797,0.4288112124706687,0.3642856087733933,0.4288112124706687,0.3891270160675049,You can pull off an elaborate stunt to generate news media attention.,False,13,13,,,pending
iUXqlrui25c$_$21,0,1,-0.6666666865348816,0.1810387372970581,0.24073800771252893,0.4283494141018543,0.33091257818561676,0.4283494141018543,0.8477054238319397,"And these are the ones you need to insist on, on removing the ones that slow you down.",False,20,20,,,pending
bWunvAd96zI$_$1,0,1,-0.3333333432674408,0.24432635307312012,0.2473685920698322,0.42750138884833105,0.3251300190818368,0.42750138884833105,0.5776596963405609,"We enter the story when Callie kisses her crush on the cheek, making their relationship super awkward",False,18,18,,,pending
0y022OlZ3W0$_$8,0,1,-0.3333333432674408,0.27393919229507446,0.18407030477698533,0.4273354912329546,0.38859420399006006,0.4273354912329546,0.6072725355625153,"Based on my experience, here's what I've seen",False,13,13,,,pending
r13W4H8ZhqI$_$12,2,1,1.0,0.18830102682113647,0.254608857692328,0.42650775189519574,0.3188833904124762,0.42650775189519574,0.8116989731788635,"And, you know, we sort of knock them down and pick them back up along the way.",False,20,20,,,pending
216097$_$5,0,2,-0.3333333432674408,0.2751867175102234,0.15528351360556944,0.4193118426105497,0.42540464378388076,0.42540464378388076,0.6085200607776642,So he goes to private invest investors (stutter) and a few millionaires (uhh) decide yes (uhh) the human population is worth saving,False,32,27,,,pending
d8BR6hsvzoY$_$1,2,1,0.6666666865348816,0.31315791606903076,0.16472561338473785,0.4249947152838688,0.41027967133139337,0.4249947152838688,0.35350877046585083,""" If the shop has the clothing you're looking for, you will want to try it on before you buy it",False,24,24,,,pending
qK77ZmbqmOM$_$0,0,2,-0.3333333432674408,0.2927648425102234,0.17286497373447635,0.40246967050770943,0.4246653557578142,0.4246653557578142,0.6260981857776642,"The City of LA is engaged in a debate over it's current email system provided by Novell, it's the Novell Groupwide email system.",False,32,32,,,pending
q9yDL81QppI$_$0,0,1,-0.3333333432674408,0.2859971225261688,0.19098020431024648,0.4240190899710502,0.3850007057187032,0.4240190899710502,0.6193304657936096,Before we learn how to make better computers we need to learn what better means for computers and how do we measure that.,False,24,24,,,pending
_gzYkdjNvPc$_$9,2,1,0.3333333432674408,0.06457400321960449,0.3464792357566335,0.42326887604609054,0.230251888197276,0.42326887604609054,0.2687593400478363,The second thing is that teen trends used to be a much more segregated niche,False,15,15,,,pending
ROcTx5VEn7o$_$5,0,1,-0.3333333432674408,0.14266934990882874,0.3050153802440703,0.4231259662713172,0.2718586534846125,0.4231259662713172,0.47600269317626953,"This format is not acceptable for external reporting, but it is used almost exclusively for internal reporting and decision-making purposes.",False,24,24,,,pending
DdUJojoFU_c$_$17,2,1,0.3333333432674408,0.156033456325531,0.2806722601635872,0.4224825231234211,0.29684521671299163,0.4224825231234211,0.1772998869419098,This video is for information purposes only and it is not a recommendation to buy or sell any securities.,False,20,14,,,pending
