样本编号,视频编号,验证折号
2w7rpDe-HoA$_$1,2w7rpDe-HoA,3
2w7rpDe-HoA$_$3,2w7rpDe-HoA,3
2w7rpDe-HoA$_$5,2w7rpDe-HoA,3
2w7rpDe-HoA$_$7,2w7rpDe-HoA,3
30763$_$13,30763,3
30763$_$15,30763,3
30763$_$0,30763,3
31197$_$3,31197,4
31tcuDMQ_H8$_$11,31tcuDMQ_H8,3
31tcuDMQ_H8$_$1,31tcuDMQ_H8,3
327283$_$3,327283,3
327283$_$2,327283,3
327283$_$6,327283,3
33312$_$0,33312,0
33312$_$7,33312,0
33312$_$6,33312,0
33312$_$8,33312,0
33439$_$10,33439,0
33439$_$0,33439,0
33439$_$3,33439,0
33439$_$2,33439,0
33439$_$9,33439,0
33ueXDUn3mA$_$11,33ueXDUn3mA,4
33ueXDUn3mA$_$1,33ueXDUn3mA,4
34-ogj6rh6w$_$0,34-ogj6rh6w,1
34-ogj6rh6w$_$2,34-ogj6rh6w,1
34-ogj6rh6w$_$7,34-ogj6rh6w,1
34-ogj6rh6w$_$8,34-ogj6rh6w,1
34346$_$11,34346,0
34346$_$14,34346,0
34346$_$1,34346,0
34346$_$0,34346,0
34346$_$7,34346,0
36098$_$1,36098,2
36098$_$2,36098,2
367506$_$10,367506,1
367506$_$13,367506,1
367506$_$15,367506,1
367506$_$14,367506,1
367506$_$1,367506,1
367506$_$5,367506,1
367576$_$2,367576,0
367576$_$4,367576,0
367576$_$9,367576,0
36o2cux9kfQ$_$13,36o2cux9kfQ,4
37117$_$1,37117,2
37117$_$4,37117,2
37117$_$6,37117,2
37117$_$9,37117,2
37117$_$8,37117,2
37459$_$3,37459,0
37459$_$2,37459,0
37459$_$6,37459,0
38019$_$0,38019,0
38374$_$3,38374,2
38374$_$7,38374,2
38374$_$9,38374,2
39lcRCFvV-s$_$21,39lcRCFvV-s,2
39lcRCFvV-s$_$22,39lcRCFvV-s,2
39lcRCFvV-s$_$46,39lcRCFvV-s,2
39lcRCFvV-s$_$39,39lcRCFvV-s,2
39lcRCFvV-s$_$13,39lcRCFvV-s,2
39lcRCFvV-s$_$12,39lcRCFvV-s,2
39lcRCFvV-s$_$19,39lcRCFvV-s,2
39lcRCFvV-s$_$18,39lcRCFvV-s,2
39lcRCFvV-s$_$30,39lcRCFvV-s,2
3B1zIUj-k3o$_$10,3B1zIUj-k3o,0
3DOrdP4H8SA$_$13,3DOrdP4H8SA,2
3DOrdP4H8SA$_$3,3DOrdP4H8SA,2
3DgOMTs3A1E$_$24,3DgOMTs3A1E,4
3DgOMTs3A1E$_$22,3DgOMTs3A1E,4
3DgOMTs3A1E$_$23,3DgOMTs3A1E,4
3DgOMTs3A1E$_$1,3DgOMTs3A1E,4
3DgOMTs3A1E$_$7,3DgOMTs3A1E,4
3DgOMTs3A1E$_$17,3DgOMTs3A1E,4
3FpmKxZgihw$_$0,3FpmKxZgihw,3
3GyEnzE1NTQ$_$14,3GyEnzE1NTQ,1
3GyEnzE1NTQ$_$3,3GyEnzE1NTQ,1
3GyEnzE1NTQ$_$4,3GyEnzE1NTQ,1
3OMgvtWNHp4$_$10,3OMgvtWNHp4,3
3OuNMjZo5wg$_$13,3OuNMjZo5wg,0
3VsrcbjPwZY$_$0,3VsrcbjPwZY,4
3VsrcbjPwZY$_$7,3VsrcbjPwZY,4
3Wi0if_L6Ug$_$13,3Wi0if_L6Ug,1
3Wi0if_L6Ug$_$12,3Wi0if_L6Ug,1
3Wi0if_L6Ug$_$17,3Wi0if_L6Ug,1
3Wi0if_L6Ug$_$4,3Wi0if_L6Ug,1
3Wi0if_L6Ug$_$9,3Wi0if_L6Ug,1
3aD0xAgxxyw$_$11,3aD0xAgxxyw,1
3aD0xAgxxyw$_$0,3aD0xAgxxyw,1
3aIQUQgawaI$_$12,3aIQUQgawaI,4
3aIQUQgawaI$_$19,3aIQUQgawaI,4
3aIQUQgawaI$_$5,3aIQUQgawaI,4
3aIQUQgawaI$_$4,3aIQUQgawaI,4
3aIQUQgawaI$_$7,3aIQUQgawaI,4
3fhCxePBuZY$_$10,3fhCxePBuZY,3
3fhCxePBuZY$_$4,3fhCxePBuZY,3
3gA34VxBijI$_$1,3gA34VxBijI,2
3kNPvhdF1NA$_$0,3kNPvhdF1NA,0
3lkn8MS3n8Q$_$27,3lkn8MS3n8Q,2
3lkn8MS3n8Q$_$6,3lkn8MS3n8Q,2
3n44IP3tCVE$_$13,3n44IP3tCVE,2
3n44IP3tCVE$_$0,3n44IP3tCVE,2
3n44IP3tCVE$_$5,3n44IP3tCVE,2
3n44IP3tCVE$_$6,3n44IP3tCVE,2
3ocpWAmSNUE$_$5,3ocpWAmSNUE,4
3ocpWAmSNUE$_$6,3ocpWAmSNUE,4
3paDwuRQP1w$_$0,3paDwuRQP1w,2
3sUS8vXbRwg$_$13,3sUS8vXbRwg,2
40181$_$21,40181,1
40181$_$9,40181,1
40181$_$13,40181,1
40181$_$19,40181,1
40260$_$8,40260,1
40260$_$19,40260,1
40260$_$18,40260,1
41692$_$1,41692,2
43371$_$6,43371,1
43371$_$8,43371,1
43456$_$2,43456,2
43456$_$8,43456,2
44780$_$1,44780,4
44780$_$0,44780,4
44780$_$3,44780,4
44780$_$2,44780,4
44780$_$7,44780,4
44780$_$6,44780,4
45175$_$9,45175,0
45184$_$2,45184,0
45184$_$5,45184,0
45186$_$3,45186,3
45186$_$2,45186,3
45676$_$6,45676,1
45c3QQzGakM$_$5,45c3QQzGakM,4
46497$_$1,46497,2
46497$_$3,46497,2
46604$_$3,46604,2
46604$_$2,46604,2
46604$_$4,46604,2
46618$_$1,46618,1
46618$_$0,46618,1
46618$_$2,46618,1
47472$_$10,47472,4
47472$_$1,47472,4
47472$_$4,47472,4
47472$_$6,47472,4
47472$_$8,47472,4
49358$_$4,49358,3
49358$_$6,49358,3
49358$_$9,49358,3
4AQC7_uCuEE$_$27,4AQC7_uCuEE,0
4AQC7_uCuEE$_$22,4AQC7_uCuEE,0
4AQC7_uCuEE$_$23,4AQC7_uCuEE,0
4BoE-woHtwA$_$12,4BoE-woHtwA,1
4BoE-woHtwA$_$1,4BoE-woHtwA,1
4BoE-woHtwA$_$5,4BoE-woHtwA,1
4CKhrjuuofk$_$1,4CKhrjuuofk,1
4CKhrjuuofk$_$5,4CKhrjuuofk,1
4EEru3cZwXo$_$3,4EEru3cZwXo,3
4GYfmpEEtl4$_$1,4GYfmpEEtl4,4
4GYfmpEEtl4$_$7,4GYfmpEEtl4,4
4GYfmpEEtl4$_$6,4GYfmpEEtl4,4
4H9RfQuqsvg$_$1,4H9RfQuqsvg,2
4H9RfQuqsvg$_$12,4H9RfQuqsvg,2
4H9RfQuqsvg$_$6,4H9RfQuqsvg,2
4HAC00EAdno$_$10,4HAC00EAdno,2
4HAC00EAdno$_$12,4HAC00EAdno,2
4HAC00EAdno$_$9,4HAC00EAdno,2
4Kh5N9W-Jr4$_$0,4Kh5N9W-Jr4,0
4Q7OkrJLzAc$_$1,4Q7OkrJLzAc,0
4Q7OkrJLzAc$_$0,4Q7OkrJLzAc,0
4Q95Lg3Icho$_$24,4Q95Lg3Icho,2
4Ry6M_ZfJQc$_$5,4Ry6M_ZfJQc,1
4VA4kqMnEqA$_$4,4VA4kqMnEqA,0
4VA4kqMnEqA$_$8,4VA4kqMnEqA,0
4hEWns7JBg0$_$25,4hEWns7JBg0,1
4hEWns7JBg0$_$29,4hEWns7JBg0,1
4iG0ffmnCOw$_$2,4iG0ffmnCOw,0
4iG0ffmnCOw$_$7,4iG0ffmnCOw,0
4iw1jTY-X3A$_$14,4iw1jTY-X3A,1
4iw1jTY-X3A$_$3,4iw1jTY-X3A,1
4jTUcNlxlYA$_$0,4jTUcNlxlYA,2
4jTUcNlxlYA$_$4,4jTUcNlxlYA,2
4jTUcNlxlYA$_$6,4jTUcNlxlYA,2
4jTUcNlxlYA$_$9,4jTUcNlxlYA,2
4kF0U8kIMp4$_$0,4kF0U8kIMp4,0
4kF0U8kIMp4$_$5,4kF0U8kIMp4,0
4kF0U8kIMp4$_$4,4kF0U8kIMp4,0
4lKz4xyCmkk$_$14,4lKz4xyCmkk,0
4poXF3xo6Z8$_$13,4poXF3xo6Z8,4
4poXF3xo6Z8$_$1,4poXF3xo6Z8,4
4poXF3xo6Z8$_$0,4poXF3xo6Z8,4
4poXF3xo6Z8$_$3,4poXF3xo6Z8,4
4poXF3xo6Z8$_$6,4poXF3xo6Z8,4
4qjz4BQCZyM$_$5,4qjz4BQCZyM,2
4qoB5a6dR3w$_$1,4qoB5a6dR3w,4
4wdeBJ39Cuw$_$0,4wdeBJ39Cuw,3
4wdeBJ39Cuw$_$5,4wdeBJ39Cuw,3
4wuug3-5cWo$_$5,4wuug3-5cWo,3
50453$_$4,50453,2
50453$_$8,50453,2
51224$_$1,51224,2
51224$_$9,51224,2
52068$_$21,52068,4
52068$_$2,52068,4
52839$_$11,52839,3
52839$_$13,52839,3
52839$_$12,52839,3
52839$_$0,52839,3
52839$_$7,52839,3
53742$_$1,53742,0
53742$_$2,53742,0
53742$_$5,53742,0
55156$_$2,55156,3
55156$_$8,55156,3
56006$_$4,56006,1
56276$_$11,56276,4
56276$_$15,56276,4
56276$_$1,56276,4
56276$_$4,56276,4
56276$_$7,56276,4
57618$_$1,57618,3
57618$_$3,57618,3
59333$_$10,59333,1
59333$_$19,59333,1
59333$_$7,59333,1
59333$_$9,59333,1
5Fs_7A_V2kA$_$9,5Fs_7A_V2kA,2
5JMpMKAO-Mk$_$5,5JMpMKAO-Mk,0
5R5fDxZUL8M$_$2,5R5fDxZUL8M,1
5R5fDxZUL8M$_$5,5R5fDxZUL8M,1
5Tqu1IXJjGY$_$7,5Tqu1IXJjGY,3
5XX0csik6VQ$_$0,5XX0csik6VQ,0
5YnYGjrhzF4$_$0,5YnYGjrhzF4,0
5YnYGjrhzF4$_$8,5YnYGjrhzF4,0
5eA5HpyFsIk$_$0,5eA5HpyFsIk,3
5oEuiBPUTYc$_$6,5oEuiBPUTYc,3
5qQs9Cfydo4$_$9,5qQs9Cfydo4,2
5qxZFmIaynE$_$24,5qxZFmIaynE,0
5qxZFmIaynE$_$15,5qxZFmIaynE,0
5qxZFmIaynE$_$17,5qxZFmIaynE,0
5qxZFmIaynE$_$28,5qxZFmIaynE,0
5qxZFmIaynE$_$7,5qxZFmIaynE,0
5qxZFmIaynE$_$9,5qxZFmIaynE,0
5tV5rZZJDCE$_$7,5tV5rZZJDCE,1
5wpCKY2U1NE$_$10,5wpCKY2U1NE,3
5wpCKY2U1NE$_$5,5wpCKY2U1NE,3
60037$_$16,60037,4
60037$_$1,60037,4
65kkuNV921k$_$15,65kkuNV921k,4
65kkuNV921k$_$22,65kkuNV921k,4
65kkuNV921k$_$30,65kkuNV921k,4
65kkuNV921k$_$26,65kkuNV921k,4
65kkuNV921k$_$34,65kkuNV921k,4
65kkuNV921k$_$3,65kkuNV921k,4
65kkuNV921k$_$5,65kkuNV921k,4
65kkuNV921k$_$7,65kkuNV921k,4
65kkuNV921k$_$6,65kkuNV921k,4
69707$_$2,69707,2
6G8JJ69aN6o$_$4,6G8JJ69aN6o,3
6IUj6jyoTl0$_$0,6IUj6jyoTl0,0
6J_yzh1LNAE$_$0,6J_yzh1LNAE,3
6MYUY5tC2Us$_$0,6MYUY5tC2Us,2
6MYUY5tC2Us$_$2,6MYUY5tC2Us,2
6MloL1gIccs$_$4,6MloL1gIccs,1
6PLlauWxF5E$_$0,6PLlauWxF5E,4
6PLlauWxF5E$_$2,6PLlauWxF5E,4
6T1GHj7qwYs$_$5,6T1GHj7qwYs,0
6TDXQtGUNEs$_$11,6TDXQtGUNEs,3
6Vg10LxmWUY$_$0,6Vg10LxmWUY,1
6YNAmRjpxlA$_$0,6YNAmRjpxlA,3
6c7vAwDSVGc$_$2,6c7vAwDSVGc,4
6ng8CZ0ULK4$_$11,6ng8CZ0ULK4,4
6ng8CZ0ULK4$_$1,6ng8CZ0ULK4,4
6ng8CZ0ULK4$_$2,6ng8CZ0ULK4,4
6q5uKCgairk$_$10,6q5uKCgairk,4
6q5uKCgairk$_$13,6q5uKCgairk,4
6q5uKCgairk$_$8,6q5uKCgairk,4
6qPjYvdZiLA$_$7,6qPjYvdZiLA,3
6rkV4QRcVnk$_$3,6rkV4QRcVnk,2
6slq62RwH3Q$_$10,6slq62RwH3Q,0
6slq62RwH3Q$_$2,6slq62RwH3Q,0
6slq62RwH3Q$_$7,6slq62RwH3Q,0
6xvVFYR5di0$_$0,6xvVFYR5di0,2
6xvVFYR5di0$_$9,6xvVFYR5di0,2
6zjv1TLqfF0$_$11,6zjv1TLqfF0,1
6zjv1TLqfF0$_$10,6zjv1TLqfF0,1
6zjv1TLqfF0$_$1,6zjv1TLqfF0,1
6zjv1TLqfF0$_$3,6zjv1TLqfF0,1
6zjv1TLqfF0$_$7,6zjv1TLqfF0,1
70420$_$15,70420,0
70420$_$4,70420,0
70420$_$6,70420,0
70710$_$3,70710,0
70710$_$2,70710,0
708sewcSXVY$_$3,708sewcSXVY,1
72017$_$9,72017,0
72385$_$24,72385,3
72385$_$20,72385,3
72385$_$21,72385,3
72385$_$2,72385,3
72385$_$5,72385,3
72385$_$6,72385,3
72385$_$12,72385,3
72tXTrSXoMk$_$6,72tXTrSXoMk,3
73447$_$16,73447,2
73447$_$1,73447,2
73447$_$0,73447,2
73447$_$3,73447,2
73447$_$6,73447,2
73447$_$8,73447,2
73449$_$13,73449,2
73449$_$14,73449,2
73449$_$2,73449,2
73449$_$4,73449,2
73449$_$8,73449,2
74101$_$1,74101,2
74101$_$6,74101,2
74184$_$11,74184,4
74184$_$7,74184,4
74184$_$8,74184,4
74870$_$3,74870,2
74870$_$4,74870,2
75938$_$1,75938,4
76124$_$10,76124,1
76124$_$1,76124,1
76124$_$3,76124,1
76124$_$2,76124,1
76124$_$8,76124,1
76sN4tvbPGk$_$9,76sN4tvbPGk,2
76sN4tvbPGk$_$4,76sN4tvbPGk,2
78577$_$11,78577,1
78577$_$3,78577,1
78577$_$8,78577,1
79644$_$2,79644,0
79934$_$5,79934,1
79935$_$13,79935,4
79935$_$15,79935,4
79935$_$7,79935,4
79935$_$6,79935,4
79935$_$8,79935,4
7EWOMjaKlus$_$12,7EWOMjaKlus,0
7EWOMjaKlus$_$14,7EWOMjaKlus,0
7R70kKqtGh0$_$1,7R70kKqtGh0,0
7U_z0JfleAw$_$8,7U_z0JfleAw,4
7UlSX-syPeo$_$18,7UlSX-syPeo,3
7UlSX-syPeo$_$22,7UlSX-syPeo,3
7UlSX-syPeo$_$4,7UlSX-syPeo,3
7ZzbemE4QEE$_$25,7ZzbemE4QEE,2
7ZzbemE4QEE$_$27,7ZzbemE4QEE,2
7ZzbemE4QEE$_$21,7ZzbemE4QEE,2
7ZzbemE4QEE$_$3,7ZzbemE4QEE,2
7ZzbemE4QEE$_$2,7ZzbemE4QEE,2
7ZzbemE4QEE$_$39,7ZzbemE4QEE,2
7ZzbemE4QEE$_$15,7ZzbemE4QEE,2
7ZzbemE4QEE$_$33,7ZzbemE4QEE,2
7ZzbemE4QEE$_$34,7ZzbemE4QEE,2
7ZzbemE4QEE$_$32,7ZzbemE4QEE,2
7eJqqvvziQo$_$1,7eJqqvvziQo,4
7eJqqvvziQo$_$0,7eJqqvvziQo,4
7eJqqvvziQo$_$5,7eJqqvvziQo,4
7eJqqvvziQo$_$7,7eJqqvvziQo,4
7eWclVCXOtk$_$0,7eWclVCXOtk,3
7eWclVCXOtk$_$4,7eWclVCXOtk,3
7eWclVCXOtk$_$8,7eWclVCXOtk,3
7fPYpqzw1iY$_$12,7fPYpqzw1iY,4
7hSWYI99-24$_$3,7hSWYI99-24,0
7hSWYI99-24$_$6,7hSWYI99-24,0
7pZPQbMKGkY$_$0,7pZPQbMKGkY,1
7pZPQbMKGkY$_$5,7pZPQbMKGkY,1
7rMLN0KKE5k$_$28,7rMLN0KKE5k,4
7rMLN0KKE5k$_$19,7rMLN0KKE5k,4
7rMLN0KKE5k$_$32,7rMLN0KKE5k,4
7sgAWvbLtiM$_$1,7sgAWvbLtiM,3
7sgAWvbLtiM$_$6,7sgAWvbLtiM,3
8-Hi9NmF4rM$_$1,8-Hi9NmF4rM,2
8-Hi9NmF4rM$_$2,8-Hi9NmF4rM,2
80620$_$0,80620,1
80620$_$2,80620,1
80620$_$5,80620,1
80627$_$11,80627,1
80627$_$13,80627,1
80866$_$13,80866,2
80866$_$12,80866,2
80866$_$14,80866,2
80866$_$1,80866,2
80866$_$3,80866,2
80866$_$2,80866,2
80866$_$5,80866,2
80866$_$4,80866,2
80866$_$6,80866,2
80914$_$3,80914,1
81406$_$0,81406,2
81406$_$2,81406,2
81615$_$3,81615,3
81615$_$7,81615,3
81615$_$6,81615,3
83310$_$1,83310,3
83859$_$25,83859,3
83859$_$29,83859,3
83859$_$1,83859,3
83859$_$3,83859,3
83859$_$11,83859,3
83859$_$12,83859,3
83859$_$16,83859,3
8404$_$11,8404,3
8404$_$4,8404,3
84133$_$23,84133,1
84133$_$2,84133,1
84133$_$9,84133,1
84133$_$16,84133,1
84133$_$19,84133,1
84176$_$10,84176,1
84176$_$1,84176,1
84176$_$8,84176,1
856LGms_0s0$_$9,856LGms_0s0,0
87161$_$3,87161,2
87161$_$2,87161,2
87161$_$5,87161,2
87400$_$13,87400,3
87400$_$12,87400,3
87400$_$14,87400,3
88245$_$6,88245,2
88797$_$12,88797,0
88797$_$0,88797,0
88797$_$3,88797,0
88797$_$7,88797,0
88888$_$4,88888,1
88S1BjwMfdw$_$7,88S1BjwMfdw,2
88oSn21TFcA$_$0,88oSn21TFcA,2
88oSn21TFcA$_$8,88oSn21TFcA,2
89747$_$9,89747,2
89787$_$14,89787,0
89787$_$4,89787,0
89787$_$7,89787,0
89951$_$10,89951,0
89951$_$8,89951,0
8Cp8c-eQELQ$_$11,8Cp8c-eQELQ,3
8Cp8c-eQELQ$_$16,8Cp8c-eQELQ,3
8EHEEXex5D8$_$11,8EHEEXex5D8,2
8EHEEXex5D8$_$23,8EHEEXex5D8,2
8EHEEXex5D8$_$18,8EHEEXex5D8,2
8Lmqsakmw3M$_$20,8Lmqsakmw3M,3
8P0zm2oYDyY$_$1,8P0zm2oYDyY,1
8P0zm2oYDyY$_$6,8P0zm2oYDyY,1
8VB6pdJTpX4$_$1,8VB6pdJTpX4,2
8VP1qxX9mh4$_$0,8VP1qxX9mh4,1
8X5tGQLBqPo$_$11,8X5tGQLBqPo,0
8X5tGQLBqPo$_$10,8X5tGQLBqPo,0
8X5tGQLBqPo$_$13,8X5tGQLBqPo,0
8X5tGQLBqPo$_$15,8X5tGQLBqPo,0
8XODJwsvBa0$_$2,8XODJwsvBa0,3
8YsIvz4qnk4$_$1,8YsIvz4qnk4,4
8ovb-GaZ3QE$_$3,8ovb-GaZ3QE,1
8ovb-GaZ3QE$_$5,8ovb-GaZ3QE,1
8qCNtqjygW8$_$10,8qCNtqjygW8,4
8qCNtqjygW8$_$12,8qCNtqjygW8,4
8qCNtqjygW8$_$1,8qCNtqjygW8,4
8qCNtqjygW8$_$0,8qCNtqjygW8,4
8qCNtqjygW8$_$7,8qCNtqjygW8,4
8qCNtqjygW8$_$8,8qCNtqjygW8,4
8u5aet7s9_w$_$8,8u5aet7s9_w,2
8x81fzwcJko$_$5,8x81fzwcJko,0
8xfW_azeNPk$_$12,8xfW_azeNPk,3
8xfW_azeNPk$_$1,8xfW_azeNPk,3
8xfW_azeNPk$_$8,8xfW_azeNPk,3
9-EO2oCAGA4$_$10,9-EO2oCAGA4,4
9-EO2oCAGA4$_$0,9-EO2oCAGA4,4
9-EO2oCAGA4$_$3,9-EO2oCAGA4,4
9-EO2oCAGA4$_$4,9-EO2oCAGA4,4
9-EO2oCAGA4$_$7,9-EO2oCAGA4,4
9-K1CXCXui4$_$15,9-K1CXCXui4,3
9-K1CXCXui4$_$16,9-K1CXCXui4,3
90172$_$11,90172,4
90172$_$14,90172,4
90172$_$0,90172,4
90172$_$3,90172,4
90172$_$7,90172,4
90wZz0thye4$_$11,90wZz0thye4,2
90wZz0thye4$_$10,90wZz0thye4,2
90wZz0thye4$_$2,90wZz0thye4,2
91276$_$1,91276,1
91276$_$7,91276,1
91276$_$8,91276,1
91y7nPEWdmQ$_$5,91y7nPEWdmQ,2
92221$_$11,92221,0
92221$_$12,92221,0
92221$_$18,92221,0
92221$_$5,92221,0
92331$_$20,92331,2
92331$_$21,92331,2
92331$_$22,92331,2
92331$_$1,92331,2
92331$_$2,92331,2
92331$_$8,92331,2
92331$_$10,92331,2
92331$_$18,92331,2
92521$_$0,92521,0
92521$_$6,92521,0
92533$_$7,92533,3
92533$_$6,92533,3
93821$_$1,93821,2
93821$_$7,93821,2
93839$_$11,93839,4
93839$_$1,93839,4
93839$_$7,93839,4
94215$_$1,94215,4
94983$_$11,94983,3
94983$_$6,94983,3
94ULum9MYX0$_$11,94ULum9MYX0,4
96099$_$3,96099,2
96099$_$9,96099,2
96179$_$13,96179,2
96179$_$14,96179,2
96179$_$5,96179,2
96194$_$12,96194,4
96194$_$6,96194,4
96350$_$2,96350,1
96350$_$5,96350,1
96350$_$7,96350,1
96350$_$9,96350,1
96350$_$8,96350,1
96361$_$4,96361,2
96361$_$7,96361,2
96361$_$6,96361,2
96361$_$8,96361,2
97095$_$24,97095,4
97095$_$20,97095,4
97095$_$29,97095,4
97095$_$0,97095,4
97095$_$2,97095,4
97095$_$5,97095,4
97095$_$11,97095,4
97095$_$17,97095,4
97095$_$16,97095,4
97095$_$33,97095,4
97095$_$32,97095,4
97992$_$10,97992,1
97992$_$9,97992,1
98187$_$11,98187,0
98187$_$12,98187,0
98187$_$1,98187,0
98442$_$10,98442,4
984VkHzXl8w$_$7,984VkHzXl8w,2
9BceQC_SdTM$_$3,9BceQC_SdTM,3
9BceQC_SdTM$_$6,9BceQC_SdTM,3
9K5mYSaoBL4$_$4,9K5mYSaoBL4,2
9K5mYSaoBL4$_$9,9K5mYSaoBL4,2
9Un1O2ypJmI$_$5,9Un1O2ypJmI,3
9VZ4cpoTFbo$_$2,9VZ4cpoTFbo,2
9VZ4cpoTFbo$_$5,9VZ4cpoTFbo,2
9cSJglGi9Pg$_$6,9cSJglGi9Pg,3
9cxlcpbmrH0$_$11,9cxlcpbmrH0,0
9dFEGb_RfwE$_$11,9dFEGb_RfwE,0
9f6A3ucYArQ$_$3,9f6A3ucYArQ,4
9pdyTplXwM4$_$5,9pdyTplXwM4,3
9pzn93kdP_g$_$11,9pzn93kdP_g,1
9pzn93kdP_g$_$17,9pzn93kdP_g,1
9pzn93kdP_g$_$3,9pzn93kdP_g,1
9tX18DNC74w$_$4,9tX18DNC74w,4
9zWeMrfr-l0$_$0,9zWeMrfr-l0,0
A4dzxgHDhF0$_$1,A4dzxgHDhF0,4
A8plGi4rbxM$_$4,A8plGi4rbxM,0
ABSC1JNdpTw$_$9,ABSC1JNdpTw,3
ABSC1JNdpTw$_$11,ABSC1JNdpTw,3
ADYia28RrFU$_$4,ADYia28RrFU,1
ADYia28RrFU$_$7,ADYia28RrFU,1
ADYia28RrFU$_$9,ADYia28RrFU,1
ADYia28RrFU$_$8,ADYia28RrFU,1
AGFgaKPzjMQ$_$2,AGFgaKPzjMQ,1
AIPqRuTjI4E$_$14,AIPqRuTjI4E,2
AIPqRuTjI4E$_$16,AIPqRuTjI4E,2
AKofHsmxa1I$_$6,AKofHsmxa1I,4
APYv5s4ucd0$_$9,APYv5s4ucd0,2
AVScVfLgNmw$_$1,AVScVfLgNmw,0
AVScVfLgNmw$_$2,AVScVfLgNmw,0
AepwIhSbAws$_$2,AepwIhSbAws,1
AggyS1coOb8$_$1,AggyS1coOb8,0
AmGocfFQfVE$_$1,AmGocfFQfVE,2
AuPCZlKBzq8$_$11,AuPCZlKBzq8,4
Az3e1Opu0LE$_$1,Az3e1Opu0LE,1
Az3e1Opu0LE$_$5,Az3e1Opu0LE,1
BAi3ZJo5Vwg$_$11,BAi3ZJo5Vwg,4
BAi3ZJo5Vwg$_$7,BAi3ZJo5Vwg,4
BB_VwJSg3AI$_$6,BB_VwJSg3AI,2
BBoe8-HWPSw$_$4,BBoe8-HWPSw,0
BBoe8-HWPSw$_$7,BBoe8-HWPSw,0
BDCFV4EqHjY$_$1,BDCFV4EqHjY,2
BMhG11CXgww$_$5,BMhG11CXgww,3
BRdw-_dbJXc$_$19,BRdw-_dbJXc,0
BRzjQHYWbSs$_$11,BRzjQHYWbSs,4
BRzjQHYWbSs$_$15,BRzjQHYWbSs,4
BRzjQHYWbSs$_$16,BRzjQHYWbSs,4
BdqoZ5qpz0E$_$7,BdqoZ5qpz0E,0
BdqoZ5qpz0E$_$6,BdqoZ5qpz0E,0
BdqoZ5qpz0E$_$15,BdqoZ5qpz0E,0
Bf5owLv3X98$_$4,Bf5owLv3X98,2
Bg-PA5KTjNs$_$1,Bg-PA5KTjNs,0
Bg-PA5KTjNs$_$3,Bg-PA5KTjNs,0
Bg-PA5KTjNs$_$6,Bg-PA5KTjNs,0
Bg-PA5KTjNs$_$8,Bg-PA5KTjNs,0
BnWvk0YRgE4$_$0,BnWvk0YRgE4,2
Bo5IDtP8_Fk$_$11,Bo5IDtP8_Fk,4
BseI8-TYWm8$_$1,BseI8-TYWm8,2
BseI8-TYWm8$_$2,BseI8-TYWm8,2
BseI8-TYWm8$_$4,BseI8-TYWm8,2
BuPhjBayua8$_$7,BuPhjBayua8,1
BuPhjBayua8$_$6,BuPhjBayua8,1
C03473pYcRM$_$7,C03473pYcRM,3
C3lDRFu1ZcI$_$1,C3lDRFu1ZcI,0
C3lDRFu1ZcI$_$3,C3lDRFu1ZcI,0
CBYQDIqucxE$_$0,CBYQDIqucxE,1
CE9yV4SearE$_$11,CE9yV4SearE,0
CHh6hWo1AFE$_$2,CHh6hWo1AFE,1
CIqRibqChDQ$_$0,CIqRibqChDQ,1
CIqRibqChDQ$_$8,CIqRibqChDQ,1
CK31s0kfp-k$_$16,CK31s0kfp-k,1
CL4hDu95Eqw$_$0,CL4hDu95Eqw,0
CL4hDu95Eqw$_$3,CL4hDu95Eqw,0
CLkTjujFVKU$_$12,CLkTjujFVKU,4
CLkTjujFVKU$_$0,CLkTjujFVKU,4
CT7QOWbhfv4$_$3,CT7QOWbhfv4,0
CVx494kExvc$_$2,CVx494kExvc,2
CVx494kExvc$_$6,CVx494kExvc,2
CVx494kExvc$_$15,CVx494kExvc,2
CVx494kExvc$_$8,CVx494kExvc,2
CXojk-oSaEw$_$2,CXojk-oSaEw,3
CZigX1ntOsI$_$3,CZigX1ntOsI,1
Cb8ay6WtJuM$_$1,Cb8ay6WtJuM,3
Cb8ay6WtJuM$_$4,Cb8ay6WtJuM,3
Cd0JH1AreDw$_$5,Cd0JH1AreDw,4
CdB8QBhFccs$_$1,CdB8QBhFccs,2
CdB8QBhFccs$_$2,CdB8QBhFccs,2
CdB8QBhFccs$_$4,CdB8QBhFccs,2
Ceu9AkIjuLY$_$13,Ceu9AkIjuLY,2
Ceu9AkIjuLY$_$2,Ceu9AkIjuLY,2
Ceu9AkIjuLY$_$4,Ceu9AkIjuLY,2
Ceu9AkIjuLY$_$8,Ceu9AkIjuLY,2
Cj7R36s4dbM$_$10,Cj7R36s4dbM,2
Ctc23Icfzvg$_$3,Ctc23Icfzvg,0
Ctc23Icfzvg$_$5,Ctc23Icfzvg,0
CvW0Mh1EWFA$_$3,CvW0Mh1EWFA,2
CzstrpOTtgo$_$4,CzstrpOTtgo,1
D5cQWqYcBAE$_$0,D5cQWqYcBAE,0
D5cQWqYcBAE$_$2,D5cQWqYcBAE,0
DEFDuYyc-Xw$_$7,DEFDuYyc-Xw,0
DGeBPk1op3E$_$2,DGeBPk1op3E,2
