帧序号,时间_秒,原始_MFCC1,原始_RMS,标准化_MFCC1,标准化_RMS,词序号,词语
369,3.690000,-3.74095154,0.272178173,0.729555201,1.20957549,16,justify
370,3.700000,-4.37407017,0.279621512,0.667361625,1.27800157,16,justify
371,3.710000,-3.68369532,0.289298981,0.735179691,1.36696585,16,justify
372,3.720000,-4.39080715,0.28085354,0.665717489,1.28932751,16,justify
373,3.730000,-3.94135499,0.28103289,0.709868832,1.29097627,16,justify
374,3.740000,-1.8323108,0.266175896,0.917048015,1.15439699,16,justify
375,3.750000,-0.399802268,0.247797847,1.05776861,0.985448916,16,justify
376,3.760000,2.6842947,0.269105762,1.36073082,1.18133104,16,justify
377,3.770000,4.29932976,0.283170342,1.51938166,1.31062571,,
378,3.780000,3.39544439,0.27252993,1.43058967,1.21280917,,
379,3.790000,2.59257317,0.227283478,1.35172067,0.796861805,,
380,3.800000,1.94355226,0.188077152,1.28796496,0.436440884,,
381,3.810000,-1.22487056,0.148345008,0.976719107,0.0711861637,,
382,3.820000,-5.91360283,0.110268831,0.516127658,-0.278845381,,
383,3.830000,-11.4359083,0.0774862021,-0.0263487599,-0.58021372,,
384,3.840000,-15.6906548,0.055671189,-0.444308182,-0.780757559,,
385,3.850000,-17.6974163,0.062994577,-0.641439764,-0.713434182,,
386,3.860000,-11.9661713,0.0584728755,-0.0784384433,-0.755001857,,
387,3.870000,-13.7391834,0.062525712,-0.252607962,-0.717744425,,
388,3.880000,-8.32369614,0.0647330582,0.279375311,-0.69745245,,
389,3.890000,-12.244379,0.0713467747,-0.105767819,-0.636653033,17,and
390,3.900000,-15.7664843,0.087526992,-0.451757193,-0.487909465,17,and
391,3.910000,-17.5718174,0.105373062,-0.62910172,-0.323851832,17,and
392,3.920000,-19.1934166,0.120337754,-0.788397385,-0.186282497,17,and
393,3.930000,-18.6494198,0.123498872,-0.734958574,-0.157222573,17,and
394,3.940000,-19.7275505,0.121746987,-0.840867328,-0.173327524,17,and
395,3.950000,-20.2386017,0.115069456,-0.891069768,-0.234713581,17,and
396,3.960000,-22.0258255,0.108405247,-1.06663535,-0.295977173,17,and
397,3.970000,-21.4911575,0.100037925,-1.01411294,-0.372897363,,
398,3.980000,-21.3082352,0.0892906189,-0.996143807,-0.47169657,,
399,3.990000,-20.066988,0.0808530971,-0.874211523,-0.549262098,,
400,4.000000,-12.4237881,0.0791871175,-0.123391828,-0.564577328,,
401,4.010000,-11.0224915,0.0813559294,0.014262702,-0.544639597,18,maintain
402,4.020000,-9.13965511,0.0893361717,0.199220654,-0.471277806,18,maintain
403,4.030000,-8.77129936,0.0971518084,0.235405597,-0.399429223,18,maintain
404,4.040000,-10.5104694,0.105802268,0.0645605117,-0.319906176,18,maintain
405,4.050000,-11.0315428,0.105562232,0.0133735572,-0.322112803,18,maintain
406,4.060000,-11.779563,0.100407988,-0.0601072209,-0.369495401,18,maintain
407,4.070000,-13.4969378,0.0965094268,-0.228811276,-0.405334591,18,maintain
408,4.080000,-13.414278,0.0975618586,-0.220691307,-0.395659662,18,maintain
409,4.090000,-18.6079807,0.112404741,-0.730887863,-0.259210114,18,maintain
410,4.100000,-17.4285564,0.113079235,-0.615028669,-0.253009543,18,maintain
411,4.110000,-19.8846607,0.0915145949,-0.856300843,-0.45125172,18,maintain
412,4.120000,-26.6683502,0.0607474595,-1.52268766,-0.73409177,18,maintain
413,4.130000,-32.9639015,0.0404719263,-2.14112286,-0.920483281,18,maintain
414,4.140000,-38.7536964,0.0382279679,-2.70987576,-0.941111829,18,maintain
415,4.150000,-17.294529,0.0491879545,-0.601862655,-0.840357464,18,maintain
416,4.160000,2.63778043,0.0524572916,1.35616155,-0.810302685,18,maintain
417,4.170000,-5.7167635,0.0535586886,0.535463911,-0.800177622,18,maintain
418,4.180000,-5.08637714,0.043777246,0.597389086,-0.890097716,18,maintain
419,4.190000,-3.38130832,0.0521899872,0.76488428,-0.812759995,18,maintain
420,4.200000,-3.08661127,0.0543702245,0.793833457,-0.792717231,18,maintain
421,4.210000,-4.11987829,0.0553742982,0.69233183,-0.783486854,18,maintain
422,4.220000,-3.47712946,0.0618773773,0.755471416,-0.723704518,18,maintain
423,4.230000,-1.73936427,0.147554979,0.926178495,0.0639234772,18,maintain
424,4.240000,0.49397099,0.228296816,1.14556725,0.806177353,18,maintain
425,4.250000,-0.196158469,0.285921186,1.07777329,1.33591402,18,maintain
426,4.260000,-0.702517748,0.293109089,1.02803175,1.40199189,18,maintain
427,4.270000,-0.807635963,0.281999588,1.0177056,1.29986305,18,maintain
428,4.280000,-1.54975259,0.277746171,0.944804748,1.26076169,18,maintain
429,4.290000,-1.27108157,0.284107596,0.97217963,1.31924181,18,maintain
430,4.300000,-3.50167656,0.269553185,0.753060064,1.18544416,18,maintain
431,4.310000,-4.71114922,0.218913823,0.634249108,0.719920177,18,maintain
432,4.320000,-3.8017385,0.203762308,0.723583874,0.580633389,18,maintain
433,4.330000,-2.0991087,0.243665278,0.890839474,0.947458509,18,maintain
434,4.340000,-1.85635722,0.246796548,0.914685846,0.976244052,18,maintain
435,4.350000,-3.08314133,0.235707775,0.794174322,0.874305758,18,maintain
436,4.360000,-2.78615451,0.219280288,0.823348432,0.723289056,18,maintain
437,4.370000,-1.64817441,0.238614842,0.935136411,0.901030219,18,maintain
438,4.380000,-1.50562012,0.23760204,0.949140044,0.891719603,18,maintain
439,4.390000,-3.32896662,0.240801096,0.770025998,0.921128291,18,maintain
440,4.400000,-3.91350746,0.22237891,0.712604397,0.751774464,18,maintain
441,4.410000,-5.96151686,0.213062271,0.511420887,0.666127283,,
442,4.420000,-8.76946163,0.171075061,0.235586124,0.280141893,,
443,4.430000,-13.7318554,0.133584455,-0.251888102,-0.0645065405,,
444,4.440000,-15.4963884,0.126728788,-0.425224685,-0.127530188,,
445,4.450000,-14.6863289,0.135790065,-0.345649551,-0.0442305247,,
446,4.460000,-13.784214,0.122862123,-0.257031483,-0.163076161,,
447,4.470000,-14.1917429,0.100945003,-0.297064546,-0.364558657,,
448,4.480000,-15.4991484,0.0886530578,-0.425495804,-0.477557623,,
449,4.490000,-20.4332943,0.0872821063,-0.910195141,-0.490160681,,
450,4.500000,-25.3591881,0.0742942318,-1.39408384,-0.609557272,,
451,4.510000,-30.1054344,0.0602119677,-1.86032511,-0.739014508,,
452,4.520000,-31.9841251,0.0355462246,-2.04487582,-0.965764901,,
453,4.530000,-31.7653732,0.0340636484,-2.02338701,-0.979394117,,
454,4.540000,-23.9837646,0.0894830525,-1.25897093,-0.469927542,,
455,4.550000,-14.2551746,0.14298299,-0.30329568,0.0218935112,19,the
456,4.560000,-8.94874096,0.167062134,0.217974855,0.243251341,19,the
457,4.570000,-7.53721189,0.149811521,0.356634557,0.0846677087,19,the
458,4.580000,-9.76189804,0.138986573,0.138095438,-0.0148452606,19,the
459,4.590000,-15.7557631,0.109873004,-0.45070401,-0.28248419,19,the
460,4.600000,-24.4832096,0.077893436,-1.30803325,-0.576470049,19,the
461,4.610000,-24.2247066,0.0447837226,-1.28263955,-0.88084525,19,the
462,4.620000,-26.6348209,0.0384291485,-1.51939396,-0.93926239,19,the
463,4.630000,-33.8232536,0.0251342338,-2.22554019,-1.06148158,,
464,4.640000,-26.0392857,0.056616284,-1.46089233,-0.772069369,,
465,4.650000,3.09867191,0.0887603611,1.40143662,-0.476571192,,
466,4.660000,1.07110822,0.132761016,1.20226156,-0.0720763481,,
467,4.670000,0.706197321,0.143250942,1.16641502,0.0243567809,,
468,4.680000,2.05968952,0.173068881,1.29937355,0.298470936,,
469,4.690000,0.0602153167,0.175258785,1.10295783,0.31860257,,
470,4.700000,-8.41937447,0.117397681,0.269976477,-0.213310382,,
471,4.710000,-17.8645115,0.0608937927,-0.65785414,-0.732746541,20,economic
472,4.720000,-22.3114758,0.0243195649,-1.09469583,-1.06897077,20,economic
473,4.730000,-26.0673065,0.0195125192,-1.46364492,-1.1131616,20,economic
474,4.740000,-28.5844345,0.0141338138,-1.71091168,-1.16260765,20,economic
475,4.750000,-30.3532047,0.0109413527,-1.8846645,-1.19195571,20,economic
476,4.760000,-18.1512547,0.0329764932,-0.686021977,-0.989388256,20,economic
477,4.770000,-11.5814381,0.0357510448,-0.0406446833,-0.963882004,20,economic
478,4.780000,-8.84518051,0.146538273,0.22814798,0.0545769704,20,economic
479,4.790000,0.59954077,0.205596447,1.15593776,0.597494498,20,economic
480,4.800000,1.651842,0.258731991,1.25930918,1.08596571,20,economic
481,4.810000,0.395853966,0.255586594,1.13592885,1.05705031,20,economic
482,4.820000,-5.13186932,0.241571382,0.592920222,0.928209472,20,economic
483,4.830000,-6.40261793,0.254547924,0.468089903,1.04750189,20,economic
484,4.840000,-6.3147974,0.257730633,0.476716837,1.0767603,20,economic
485,4.850000,-0.282235861,0.26156801,1.06931759,1.11203703,20,economic
486,4.860000,1.3402673,0.238536134,1.22870205,0.900306663,20,economic
487,4.870000,1.04522491,0.229668543,1.19971895,0.818787534,20,economic
488,4.880000,0.824441791,0.228821903,1.17803061,0.811004441,20,economic
489,4.890000,0.976273656,0.224739149,1.19294562,0.773471976,20,economic
490,4.900000,1.59580958,0.220160484,1.25380491,0.731380641,20,economic
491,4.910000,1.28308845,0.212761104,1.22308516,0.663358673,20,economic
492,4.920000,0.334266633,0.225576758,1.1298789,0.781172057,20,economic
493,4.930000,-2.137326,0.203393742,0.887085247,0.577245195,20,economic
494,4.940000,-6.89449501,0.170239642,0.419771005,0.272461949,20,economic
495,4.950000,-8.82599831,0.162871286,0.230032318,0.204725185,20,economic
496,4.960000,-10.7913675,0.178125769,0.0369668568,0.344958541,20,economic
497,4.970000,-9.41272163,0.181772262,0.172396324,0.378480487,20,economic
498,4.980000,-9.86816502,0.186665863,0.127656442,0.423467007,20,economic
499,4.990000,-9.39712429,0.189926609,0.173928508,0.453442814,20,economic
500,5.000000,-1.97666383,0.207395419,0.902867685,0.614032322,20,economic
501,5.010000,-0.389794558,0.218692467,1.0587517,0.71788526,20,economic
502,5.020000,0.242388383,0.206958637,1.12085336,0.610017009,20,economic
503,5.030000,-2.3521409,0.18551147,0.865983188,0.412854756,20,economic
504,5.040000,-7.08879423,0.162274718,0.400684276,0.199240979,20,economic
505,5.050000,-14.625021,0.122981504,-0.339627049,-0.161978703,20,economic
506,5.060000,-20.9019661,0.0714562088,-0.956234499,-0.635647012,20,economic
507,5.070000,-24.9320755,0.0366862714,-1.352127,-0.955284533,,
508,5.080000,-27.9519348,0.0346340314,-1.64877891,-0.974150628,,
509,5.090000,-31.0446186,0.0333540887,-1.95258463,-0.985917048,,
510,5.100000,-8.20997334,0.0491323769,0.290546721,-0.840868385,,
511,5.110000,-7.63231659,0.0959706753,0.347292072,-0.410287294,,
512,5.120000,-6.49048281,0.124790147,0.459458612,-0.145351975,,
513,5.130000,-5.9961257,0.124329127,0.508021133,-0.149590095,,
514,5.140000,-8.68537235,0.10124331,0.243846524,-0.361816348,,
515,5.150000,-12.9502411,0.0822244957,-0.175107248,-0.53665493,21,and
516,5.160000,-17.5682125,0.0864386857,-0.628747599,-0.497914186,21,and
517,5.170000,-23.3748302,0.0828998908,-1.19915306,-0.530446071,21,and
518,5.180000,-26.7646141,0.0739440545,-1.53214402,-0.612776427,21,and
519,5.190000,-29.5595379,0.0620158575,-1.80669968,-0.722431479,21,and
520,5.200000,-29.8767109,0.0566350482,-1.83785675,-0.77189687,21,and
521,5.210000,-29.9136772,0.0469310246,-1.84148809,-0.861105257,,
522,5.220000,-35.1179657,0.0350514241,-2.35272453,-0.970313567,,
523,5.230000,-38.5894318,0.0243611149,-2.69373943,-1.06858881,,
524,5.240000,-38.5016747,0.0231727362,-2.68511873,-1.07951349,,
525,5.250000,-13.3842773,0.0264320429,-0.217744229,-1.04955091,22,political
526,5.260000,-10.3565893,0.0270738117,0.0796767229,-1.04365118,22,political
527,5.270000,-19.1605072,0.021253271,-0.785164574,-1.09715899,22,political
528,5.280000,-22.7004051,0.0184677541,-1.13290179,-1.12276605,22,political
529,5.290000,-20.8290081,0.0564451851,-0.949067566,-0.773642268,22,political
530,5.300000,-17.8584232,0.115453303,-0.657256068,-0.231184908,22,political
531,5.310000,-16.1906548,0.162981927,-0.493425024,0.205742301,22,political
532,5.320000,-16.022665,0.168277219,-0.476922774,0.254421533,22,political
533,5.330000,-17.2686996,0.128330588,-0.599325346,-0.112804954,22,political
534,5.340000,-18.2653732,0.0901198015,-0.697232265,-0.464073955,22,political
535,5.350000,-8.93743706,0.157651275,0.219085279,0.156738002,22,political
536,5.360000,-2.35336041,0.219222888,0.865863391,0.722761389,22,political
537,5.370000,0.13493678,0.250218183,1.11029799,1.00769889,22,political
538,5.380000,1.20988953,0.24257496,1.21589456,0.937435295,22,political
539,5.390000,0.593390465,0.220315024,1.15533359,0.732801315,22,political
540,5.400000,-3.47028542,0.170210794,0.756143732,0.272196745,22,political
541,5.410000,-5.40774012,0.128304914,0.565820417,-0.113040979,22,political
542,5.420000,-6.62367249,0.136371136,0.446374899,-0.038888783,22,political
543,5.430000,-8.48101807,0.138953179,0.263920999,-0.0151522447,22,political
544,5.440000,-12.6526356,0.117056236,-0.145872362,-0.216449263,22,political
545,5.450000,-17.0643482,0.0847575441,-0.579251153,-0.513368799,22,political
546,5.460000,-23.2025318,0.0593087487,-1.18222755,-0.747317735,22,political
547,5.470000,-26.5668945,0.0440649055,-1.51272129,-0.887453284,22,political
548,5.480000,-31.456728,0.0347067676,-1.99306765,-0.973481968,22,political
549,5.490000,-36.2167358,0.0225870162,-2.46066077,-1.08489797,22,political
550,5.500000,-36.1179008,0.0211307798,-2.45095184,-1.09828504,22,political
551,5.510000,-34.9058342,0.0205523334,-2.33188607,-1.10360266,22,political
552,5.520000,-32.2705727,0.0167859476,-2.07301462,-1.13822677,22,political
553,5.530000,-30.1093903,0.0152375624,-1.8607137,-1.15246096,22,political
554,5.540000,-23.7925072,0.0816779211,-1.240183,-0.54167955,22,political
555,5.550000,-17.3457203,0.128028914,-0.606891368,-0.115578221,22,political
556,5.560000,-19.8034744,0.142888665,-0.848325614,0.0210263943,22,political
557,5.570000,-22.3825264,0.0978775769,-1.10167539,-0.392757286,22,political
558,5.580000,-30.8708019,0.0455653109,-1.93550998,-0.873660165,22,political
559,5.590000,-34.1738281,0.0272274017,-2.25997841,-1.04223924,22,political
560,5.600000,-36.4044571,0.0248593818,-2.47910132,-1.06400827,22,political
561,5.610000,-38.9768906,0.0202785078,-2.73180094,-1.10611992,,
562,5.620000,-38.8242493,0.0170858745,-2.71680642,-1.13546957,,
563,5.630000,-29.9408722,0.0252847094,-1.84415955,-1.06009827,,
564,5.640000,-9.74657249,0.0389626287,0.139600923,-0.934358145,,
565,5.650000,-6.20161772,0.113708228,0.487834895,-0.247227256,,
566,5.660000,0.199711964,0.122470379,1.1166611,-0.166677436,,
567,5.670000,-1.26107919,0.120981894,0.9731622,-0.180360965,23,power
568,5.680000,-1.10595119,0.10411492,0.988400996,-0.335417843,23,power
569,5.690000,-0.937568724,0.102299221,1.00494183,-0.352109433,23,power
570,5.700000,-1.10064578,0.0958852619,0.988922166,-0.411072494,23,power
571,5.710000,0.72496891,0.142851889,1.16825902,0.0206883146,23,power
572,5.720000,0.525613666,0.20728758,1.14867562,0.61304096,23,power
573,5.730000,-1.98725462,0.249469817,0.901827312,1.00081921,23,power
574,5.740000,-2.47749758,0.256822169,0.85366894,1.06840886,23,power
575,5.750000,-3.57912493,0.265059948,0.745452025,1.14413816,23,power
576,5.760000,-1.98826003,0.285254657,0.901728547,1.32978667,23,power
577,5.770000,-2.67207789,0.309948683,0.834554598,1.55679706,23,power
578,5.780000,-3.5836494,0.320559651,0.74500757,1.65434292,23,power
579,5.790000,-4.96028614,0.334765345,0.60977547,1.78493484,23,power
580,5.800000,-5.22976685,0.331954867,0.583303387,1.75909831,23,power
581,5.810000,-5.8010416,0.334593773,0.527184962,1.78335759,23,power
582,5.820000,-7.8011322,0.308639705,0.330708692,1.54476372,23,power
583,5.830000,-8.27508354,0.316854268,0.284150706,1.62027961,23,power
584,5.840000,-7.98162985,0.304304391,0.312977743,1.50490949,23,power
585,5.850000,-6.92861032,0.31105125,0.416419732,1.56693287,23,power
586,5.860000,-6.67137957,0.324911147,0.441688457,1.69434591,23,power
587,5.870000,-4.55819654,0.324838638,0.649274213,1.69367934,23,power
588,5.880000,-3.06366491,0.281653076,0.796087562,1.29667759,23,power
589,5.890000,-4.62334919,0.252912253,0.642874028,1.03246528,23,power
590,5.900000,-5.19137001,0.210636035,0.58707525,0.643823063,23,power
591,5.910000,-8.71301079,0.195130214,0.241131499,0.501279176,23,power
592,5.920000,-9.72784042,0.166880205,0.141441044,0.241578888,23,power
593,5.930000,-11.228446,0.152674615,-0.00596897261,0.110987927,23,power
594,5.940000,-12.4586973,0.128636017,-0.126821093,-0.109997166,23,power
595,5.950000,-13.0956736,0.108978026,-0.189393616,-0.290711664,,
596,5.960000,-13.983654,0.0931590423,-0.276623209,-0.436134434,,
597,5.970000,-18.0790386,0.0627005622,-0.67892793,-0.716137039,,
598,5.980000,-19.1310635,0.0362785533,-0.782272207,-0.959032656,,
599,5.990000,-18.2655582,0.0287567936,-0.69725044,-1.02817965,,
600,6.000000,-14.5942736,0.0311396047,-0.336606617,-1.00627464,,
601,6.010000,-13.8226175,0.0321434513,-0.260804001,-0.99704635,,
602,6.020000,-11.0193453,0.0405672453,0.014571762,-0.919607021,,
603,6.030000,-9.98184109,0.0500906855,0.116489622,-0.832058724,,
604,6.040000,-9.35092258,0.0552833304,0.178467072,-0.784323115,,
605,6.050000,-9.06960869,0.0593359768,0.206101573,-0.747067429,24,held
606,6.060000,-8.57308102,0.0664846897,0.254877316,-0.681349828,24,held
607,6.070000,-8.42522526,0.0901497453,0.269401732,-0.463798683,24,held
608,6.080000,-8.00234318,0.0822080672,0.310942997,-0.536805956,24,held
609,6.090000,-11.4898338,0.0703495517,-0.0316460619,-0.645820431,24,held
610,6.100000,-2.38857293,0.166178808,0.862404335,0.23513099,24,held
611,6.110000,2.50603533,0.257375062,1.34321974,1.07349156,24,held
612,6.120000,3.23498893,0.28792128,1.41482754,1.35430073,24,held
613,6.130000,2.18148637,0.279051274,1.3113381,1.27275941,24,held
614,6.140000,1.45888484,0.253780961,1.24035429,1.04045125,24,held
615,6.150000,-0.298266947,0.244268417,1.0677428,0.953003126,24,held
616,6.160000,-1.29183149,0.259475112,0.970141288,1.09279717,24,held
617,6.170000,-1.45525503,0.261347741,0.954087592,1.11001211,24,held
618,6.180000,-3.27177978,0.267689407,0.775643672,1.16831059,24,held
619,6.190000,-6.8796277,0.23317574,0.421231475,0.851028942,24,held
620,6.200000,-12.871685,0.174166247,-0.167390397,0.308558945,24,held
621,6.210000,-17.9994488,0.117631674,-0.671109526,-0.211159301,24,held
622,6.220000,-22.4963036,0.0953545272,-1.11285214,-0.415951499,24,held
623,6.230000,-26.7742271,0.0703649744,-1.53308834,-0.645678651,,
624,6.240000,-28.676651,0.0423062369,-1.71997045,-0.903620597,,
625,6.250000,-29.4468594,0.0339796171,-1.79563085,-0.980166611,,
626,6.260000,-31.780571,0.0345789045,-2.02487995,-0.974657405,,
627,6.270000,-23.3481979,0.0295255743,-1.19653687,-1.0211123,,
628,6.280000,-8.11328411,0.120476052,0.30004486,-0.185011137,,
629,6.290000,-0.493443847,0.181604445,1.04856985,0.376937759,25,by
630,6.300000,-1.15666687,0.189156637,0.983419007,0.44636451,25,by
631,6.310000,-2.935148,0.164640233,0.808712252,0.220986984,25,by
632,6.320000,-2.29623485,0.18845953,0.871475046,0.439956064,25,by
633,6.330000,-1.51678526,0.194293872,0.948043251,0.493590739,25,by
634,6.340000,-4.09819269,0.175338462,0.694462086,0.31933503,25,by
635,6.350000,-6.2309804,0.1403393,0.48495049,-0.00240973531,,
636,6.360000,-13.5859003,0.108462952,-0.237550396,-0.295446697,,
637,6.370000,-21.3432312,0.078223221,-0.999581596,-0.573438359,,
638,6.380000,-22.3579483,0.0653590783,-1.099261,-0.691697492,,
639,6.390000,-16.5054417,0.0602128729,-0.524347702,-0.739006187,26,those
640,6.400000,-14.4084101,0.075714767,-0.318348561,-0.596498395,26,those
641,6.410000,-2.87750554,0.139621362,0.814374683,-0.00900968694,26,those
642,6.420000,-1.62536287,0.178119302,0.937377272,0.344899089,26,those
643,6.430000,-2.01112604,0.190646127,0.899482334,0.460057286,26,those
644,6.440000,-3.47629547,0.205490947,0.755553342,0.596524643,26,those
645,6.450000,-5.46446371,0.184256762,0.560248249,0.40132032,26,those
646,6.460000,-7.2250061,0.154387817,0.387303682,0.126737263,26,those
647,6.470000,-6.97003365,0.152690142,0.412350566,0.111130665,26,those
648,6.480000,-7.24229145,0.145858601,0.385605679,0.048328797,26,those
649,6.490000,-8.85745811,0.13254267,0.226941905,-0.0740835936,26,those
650,6.500000,-8.46684361,0.121997833,0.265313408,-0.171021513,26,those
651,6.510000,-9.27272701,0.104836904,0.186148511,-0.3287807,26,those
652,6.520000,-12.4366808,0.0856276304,-0.124658328,-0.505370159,26,those
653,6.530000,-13.7312317,0.0586649254,-0.251826833,-0.753236356,26,those
654,6.540000,-13.7658472,0.045384232,-0.255227243,-0.875324811,26,those
655,6.550000,-11.4739447,0.0362872072,-0.0300852104,-0.958953102,,
656,6.560000,-10.4919024,0.0324760489,0.0663844249,-0.993988804,,
657,6.570000,-10.1031485,0.106296621,0.104573152,-0.31536162,,
658,6.580000,-3.73070574,0.145415261,0.730561684,0.0442532104,,
659,6.590000,-4.83931017,0.161576629,0.621659385,0.192823491,,
660,6.600000,-10.1455402,0.122408234,0.100408852,-0.167248733,,
661,6.610000,-19.9825611,0.0871532857,-0.865917959,-0.491344919,27,of
662,6.620000,-21.3530979,0.0682725534,-1.00055084,-0.664914127,27,of
663,6.630000,-20.8127899,0.0528194606,-0.947474394,-0.806973291,27,of
664,6.640000,-24.312561,0.0306236073,-1.29126981,-1.01101817,27,of
665,6.650000,-27.4808655,0.0249371193,-1.60250403,-1.06329364,,
666,6.660000,-29.2225037,0.0258355476,-1.77359157,-1.05503445,,
667,6.670000,-24.5135403,0.0224391408,-1.31101274,-1.08625737,,
668,6.680000,-21.1778011,0.0193014666,-0.983330791,-1.11510179,,
669,6.690000,-17.7589989,0.0168277789,-0.647489246,-1.13784222,,
670,6.700000,-16.0783978,0.068247281,-0.482397605,-0.665146454,,
671,6.710000,-5.81672192,0.143915251,0.525644628,0.0304637224,28,European
672,6.720000,-2.7078979,0.174670622,0.831035867,0.313195623,28,European
673,6.730000,-3.1533637,0.163162693,0.787276119,0.20740407,28,European
674,6.740000,-2.18239808,0.14892751,0.882657651,0.076541056,28,European
675,6.750000,-3.51756001,0.172409415,0.751499775,0.292408515,28,European
676,6.760000,-3.29998064,0.185349062,0.772873397,0.411361753,28,European
677,6.770000,-6.31115389,0.175180107,0.477074753,0.317879287,28,European
678,6.780000,-7.75339937,0.15047437,0.335397664,0.0907612257,28,European
679,6.790000,-10.2291403,0.13428396,0.0921965113,-0.0580760397,28,European
680,6.800000,-14.0470181,0.109868892,-0.282847691,-0.282521998,28,European
681,6.810000,-18.4175892,0.0793884248,-0.712185,-0.562726725,28,European
682,6.820000,-22.6131554,0.0471422561,-1.12433093,-0.859163422,28,European
683,6.830000,-27.7832565,0.0290191434,-1.63220902,-1.02576789,28,European
684,6.840000,-32.2699814,0.0197145883,-2.07295653,-1.11130399,28,European
685,6.850000,-33.8587074,0.0203699991,-2.22902295,-1.10527884,28,European
686,6.860000,-37.140995,0.0190233737,-2.55145415,-1.11765827,28,European
687,6.870000,-13.4108133,0.0252281707,-0.220350957,-1.06061802,28,European
688,6.880000,-9.06916237,0.0259579625,0.206145416,-1.0539091,28,European
689,6.890000,-14.4532318,0.0235221442,-0.322751566,-1.0763014,28,European
690,6.900000,-17.2811298,0.0184417535,-0.60054641,-1.12300507,28,European
691,6.910000,-20.8775368,0.0146197956,-0.953834716,-1.15814005,28,European
692,6.920000,-20.7714729,0.0126689756,-0.943415674,-1.1760738,28,European
693,6.930000,-20.6825848,0.0459617488,-0.934683862,-0.87001574,28,European
694,6.940000,-17.0806503,0.0755635947,-0.580852569,-0.597888111,28,European
695,6.950000,-15.023881,0.0990906283,-0.378808534,-0.381605792,28,European
696,6.960000,-11.3224974,0.0981499031,-0.0152079844,-0.390253811,28,European
697,6.970000,-10.470212,0.0935420766,0.0685151497,-0.432613226,28,European
698,6.980000,-11.5050144,0.0832655728,-0.033137307,-0.527084383,28,European
699,6.990000,-11.7315454,0.0773935094,-0.0553902847,-0.581065837,28,European
700,7.000000,-9.89110565,0.0719493851,0.125402899,-0.631113279,28,European
701,7.010000,-9.91145897,0.0720418096,0.123403517,-0.630263627,28,European
702,7.020000,-11.1466551,0.0613838397,0.00206565127,-0.728241574,28,European
703,7.030000,-15.3339319,0.0671970546,-0.409265983,-0.674801109,28,European
704,7.040000,-20.2080078,0.0687643364,-0.888064419,-0.660393201,28,European
705,7.050000,-22.4667473,0.0643581972,-1.10994872,-0.700898521,28,European
706,7.060000,-25.5735245,0.0681467578,-1.41513889,-0.666070557,28,European
707,7.070000,-27.1873856,0.0637953877,-1.57367442,-0.706072387,,
708,7.080000,-30.3707733,0.057032641,-1.88639033,-0.768241828,,
709,7.090000,-35.0959091,0.0432749279,-2.35055783,-0.894715491,,
710,7.100000,-38.515522,0.0311146267,-2.686479,-1.00650426,,
711,7.110000,-6.64281893,0.0351275802,0.444494074,-0.969613469,,
712,7.120000,0.0174437761,0.0578573197,1.09875622,-0.760660617,,
713,7.130000,-8.03769493,0.079917334,0.307470264,-0.5578645,29,descent
714,7.140000,-10.540247,0.0859852359,0.0616353555,-0.502082717,29,descent
715,7.150000,-11.6262188,0.0711646155,-0.0450436595,-0.638327609,29,descent
716,7.160000,-10.2137947,0.0416304469,0.0937039635,-0.909833085,29,descent
717,7.170000,-9.59657001,0.0339612663,0.15433622,-0.980335308,29,descent
718,7.180000,-8.16430378,0.0391234681,0.29503301,-0.93287956,29,descent
719,7.190000,-8.11223793,0.068481341,0.30014763,-0.662994757,29,descent
720,7.200000,-9.28895664,0.079171434,0.184554215,-0.564721505,29,descent
721,7.210000,-14.0440426,0.0674089417,-0.2825554,-0.672853247,29,descent
722,7.220000,-16.2728882,0.0526656024,-0.501503117,-0.808387699,29,descent
723,7.230000,-18.3269939,0.0419017598,-0.703285495,-0.907338926,29,descent
724,7.240000,-19.0433846,0.0497548878,-0.773659185,-0.835145687,29,descent
725,7.250000,-11.4140749,0.0521994308,-0.0242039826,-0.812673181,29,descent
726,7.260000,-10.1166716,0.0487068892,0.103244728,-0.844779863,29,descent
727,7.270000,-3.39446807,0.116666503,0.763591549,-0.220032045,29,descent
728,7.280000,4.83523417,0.185582712,1.57202553,0.413509682,29,descent
729,7.290000,6.53895569,0.210474908,1.73938837,0.642341841,29,descent
730,7.300000,6.03825426,0.182948515,1.69020262,0.389293695,29,descent
731,7.310000,4.64313936,0.167874336,1.55315535,0.250717862,29,descent
732,7.320000,3.52537203,0.154164732,1.44335294,0.124686457,29,descent
733,7.330000,-0.674477518,0.124371424,1.03078624,-0.149201262,29,descent
734,7.340000,-1.76086688,0.0990672112,0.924066214,-0.381821064,29,descent
735,7.350000,-1.36454785,0.102066539,0.962998093,-0.354248458,29,descent
736,7.360000,-2.64075327,0.0906615332,0.837631731,-0.459093854,29,descent
737,7.370000,-5.35636234,0.0706102997,0.570867445,-0.643423394,29,descent
738,7.380000,-7.84310961,0.0607524589,0.326585097,-0.734045812,29,descent
739,7.390000,-9.92130089,0.0447949991,0.122436709,-0.880741586,29,descent
740,7.400000,-15.4011679,0.0317155346,-0.415870818,-1.00098016,29,descent
741,7.410000,-13.8488655,0.028648844,-0.263382437,-1.02917202,29,descent
