sample_id,video_id,clip_id,video_file,duration_video_sec,duration_audio_sec,source_fps,visual_sample_fps,word_count,text_dim,audio_dim,vision_dim,audio_wav2vec_dim,vision_resnet18_dim,ctc_alignment,ctc_log_confidence,audio_present,audio_rms,audio_peak,audio_active_start_sec,audio_active_end_sec,face_detection_rate,label,annotation,feature_file,word_alignment_file,status,elapsed_sec
-6rXp3zJ3kc__8,-6rXp3zJ3kc,8,-6rXp3zJ3kc/8.mp4,12.738,12.738,30.0,2.0,34,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.06378,True,0.07100225,0.71059453,0.0,12.335,1.0,-1.0,Negative,features/-6rXp3zJ3kc__8.npz,word_alignment/-6rXp3zJ3kc__8.csv,ok,2.61
-9y-fZ3swSY__0,-9y-fZ3swSY,0,-9y-fZ3swSY/0.mp4,6.757,6.757,30.0,2.0,22,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.75637,True,0.09017068,0.58321255,0.0,6.757,1.0,1.0,Positive,features/-9y-fZ3swSY__0.npz,word_alignment/-9y-fZ3swSY__0.csv,ok,2.16
-9y-fZ3swSY__4,-9y-fZ3swSY,4,-9y-fZ3swSY/4.mp4,2.6648,2.6648,30.0,2.0,9,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-1.40226,True,0.09082157,1.00248194,0.21,2.6648,1.0,0.0,Neutral,features/-9y-fZ3swSY__4.npz,word_alignment/-9y-fZ3swSY__4.csv,ok,1.93
-9y-fZ3swSY__8,-9y-fZ3swSY,8,-9y-fZ3swSY/8.mp4,4.917,4.917,30.0,2.0,12,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.48108,True,0.09097578,0.60945666,0.0,4.917,0.8333,1.6666666269302368,Positive,features/-9y-fZ3swSY__8.npz,word_alignment/-9y-fZ3swSY__8.csv,ok,2.82
-AUZQgSxyPQ__2,-AUZQgSxyPQ,2,-AUZQgSxyPQ/2.mp4,22.4046,22.4046,30.0,2.0,41,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.56837,True,0.10176493,0.78673923,0.42,22.4046,1.0,0.6666666865348816,Positive,features/-AUZQgSxyPQ__2.npz,word_alignment/-AUZQgSxyPQ__2.csv,ok,8.91
-HeZS2-Prhc__2,-HeZS2-Prhc,2,-HeZS2-Prhc/2.mp4,8.1509,8.1509,30.0,2.0,16,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.49173,True,0.04154398,0.30761245,0.0,8.1509,0.9375,0.6666666865348816,Positive,features/-HeZS2-Prhc__2.npz,word_alignment/-HeZS2-Prhc__2.csv,ok,2.75
-MeTTeMJBNc__0,-MeTTeMJBNc,0,-MeTTeMJBNc/0.mp4,9.2183,9.2183,30.0,2.0,21,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.07887,True,0.05692104,0.48746413,0.86,8.605,1.0,0.3333333432674408,Positive,features/-MeTTeMJBNc__0.npz,word_alignment/-MeTTeMJBNc__0.csv,ok,1.5
-MeTTeMJBNc__13,-MeTTeMJBNc,13,-MeTTeMJBNc/13.mp4,5.2555,5.2555,30.0,2.0,14,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.03611,True,0.0491138,0.47150391,0.0,4.765,1.0,0.3333333432674408,Positive,features/-MeTTeMJBNc__13.npz,word_alignment/-MeTTeMJBNc__13.csv,ok,1.17
-MeTTeMJBNc__7,-MeTTeMJBNc,7,-MeTTeMJBNc/7.mp4,10.4113,10.4113,30.0,2.0,31,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.39716,True,0.04850701,0.42976594,0.0,9.935,1.0,1.3333333730697632,Positive,features/-MeTTeMJBNc__7.npz,word_alignment/-MeTTeMJBNc__7.csv,ok,1.96
-RfYyzHpjk4__11,-RfYyzHpjk4,11,-RfYyzHpjk4/11.mp4,5.0749,5.0749,30.0,2.0,17,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.23199,True,0.02473966,0.19172928,0.52,5.0749,1.0,2.0,Positive,features/-RfYyzHpjk4__11.npz,word_alignment/-RfYyzHpjk4__11.csv,ok,3.38
-RfYyzHpjk4__8,-RfYyzHpjk4,8,-RfYyzHpjk4/8.mp4,4.5324,4.5324,30.0,2.0,17,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.05059,True,0.01787624,0.19665807,0.0,4.5324,1.0,0.3333333432674408,Positive,features/-RfYyzHpjk4__8.npz,word_alignment/-RfYyzHpjk4__8.csv,ok,3.19
-RfYyzHpjk4__2,-RfYyzHpjk4,2,-RfYyzHpjk4/2.mp4,5.3918,5.3918,30.0,2.0,25,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.78793,True,0.0335503,0.32247382,0.56,5.3918,0.76,0.3333333432674408,Positive,features/-RfYyzHpjk4__2.npz,word_alignment/-RfYyzHpjk4__2.csv,ok,2.18
-UUCSKoHeMA__0,-UUCSKoHeMA,0,-UUCSKoHeMA/0.mp4,7.7322,7.7322,30.0,2.0,18,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.07814,True,0.03065854,0.33370411,1.12,7.7322,1.0,0.0,Neutral,features/-UUCSKoHeMA__0.npz,word_alignment/-UUCSKoHeMA__0.csv,ok,1.09
-ri04Z7vwnc__0,-ri04Z7vwnc,0,-ri04Z7vwnc/0.mp4,2.7633,2.7633,23.976,2.0,8,768,74,49,768,512,proportional_fallback_low_ctc_confidence,-4.81297,True,0.25079917,1.07672954,0.0,2.7633,0.0,0.0,Neutral,features/-ri04Z7vwnc__0.npz,word_alignment/-ri04Z7vwnc__0.csv,ok,0.74
-ri04Z7vwnc__2,-ri04Z7vwnc,2,-ri04Z7vwnc/2.mp4,5.9134,5.9134,23.976,2.0,16,768,74,49,768,512,proportional_fallback_low_ctc_confidence,-6.64921,True,0.24100105,1.18961465,0.0,5.575,0.25,-0.3333333432674408,Negative,features/-ri04Z7vwnc__2.npz,word_alignment/-ri04Z7vwnc__2.csv,ok,1.7
-ri04Z7vwnc__5,-ri04Z7vwnc,5,-ri04Z7vwnc/5.mp4,3.4398,3.4398,23.976,2.0,8,768,74,49,768,512,proportional_fallback_low_ctc_confidence,-7.58346,True,0.05936566,0.35763133,0.0,3.4398,1.0,0.3333333432674408,Positive,features/-ri04Z7vwnc__5.npz,word_alignment/-ri04Z7vwnc__5.csv,ok,1.43
-s9qJ7ATP7w__1,-s9qJ7ATP7w,1,-s9qJ7ATP7w/1.mp4,4.6438,4.6438,30.0,2.0,11,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.35835,True,0.11926624,1.3383404,0.0,4.6438,1.0,0.6666666865348816,Positive,features/-s9qJ7ATP7w__1.npz,word_alignment/-s9qJ7ATP7w__1.csv,ok,2.61
-s9qJ7ATP7w__0,-s9qJ7ATP7w,0,-s9qJ7ATP7w/0.mp4,6.7106,6.7106,30.0,2.0,24,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.37584,True,0.12807158,1.33938622,0.0,6.7106,1.0,-0.3333333432674408,Negative,features/-s9qJ7ATP7w__0.npz,word_alignment/-s9qJ7ATP7w__0.csv,ok,2.11
-s9qJ7ATP7w__5,-s9qJ7ATP7w,5,-s9qJ7ATP7w/5.mp4,8.3979,8.3979,30.0,2.0,19,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.13288,True,0.12692379,1.16131949,0.0,8.3979,0.8421,-2.0,Negative,features/-s9qJ7ATP7w__5.npz,word_alignment/-s9qJ7ATP7w__5.csv,ok,3.82
-s9qJ7ATP7w__4,-s9qJ7ATP7w,4,-s9qJ7ATP7w/4.mp4,4.2469,4.2469,30.0,2.0,9,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.83123,True,0.14463951,1.32963085,0.0,4.2469,0.7778,0.0,Neutral,features/-s9qJ7ATP7w__4.npz,word_alignment/-s9qJ7ATP7w__4.csv,ok,2.39
-s9qJ7ATP7w__7,-s9qJ7ATP7w,7,-s9qJ7ATP7w/7.mp4,6.8386,6.8386,30.0,2.0,28,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.74952,True,0.10350459,1.3121171,0.0,6.8386,0.6786,1.0,Positive,features/-s9qJ7ATP7w__7.npz,word_alignment/-s9qJ7ATP7w__7.csv,ok,3.5
-s9qJ7ATP7w__6,-s9qJ7ATP7w,6,-s9qJ7ATP7w/6.mp4,2.3148,2.3148,30.0,2.0,5,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.09179,True,0.10229935,1.30867219,0.0,2.3148,0.8,0.0,Neutral,features/-s9qJ7ATP7w__6.npz,word_alignment/-s9qJ7ATP7w__6.csv,ok,1.72
-s9qJ7ATP7w__8,-s9qJ7ATP7w,8,-s9qJ7ATP7w/8.mp4,3.1843,3.1843,30.0,2.0,12,768,74,49,768,512,wav2vec2_ctc_forced_alignment,-0.22024,True,0.13556058,1.33181524,0.0,3.1843,1.0,1.3333333730697632,Positive,features/-s9qJ7ATP7w__8.npz,word_alignment/-s9qJ7ATP7w__8.csv,ok,2.19
-yRb-Jum7EQ__1,-yRb-Jum7EQ,1,-yRb-Jum7EQ/1.mp4,29.1097,29.1097,30.0,2.0,49,768,74,49,768,512,proportional_fallback_low_ctc_confidence,-4.06494,True,0.01673873,0.23467276,0.42,28.865,1.0,0.0,Neutral,features/-yRb-Jum7EQ__1.npz,word_alignment/-yRb-Jum7EQ__1.csv,ok,10.03
-yRb-Jum7EQ__5,-yRb-Jum7EQ,5,-yRb-Jum7EQ/5.mp4,13.0446,13.0446,30.0,2.0,25,768,74,49,768,512,proportional_fallback_low_ctc_confidence,-3.97446,True,0.02546445,0.31333596,0.0,13.0446,1.0,-0.6666666865348816,Negative,features/-yRb-Jum7EQ__5.npz,word_alignment/-yRb-Jum7EQ__5.csv,ok,4.12
-yRb-Jum7EQ__6,-yRb-Jum7EQ,6,-yRb-Jum7EQ/6.mp4,11.2426,11.2426,30.0,2.0,19,768,74,49,768,512,proportional_fallback_low_ctc_confidence,-4.19478,True,0.02263914,0.20268336,0.34,11.145,1.0,0.0,Neutral,features/-yRb-Jum7EQ__6.npz,word_alignment/-yRb-Jum7EQ__6.csv,ok,4.37
