sample_id,text_token_ids_match_raw,text_content_rows,audio_observed_rows,vision_observed_rows,at_50_token_limit,av_alignment_status
36o2cux9kfQ$_$13,True,19,19,19,False,unverified: separate modality axes
37117$_$1,True,48,48,48,True,unverified: separate modality axes
37117$_$4,True,10,10,10,False,unverified: separate modality axes
37117$_$6,True,15,15,15,False,unverified: separate modality axes
37117$_$9,True,48,48,48,True,unverified: separate modality axes
37117$_$8,True,48,48,48,True,unverified: separate modality axes
37459$_$3,True,33,33,33,False,unverified: separate modality axes
37459$_$2,True,27,27,27,False,unverified: separate modality axes
37459$_$6,True,31,31,31,False,unverified: separate modality axes
38019$_$0,True,31,31,29,False,unverified: separate modality axes
38374$_$3,True,23,23,23,False,unverified: separate modality axes
38374$_$7,True,48,48,48,True,unverified: separate modality axes
38374$_$9,True,48,48,48,True,unverified: separate modality axes
39lcRCFvV-s$_$21,True,28,28,28,False,unverified: separate modality axes
39lcRCFvV-s$_$22,True,25,25,25,False,unverified: separate modality axes
39lcRCFvV-s$_$46,True,17,17,17,False,unverified: separate modality axes
39lcRCFvV-s$_$39,True,23,23,23,False,unverified: separate modality axes
39lcRCFvV-s$_$13,True,44,44,44,False,unverified: separate modality axes
39lcRCFvV-s$_$12,True,31,31,31,False,unverified: separate modality axes
39lcRCFvV-s$_$19,True,27,27,27,False,unverified: separate modality axes
39lcRCFvV-s$_$18,True,5,5,5,False,unverified: separate modality axes
39lcRCFvV-s$_$30,True,9,9,9,False,unverified: separate modality axes
3B1zIUj-k3o$_$10,True,42,42,42,False,unverified: separate modality axes
3DOrdP4H8SA$_$13,True,7,7,7,False,unverified: separate modality axes
3DOrdP4H8SA$_$3,True,13,13,13,False,unverified: separate modality axes
3DgOMTs3A1E$_$24,True,6,6,6,False,unverified: separate modality axes
3DgOMTs3A1E$_$22,True,9,9,9,False,unverified: separate modality axes
3DgOMTs3A1E$_$23,True,43,43,43,False,unverified: separate modality axes
3DgOMTs3A1E$_$1,True,17,17,17,False,unverified: separate modality axes
3DgOMTs3A1E$_$7,True,12,12,12,False,unverified: separate modality axes
3DgOMTs3A1E$_$17,True,27,27,27,False,unverified: separate modality axes
3FpmKxZgihw$_$0,True,26,26,26,False,unverified: separate modality axes
3GyEnzE1NTQ$_$14,True,26,26,26,False,unverified: separate modality axes
3GyEnzE1NTQ$_$3,True,35,35,35,False,unverified: separate modality axes
3GyEnzE1NTQ$_$4,True,16,16,16,False,unverified: separate modality axes
3OMgvtWNHp4$_$10,True,10,10,0,False,unverified: separate modality axes
3OuNMjZo5wg$_$13,True,32,32,32,False,unverified: separate modality axes
3VsrcbjPwZY$_$0,True,33,33,33,False,unverified: separate modality axes
3VsrcbjPwZY$_$7,True,47,47,47,False,unverified: separate modality axes
3Wi0if_L6Ug$_$13,True,14,14,14,False,unverified: separate modality axes
3Wi0if_L6Ug$_$12,True,24,24,24,False,unverified: separate modality axes
3Wi0if_L6Ug$_$17,True,21,21,21,False,unverified: separate modality axes
3Wi0if_L6Ug$_$4,True,22,22,22,False,unverified: separate modality axes
3Wi0if_L6Ug$_$9,True,22,22,22,False,unverified: separate modality axes
3aD0xAgxxyw$_$11,True,29,29,29,False,unverified: separate modality axes
3aD0xAgxxyw$_$0,True,29,29,29,False,unverified: separate modality axes
3aIQUQgawaI$_$12,True,26,9,7,False,unverified: separate modality axes
3aIQUQgawaI$_$19,True,26,17,9,False,unverified: separate modality axes
3aIQUQgawaI$_$5,True,43,43,36,False,unverified: separate modality axes
3aIQUQgawaI$_$4,True,46,46,46,False,unverified: separate modality axes
3aIQUQgawaI$_$7,True,48,48,48,True,unverified: separate modality axes
3fhCxePBuZY$_$10,True,42,42,42,False,unverified: separate modality axes
3fhCxePBuZY$_$4,True,16,16,16,False,unverified: separate modality axes
3gA34VxBijI$_$1,True,21,21,0,False,unverified: separate modality axes
3kNPvhdF1NA$_$0,True,48,48,48,True,unverified: separate modality axes
3lkn8MS3n8Q$_$27,True,28,28,28,False,unverified: separate modality axes
3lkn8MS3n8Q$_$6,True,24,24,24,False,unverified: separate modality axes
3n44IP3tCVE$_$13,True,31,31,31,False,unverified: separate modality axes
3n44IP3tCVE$_$0,True,21,21,21,False,unverified: separate modality axes
3n44IP3tCVE$_$5,True,48,48,48,True,unverified: separate modality axes
3n44IP3tCVE$_$6,True,24,24,24,False,unverified: separate modality axes
3ocpWAmSNUE$_$5,True,22,22,22,False,unverified: separate modality axes
3ocpWAmSNUE$_$6,True,12,12,12,False,unverified: separate modality axes
3paDwuRQP1w$_$0,True,18,18,18,False,unverified: separate modality axes
3sUS8vXbRwg$_$13,True,20,20,20,False,unverified: separate modality axes
40181$_$21,True,22,22,22,False,unverified: separate modality axes
40181$_$9,True,19,19,19,False,unverified: separate modality axes
40181$_$13,True,48,48,48,True,unverified: separate modality axes
40181$_$19,True,4,4,4,False,unverified: separate modality axes
40260$_$8,True,26,26,26,False,unverified: separate modality axes
40260$_$19,True,38,38,35,False,unverified: separate modality axes
40260$_$18,True,48,48,48,True,unverified: separate modality axes
41692$_$1,True,16,16,16,False,unverified: separate modality axes
43371$_$6,True,34,34,34,False,unverified: separate modality axes
43371$_$8,True,13,13,13,False,unverified: separate modality axes
43456$_$2,True,29,29,29,False,unverified: separate modality axes
43456$_$8,True,15,15,15,False,unverified: separate modality axes
44780$_$1,True,24,24,18,False,unverified: separate modality axes
44780$_$0,True,2,2,2,False,unverified: separate modality axes
44780$_$3,True,48,48,44,True,unverified: separate modality axes
44780$_$2,True,10,10,0,False,unverified: separate modality axes
44780$_$7,True,48,48,48,True,unverified: separate modality axes
44780$_$6,True,18,18,0,False,unverified: separate modality axes
45175$_$9,True,22,22,22,False,unverified: separate modality axes
45184$_$2,True,36,36,36,False,unverified: separate modality axes
45184$_$5,True,48,48,48,True,unverified: separate modality axes
45186$_$3,True,42,42,42,False,unverified: separate modality axes
45186$_$2,True,23,23,23,False,unverified: separate modality axes
45676$_$6,True,40,40,40,False,unverified: separate modality axes
45c3QQzGakM$_$5,True,24,24,24,False,unverified: separate modality axes
46497$_$1,True,10,10,10,False,unverified: separate modality axes
46497$_$3,True,48,48,17,True,unverified: separate modality axes
46604$_$3,True,12,12,12,False,unverified: separate modality axes
46604$_$2,True,13,13,0,False,unverified: separate modality axes
46604$_$4,True,9,9,9,False,unverified: separate modality axes
46618$_$1,True,36,36,36,False,unverified: separate modality axes
46618$_$0,True,16,16,16,False,unverified: separate modality axes
46618$_$2,True,33,33,33,False,unverified: separate modality axes
47472$_$10,True,29,29,7,False,unverified: separate modality axes
47472$_$1,True,13,13,13,False,unverified: separate modality axes
47472$_$4,True,9,9,0,False,unverified: separate modality axes
47472$_$6,True,42,42,42,False,unverified: separate modality axes
47472$_$8,True,36,36,36,False,unverified: separate modality axes
49358$_$4,True,13,13,13,False,unverified: separate modality axes
49358$_$6,True,19,19,19,False,unverified: separate modality axes
49358$_$9,True,31,31,31,False,unverified: separate modality axes
4AQC7_uCuEE$_$27,True,24,24,24,False,unverified: separate modality axes
4AQC7_uCuEE$_$22,True,16,16,16,False,unverified: separate modality axes
4AQC7_uCuEE$_$23,True,18,18,18,False,unverified: separate modality axes
4BoE-woHtwA$_$12,True,34,34,34,False,unverified: separate modality axes
4BoE-woHtwA$_$1,True,20,20,20,False,unverified: separate modality axes
4BoE-woHtwA$_$5,True,17,17,10,False,unverified: separate modality axes
4CKhrjuuofk$_$1,True,30,30,30,False,unverified: separate modality axes
4CKhrjuuofk$_$5,True,25,25,25,False,unverified: separate modality axes
4EEru3cZwXo$_$3,True,24,24,24,False,unverified: separate modality axes
4GYfmpEEtl4$_$1,True,21,21,21,False,unverified: separate modality axes
4GYfmpEEtl4$_$7,True,25,25,25,False,unverified: separate modality axes
4GYfmpEEtl4$_$6,True,16,16,16,False,unverified: separate modality axes
4H9RfQuqsvg$_$1,True,12,12,12,False,unverified: separate modality axes
4H9RfQuqsvg$_$12,True,14,14,14,False,unverified: separate modality axes
4H9RfQuqsvg$_$6,True,23,23,23,False,unverified: separate modality axes
4HAC00EAdno$_$10,True,48,48,48,True,unverified: separate modality axes
4HAC00EAdno$_$12,True,12,12,12,False,unverified: separate modality axes
4HAC00EAdno$_$9,True,16,16,16,False,unverified: separate modality axes
4Kh5N9W-Jr4$_$0,True,9,9,9,False,unverified: separate modality axes
4Q7OkrJLzAc$_$1,True,18,18,18,False,unverified: separate modality axes
4Q7OkrJLzAc$_$0,True,17,17,17,False,unverified: separate modality axes
4Q95Lg3Icho$_$24,True,17,17,17,False,unverified: separate modality axes
4Ry6M_ZfJQc$_$5,True,27,27,27,False,unverified: separate modality axes
4VA4kqMnEqA$_$4,True,9,9,9,False,unverified: separate modality axes
4VA4kqMnEqA$_$8,True,11,11,11,False,unverified: separate modality axes
4hEWns7JBg0$_$25,True,21,21,21,False,unverified: separate modality axes
4hEWns7JBg0$_$29,True,7,7,7,False,unverified: separate modality axes
4iG0ffmnCOw$_$2,True,22,22,22,False,unverified: separate modality axes
4iG0ffmnCOw$_$7,True,14,14,14,False,unverified: separate modality axes
4iw1jTY-X3A$_$14,True,9,9,9,False,unverified: separate modality axes
4iw1jTY-X3A$_$3,True,8,8,8,False,unverified: separate modality axes
4jTUcNlxlYA$_$0,True,19,19,19,False,unverified: separate modality axes
4jTUcNlxlYA$_$4,True,18,18,18,False,unverified: separate modality axes
4jTUcNlxlYA$_$6,True,48,48,48,True,unverified: separate modality axes
4jTUcNlxlYA$_$9,True,38,38,38,False,unverified: separate modality axes
4kF0U8kIMp4$_$0,True,24,24,4,False,unverified: separate modality axes
4kF0U8kIMp4$_$5,True,32,32,32,False,unverified: separate modality axes
4kF0U8kIMp4$_$4,True,34,34,34,False,unverified: separate modality axes
4lKz4xyCmkk$_$14,True,18,18,18,False,unverified: separate modality axes
4poXF3xo6Z8$_$13,True,12,12,12,False,unverified: separate modality axes
4poXF3xo6Z8$_$1,True,28,28,28,False,unverified: separate modality axes
4poXF3xo6Z8$_$0,True,14,14,14,False,unverified: separate modality axes
4poXF3xo6Z8$_$3,True,21,21,21,False,unverified: separate modality axes
4poXF3xo6Z8$_$6,True,29,29,29,False,unverified: separate modality axes
4qjz4BQCZyM$_$5,True,26,26,26,False,unverified: separate modality axes
4qoB5a6dR3w$_$1,True,15,15,15,False,unverified: separate modality axes
4wdeBJ39Cuw$_$0,True,30,30,30,False,unverified: separate modality axes
4wdeBJ39Cuw$_$5,True,15,15,15,False,unverified: separate modality axes
4wuug3-5cWo$_$5,True,22,22,3,False,unverified: separate modality axes
50453$_$4,True,22,22,22,False,unverified: separate modality axes
50453$_$8,True,6,6,6,False,unverified: separate modality axes
51224$_$1,True,48,48,42,True,unverified: separate modality axes
51224$_$9,True,18,18,18,False,unverified: separate modality axes
52068$_$21,True,1,1,1,False,unverified: separate modality axes
52068$_$2,True,11,11,11,False,unverified: separate modality axes
52839$_$11,True,6,6,6,False,unverified: separate modality axes
52839$_$13,True,20,20,20,False,unverified: separate modality axes
52839$_$12,True,26,26,26,False,unverified: separate modality axes
52839$_$0,True,3,3,3,False,unverified: separate modality axes
52839$_$7,True,37,37,37,False,unverified: separate modality axes
53742$_$1,True,15,15,15,False,unverified: separate modality axes
53742$_$2,True,16,16,16,False,unverified: separate modality axes
53742$_$5,True,48,48,48,True,unverified: separate modality axes
55156$_$2,True,15,15,15,False,unverified: separate modality axes
55156$_$8,True,30,30,25,False,unverified: separate modality axes
56006$_$4,True,18,18,18,False,unverified: separate modality axes
56276$_$11,True,48,48,48,True,unverified: separate modality axes
56276$_$15,True,29,29,29,False,unverified: separate modality axes
56276$_$1,True,20,20,20,False,unverified: separate modality axes
56276$_$4,True,4,4,4,False,unverified: separate modality axes
56276$_$7,True,31,31,28,False,unverified: separate modality axes
57618$_$1,True,9,9,9,False,unverified: separate modality axes
57618$_$3,True,20,20,20,False,unverified: separate modality axes
59333$_$10,True,11,11,11,False,unverified: separate modality axes
59333$_$19,True,8,8,8,False,unverified: separate modality axes
59333$_$7,True,12,12,5,False,unverified: separate modality axes
59333$_$9,True,7,7,7,False,unverified: separate modality axes
5Fs_7A_V2kA$_$9,True,29,29,29,False,unverified: separate modality axes
5JMpMKAO-Mk$_$5,True,19,19,19,False,unverified: separate modality axes
5R5fDxZUL8M$_$2,True,26,26,26,False,unverified: separate modality axes
5R5fDxZUL8M$_$5,True,27,27,27,False,unverified: separate modality axes
5Tqu1IXJjGY$_$7,True,14,14,14,False,unverified: separate modality axes
5XX0csik6VQ$_$0,True,47,47,47,False,unverified: separate modality axes
5YnYGjrhzF4$_$0,True,48,48,48,True,unverified: separate modality axes
5YnYGjrhzF4$_$8,True,27,27,27,False,unverified: separate modality axes
5eA5HpyFsIk$_$0,True,32,32,32,False,unverified: separate modality axes
5oEuiBPUTYc$_$6,True,34,34,32,False,unverified: separate modality axes
5qQs9Cfydo4$_$9,True,38,38,38,False,unverified: separate modality axes
5qxZFmIaynE$_$24,True,29,29,0,False,unverified: separate modality axes
5qxZFmIaynE$_$15,True,21,21,15,False,unverified: separate modality axes
5qxZFmIaynE$_$17,True,27,27,0,False,unverified: separate modality axes
5qxZFmIaynE$_$28,True,18,18,13,False,unverified: separate modality axes
5qxZFmIaynE$_$7,True,15,15,0,False,unverified: separate modality axes
5qxZFmIaynE$_$9,True,18,18,0,False,unverified: separate modality axes
5tV5rZZJDCE$_$7,True,18,18,18,False,unverified: separate modality axes
5wpCKY2U1NE$_$10,True,18,18,18,False,unverified: separate modality axes
5wpCKY2U1NE$_$5,True,20,20,20,False,unverified: separate modality axes
60037$_$16,True,28,28,28,False,unverified: separate modality axes
60037$_$1,True,17,17,17,False,unverified: separate modality axes
65kkuNV921k$_$15,True,23,23,23,False,unverified: separate modality axes
65kkuNV921k$_$22,True,22,22,22,False,unverified: separate modality axes
65kkuNV921k$_$30,True,20,20,20,False,unverified: separate modality axes
65kkuNV921k$_$26,True,15,15,15,False,unverified: separate modality axes
65kkuNV921k$_$34,True,23,23,23,False,unverified: separate modality axes
65kkuNV921k$_$3,True,24,24,24,False,unverified: separate modality axes
65kkuNV921k$_$5,True,25,25,25,False,unverified: separate modality axes
65kkuNV921k$_$7,True,26,26,26,False,unverified: separate modality axes
65kkuNV921k$_$6,True,15,15,15,False,unverified: separate modality axes
69707$_$2,True,40,40,40,False,unverified: separate modality axes
6G8JJ69aN6o$_$4,True,14,14,14,False,unverified: separate modality axes
6IUj6jyoTl0$_$0,True,22,22,1,False,unverified: separate modality axes
6J_yzh1LNAE$_$0,True,21,21,21,False,unverified: separate modality axes
6MYUY5tC2Us$_$0,True,11,11,4,False,unverified: separate modality axes
6MYUY5tC2Us$_$2,True,16,16,16,False,unverified: separate modality axes
6MloL1gIccs$_$4,True,25,25,25,False,unverified: separate modality axes
6PLlauWxF5E$_$0,True,24,24,24,False,unverified: separate modality axes
6PLlauWxF5E$_$2,True,28,28,28,False,unverified: separate modality axes
6T1GHj7qwYs$_$5,True,41,41,41,False,unverified: separate modality axes
6TDXQtGUNEs$_$11,True,26,26,26,False,unverified: separate modality axes
6Vg10LxmWUY$_$0,True,19,19,14,False,unverified: separate modality axes
6YNAmRjpxlA$_$0,True,35,35,35,False,unverified: separate modality axes
6c7vAwDSVGc$_$2,True,30,30,30,False,unverified: separate modality axes
6ng8CZ0ULK4$_$11,True,6,6,6,False,unverified: separate modality axes
6ng8CZ0ULK4$_$1,True,33,33,33,False,unverified: separate modality axes
6ng8CZ0ULK4$_$2,True,20,20,20,False,unverified: separate modality axes
6q5uKCgairk$_$10,True,15,15,15,False,unverified: separate modality axes
6q5uKCgairk$_$13,True,19,19,16,False,unverified: separate modality axes
6q5uKCgairk$_$8,True,29,29,29,False,unverified: separate modality axes
6qPjYvdZiLA$_$7,True,20,20,20,False,unverified: separate modality axes
6rkV4QRcVnk$_$3,True,13,13,13,False,unverified: separate modality axes
6slq62RwH3Q$_$10,True,21,21,21,False,unverified: separate modality axes
6slq62RwH3Q$_$2,True,19,19,19,False,unverified: separate modality axes
6slq62RwH3Q$_$7,True,20,20,20,False,unverified: separate modality axes
6xvVFYR5di0$_$0,True,23,23,23,False,unverified: separate modality axes
6xvVFYR5di0$_$9,True,11,11,0,False,unverified: separate modality axes
6zjv1TLqfF0$_$11,True,7,7,7,False,unverified: separate modality axes
6zjv1TLqfF0$_$10,True,6,6,6,False,unverified: separate modality axes
6zjv1TLqfF0$_$1,True,15,15,15,False,unverified: separate modality axes
6zjv1TLqfF0$_$3,True,6,6,6,False,unverified: separate modality axes
6zjv1TLqfF0$_$7,True,7,7,7,False,unverified: separate modality axes
70420$_$15,True,15,15,15,False,unverified: separate modality axes
70420$_$4,True,7,7,7,False,unverified: separate modality axes
70420$_$6,True,16,16,16,False,unverified: separate modality axes
70710$_$3,True,41,41,41,False,unverified: separate modality axes
70710$_$2,True,48,48,48,True,unverified: separate modality axes
708sewcSXVY$_$3,True,33,33,33,False,unverified: separate modality axes
72017$_$9,True,11,11,0,False,unverified: separate modality axes
72385$_$24,True,23,23,23,False,unverified: separate modality axes
72385$_$20,True,13,13,13,False,unverified: separate modality axes
72385$_$21,True,15,15,15,False,unverified: separate modality axes
72385$_$2,True,13,13,13,False,unverified: separate modality axes
72385$_$5,True,14,14,14,False,unverified: separate modality axes
72385$_$6,True,20,20,20,False,unverified: separate modality axes
72385$_$12,True,15,15,15,False,unverified: separate modality axes
72tXTrSXoMk$_$6,True,8,8,0,False,unverified: separate modality axes
73447$_$16,True,11,11,11,False,unverified: separate modality axes
73447$_$1,True,11,11,9,False,unverified: separate modality axes
73447$_$0,True,1,1,1,False,unverified: separate modality axes
73447$_$3,True,3,3,3,False,unverified: separate modality axes
73447$_$6,True,18,18,18,False,unverified: separate modality axes
73447$_$8,True,31,31,25,False,unverified: separate modality axes
73449$_$13,True,17,17,17,False,unverified: separate modality axes
73449$_$14,True,6,6,6,False,unverified: separate modality axes
73449$_$2,True,11,11,5,False,unverified: separate modality axes
73449$_$4,True,8,8,0,False,unverified: separate modality axes
73449$_$8,True,48,48,33,True,unverified: separate modality axes
74101$_$1,True,16,16,16,False,unverified: separate modality axes
74101$_$6,True,47,47,22,False,unverified: separate modality axes
74184$_$11,True,8,8,8,False,unverified: separate modality axes
74184$_$7,True,44,44,44,False,unverified: separate modality axes
74184$_$8,True,20,20,20,False,unverified: separate modality axes
74870$_$3,True,19,19,19,False,unverified: separate modality axes
74870$_$4,True,10,10,10,False,unverified: separate modality axes
75938$_$1,True,28,28,28,False,unverified: separate modality axes
76124$_$10,True,46,46,46,False,unverified: separate modality axes
76124$_$1,True,20,20,20,False,unverified: separate modality axes
76124$_$3,True,32,32,32,False,unverified: separate modality axes
76124$_$2,True,34,34,34,False,unverified: separate modality axes
76124$_$8,True,27,27,27,False,unverified: separate modality axes
76sN4tvbPGk$_$9,True,15,15,15,False,unverified: separate modality axes
76sN4tvbPGk$_$4,True,27,27,27,False,unverified: separate modality axes
78577$_$11,True,16,16,16,False,unverified: separate modality axes
78577$_$3,True,19,19,19,False,unverified: separate modality axes
78577$_$8,True,16,16,16,False,unverified: separate modality axes
79644$_$2,True,24,24,24,False,unverified: separate modality axes
79934$_$5,True,18,18,5,False,unverified: separate modality axes
79935$_$13,True,11,11,11,False,unverified: separate modality axes
79935$_$15,True,6,6,6,False,unverified: separate modality axes
79935$_$7,True,25,25,25,False,unverified: separate modality axes
79935$_$6,True,13,13,13,False,unverified: separate modality axes
79935$_$8,True,20,20,20,False,unverified: separate modality axes
7EWOMjaKlus$_$12,True,25,25,25,False,unverified: separate modality axes
7EWOMjaKlus$_$14,True,24,24,24,False,unverified: separate modality axes
7R70kKqtGh0$_$1,True,26,26,26,False,unverified: separate modality axes
7U_z0JfleAw$_$8,True,13,13,13,False,unverified: separate modality axes
7UlSX-syPeo$_$18,True,40,40,39,False,unverified: separate modality axes
7UlSX-syPeo$_$22,True,48,48,43,True,unverified: separate modality axes
7UlSX-syPeo$_$4,True,13,13,13,False,unverified: separate modality axes
7ZzbemE4QEE$_$25,True,22,22,22,False,unverified: separate modality axes
7ZzbemE4QEE$_$27,True,15,15,15,False,unverified: separate modality axes
7ZzbemE4QEE$_$21,True,10,10,10,False,unverified: separate modality axes
7ZzbemE4QEE$_$3,True,35,35,35,False,unverified: separate modality axes
7ZzbemE4QEE$_$2,True,32,32,32,False,unverified: separate modality axes
7ZzbemE4QEE$_$39,True,20,20,20,False,unverified: separate modality axes
7ZzbemE4QEE$_$15,True,15,15,15,False,unverified: separate modality axes
7ZzbemE4QEE$_$33,True,6,6,6,False,unverified: separate modality axes
7ZzbemE4QEE$_$34,True,4,4,4,False,unverified: separate modality axes
7ZzbemE4QEE$_$32,True,14,14,14,False,unverified: separate modality axes
7eJqqvvziQo$_$1,True,8,8,8,False,unverified: separate modality axes
7eJqqvvziQo$_$0,True,28,28,28,False,unverified: separate modality axes
7eJqqvvziQo$_$5,True,21,21,21,False,unverified: separate modality axes
7eJqqvvziQo$_$7,True,23,23,23,False,unverified: separate modality axes
7eWclVCXOtk$_$0,True,21,21,0,False,unverified: separate modality axes
7eWclVCXOtk$_$4,True,12,12,12,False,unverified: separate modality axes
7eWclVCXOtk$_$8,True,24,24,0,False,unverified: separate modality axes
7fPYpqzw1iY$_$12,True,17,17,17,False,unverified: separate modality axes
7hSWYI99-24$_$3,True,8,8,8,False,unverified: separate modality axes
7hSWYI99-24$_$6,True,26,26,26,False,unverified: separate modality axes
7pZPQbMKGkY$_$0,True,18,18,18,False,unverified: separate modality axes
7pZPQbMKGkY$_$5,True,15,15,15,False,unverified: separate modality axes
7rMLN0KKE5k$_$28,True,48,48,48,True,unverified: separate modality axes
7rMLN0KKE5k$_$19,True,43,43,43,False,unverified: separate modality axes
7rMLN0KKE5k$_$32,True,48,48,48,True,unverified: separate modality axes
7sgAWvbLtiM$_$1,True,11,11,11,False,unverified: separate modality axes
7sgAWvbLtiM$_$6,True,10,10,10,False,unverified: separate modality axes
8-Hi9NmF4rM$_$1,True,19,19,19,False,unverified: separate modality axes
8-Hi9NmF4rM$_$2,True,17,17,17,False,unverified: separate modality axes
80620$_$0,True,1,1,1,False,unverified: separate modality axes
80620$_$2,True,11,11,11,False,unverified: separate modality axes
80620$_$5,True,9,9,9,False,unverified: separate modality axes
80627$_$11,True,3,3,3,False,unverified: separate modality axes
80627$_$13,True,28,28,28,False,unverified: separate modality axes
80866$_$13,True,7,7,7,False,unverified: separate modality axes
80866$_$12,True,12,12,12,False,unverified: separate modality axes
80866$_$14,True,31,31,31,False,unverified: separate modality axes
80866$_$1,True,15,15,13,False,unverified: separate modality axes
80866$_$3,True,9,9,9,False,unverified: separate modality axes
80866$_$2,True,16,16,0,False,unverified: separate modality axes
80866$_$5,True,17,17,17,False,unverified: separate modality axes
80866$_$4,True,23,23,23,False,unverified: separate modality axes
80866$_$6,True,5,5,5,False,unverified: separate modality axes
80914$_$3,True,10,10,10,False,unverified: separate modality axes
81406$_$0,True,32,32,32,False,unverified: separate modality axes
81406$_$2,True,7,7,7,False,unverified: separate modality axes
81615$_$3,True,19,19,19,False,unverified: separate modality axes
81615$_$7,True,8,8,1,False,unverified: separate modality axes
81615$_$6,True,48,48,20,True,unverified: separate modality axes
83310$_$1,True,48,48,48,True,unverified: separate modality axes
83859$_$25,True,15,15,15,False,unverified: separate modality axes
83859$_$29,True,14,14,14,False,unverified: separate modality axes
83859$_$1,True,36,36,36,False,unverified: separate modality axes
83859$_$3,True,29,29,29,False,unverified: separate modality axes
83859$_$11,True,6,6,6,False,unverified: separate modality axes
83859$_$12,True,20,20,20,False,unverified: separate modality axes
83859$_$16,True,10,10,10,False,unverified: separate modality axes
8404$_$11,True,25,25,25,False,unverified: separate modality axes
8404$_$4,True,18,18,18,False,unverified: separate modality axes
84133$_$23,True,23,23,23,False,unverified: separate modality axes
84133$_$2,True,17,17,17,False,unverified: separate modality axes
84133$_$9,True,4,4,4,False,unverified: separate modality axes
84133$_$16,True,14,14,14,False,unverified: separate modality axes
84133$_$19,True,4,4,4,False,unverified: separate modality axes
84176$_$10,True,45,45,45,False,unverified: separate modality axes
84176$_$1,True,14,14,14,False,unverified: separate modality axes
84176$_$8,True,39,39,39,False,unverified: separate modality axes
856LGms_0s0$_$9,True,29,29,29,False,unverified: separate modality axes
87161$_$3,True,34,34,34,False,unverified: separate modality axes
87161$_$2,True,18,18,18,False,unverified: separate modality axes
87161$_$5,True,9,9,9,False,unverified: separate modality axes
87400$_$13,True,4,4,4,False,unverified: separate modality axes
87400$_$12,True,14,14,14,False,unverified: separate modality axes
87400$_$14,True,12,12,12,False,unverified: separate modality axes
88245$_$6,True,36,36,36,False,unverified: separate modality axes
88797$_$12,True,6,6,6,False,unverified: separate modality axes
88797$_$0,True,4,4,4,False,unverified: separate modality axes
88797$_$3,True,14,14,14,False,unverified: separate modality axes
88797$_$7,True,32,32,32,False,unverified: separate modality axes
88888$_$4,True,11,11,11,False,unverified: separate modality axes
88S1BjwMfdw$_$7,True,13,13,13,False,unverified: separate modality axes
88oSn21TFcA$_$0,True,20,20,20,False,unverified: separate modality axes
88oSn21TFcA$_$8,True,30,30,30,False,unverified: separate modality axes
89747$_$9,True,48,48,45,True,unverified: separate modality axes
89787$_$14,True,15,15,15,False,unverified: separate modality axes
89787$_$4,True,27,27,27,False,unverified: separate modality axes
89787$_$7,True,48,48,41,True,unverified: separate modality axes
89951$_$10,True,20,20,20,False,unverified: separate modality axes
89951$_$8,True,33,33,33,False,unverified: separate modality axes
8Cp8c-eQELQ$_$11,True,21,21,21,False,unverified: separate modality axes
8Cp8c-eQELQ$_$16,True,25,25,25,False,unverified: separate modality axes
8EHEEXex5D8$_$11,True,24,24,24,False,unverified: separate modality axes
8EHEEXex5D8$_$23,True,16,16,16,False,unverified: separate modality axes
8EHEEXex5D8$_$18,True,19,19,19,False,unverified: separate modality axes
8Lmqsakmw3M$_$20,True,23,23,23,False,unverified: separate modality axes
8P0zm2oYDyY$_$1,True,22,22,22,False,unverified: separate modality axes
8P0zm2oYDyY$_$6,True,16,16,16,False,unverified: separate modality axes
8VB6pdJTpX4$_$1,True,23,23,18,False,unverified: separate modality axes
8VP1qxX9mh4$_$0,True,24,24,24,False,unverified: separate modality axes
8X5tGQLBqPo$_$11,True,45,45,45,False,unverified: separate modality axes
8X5tGQLBqPo$_$10,True,33,33,33,False,unverified: separate modality axes
8X5tGQLBqPo$_$13,True,18,18,18,False,unverified: separate modality axes
8X5tGQLBqPo$_$15,True,38,38,38,False,unverified: separate modality axes
8XODJwsvBa0$_$2,True,48,48,48,True,unverified: separate modality axes
8YsIvz4qnk4$_$1,True,19,19,19,False,unverified: separate modality axes
8ovb-GaZ3QE$_$3,True,12,12,12,False,unverified: separate modality axes
8ovb-GaZ3QE$_$5,True,15,15,15,False,unverified: separate modality axes
8qCNtqjygW8$_$10,True,8,8,8,False,unverified: separate modality axes
8qCNtqjygW8$_$12,True,12,12,12,False,unverified: separate modality axes
8qCNtqjygW8$_$1,True,7,7,7,False,unverified: separate modality axes
8qCNtqjygW8$_$0,True,20,20,20,False,unverified: separate modality axes
8qCNtqjygW8$_$7,True,9,9,0,False,unverified: separate modality axes
8qCNtqjygW8$_$8,True,18,18,0,False,unverified: separate modality axes
8u5aet7s9_w$_$8,True,48,48,48,True,unverified: separate modality axes
8x81fzwcJko$_$5,True,19,19,9,False,unverified: separate modality axes
8xfW_azeNPk$_$12,True,8,8,8,False,unverified: separate modality axes
8xfW_azeNPk$_$1,True,38,38,38,False,unverified: separate modality axes
8xfW_azeNPk$_$8,True,15,15,15,False,unverified: separate modality axes
9-EO2oCAGA4$_$10,True,31,31,31,False,unverified: separate modality axes
9-EO2oCAGA4$_$0,True,27,27,27,False,unverified: separate modality axes
