sample_id,silent,reference,hypothesis,reference_words,word_edits,reference_chars,char_edits,ctc_alignment,sample_WER,sample_CER
-MeTTeMJBNc__7,False,"Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.",ICTURE MAYBE YOU COULD FIND A PICTURE OF THE COUPLE FROM THEIR WEDDING OR SOMETIME IN THEIR LIFE OR MAYBE EVEN A CURRENT PICTURE AND HAV TO PUT IN A BEAUTIFUL FRAME,31,3,158,10,wav2vec2_ctc_forced_alignment,0.0967741935483871,0.06329113924050633
-RfYyzHpjk4__11,False,"So get your friends lined up, get your business colleagues lined up and have a good time.",SO UM GET YOUR FRIEND'S LIND UP GET YOUR BUSINESS COLLEGS LIND UP AND HAVE A GOOD TIME CATHY,17,6,87,15,wav2vec2_ctc_forced_alignment,0.35294117647058826,0.1724137931034483
-RfYyzHpjk4__8,False,"It's pretty, pretty easy to do but you got to set up those numbers ahead of time.",IT'S PRETTY PRETTY EASY TO DO BUT YOU'VE GOT TO SET UP THOSE NUMBERS AHEAD OF TIME YOU,17,2,79,7,wav2vec2_ctc_forced_alignment,0.11764705882352941,0.08860759493670886
-RfYyzHpjk4__2,False,"You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.",IT CAN MAKE A CONFERENCE CALL BUT A TEXT TRIED A BIT OF PLANANG WELE NOT A LOT OF PLANING IT'S PRETTY EASY TO DO WHAT,25,8,117,22,wav2vec2_ctc_forced_alignment,0.32,0.18803418803418803
-UUCSKoHeMA__0,False,"I mentioned a word in the last clip called 'monotone', and I want to talk about that briefly.",OKA MENTIONED A WORD AN THE LAST CLIP CALLED MONOTONE AND I WANT TO TALK ABOUT THAT BRIEFLY WHAT YOU,18,4,89,13,wav2vec2_ctc_forced_alignment,0.2222222222222222,0.14606741573033707
-ri04Z7vwnc__0,False,going to get married or are already married,AA,8,8,43,41,proportional_fallback_low_ctc_confidence,1.0,0.9534883720930233
-ri04Z7vwnc__2,False,"most people think it'll sort itself out, ""we'll discuss it later,"" it's not something too important",URUL  Y I'M A GENTLE,16,16,95,83,proportional_fallback_low_ctc_confidence,1.0,0.8736842105263158
-ri04Z7vwnc__5,False,""" So I think it's important to discuss finances",AF AND A LOT OF PEOPLE WHO ARE WORKING OR YOU KNO MONEY IS VERY,8,15,45,51,proportional_fallback_low_ctc_confidence,1.875,1.1333333333333333
-s9qJ7ATP7w__1,False,"But the hardest thing in life to learn, is to lose",THAT THE THE HARDEST THING IN LIFE TO LEARN IS TO LOSE WINNING'S EASY,11,4,49,22,wav2vec2_ctc_forced_alignment,0.36363636363636365,0.4489795918367347
-s9qJ7ATP7w__0,False,"they have doubt, they have fear, they lose in a Ferrari race, or they lose in a race, and then they just give up",ANA DOUBT THEY HAVE FEAR THEY LOSING A FORIRY RACE OR DE LOSEIN A RACE AND THEN THEY JUST GIVE UP,24,8,108,19,wav2vec2_ctc_forced_alignment,0.3333333333333333,0.17592592592592593
-s9qJ7ATP7w__5,False,"I have been beat up and put down and everything that can go wrong, has gone wrong for me",THA WE HAVE I HAVE BEEN BEAT UP AND PUT DOWN AND EVERYTHING THAT CAN GO WRONG HAS GONE WRONG FOR ME BUT,19,4,87,16,wav2vec2_ctc_forced_alignment,0.21052631578947367,0.1839080459770115
-s9qJ7ATP7w__4,False,"I have lost at everything you can imagine, seriously",CIPCO I HAVE LOST THAT EVERYTHING YOU CAN IMAGINE CERCELY WE HAVE,9,5,51,21,wav2vec2_ctc_forced_alignment,0.5555555555555556,0.4117647058823529
-s9qJ7ATP7w__7,False,"I used to work for Warren Avis, the guy who started Avis Rent a Car, and he said to me one day, ""Robert, ""what's the purpose of business",OIN TI USED TO WORK FOR WARREN AVIS THE GARSTAR DAVIS RENICAR AND HE SETS ME ONE DAY ROBERT WHAT'S THE PURPOSE OF BUSINESS AND I SAIT U,28,15,130,37,wav2vec2_ctc_forced_alignment,0.5357142857142857,0.2846153846153846
-s9qJ7ATP7w__6,False,But I just kept going,FOR ME BUT I JUST KEPT GOING I,5,3,21,9,wav2vec2_ctc_forced_alignment,0.6,0.42857142857142855
-s9qJ7ATP7w__8,False,""" And I said, ""Oh, make a profit, and all these other things",O BUSINESS AND I SET O MAKE A PROFIT AND AL THESE OTHER THINGS THINGS SITNO,12,7,54,29,wav2vec2_ctc_forced_alignment,0.5833333333333334,0.5370370370370371
-yRb-Jum7EQ__1,False,"it comes with the assistance and agitation of states and regimes, Yesterday Iran announced that it will finance the families of the terrorists and murderers this shows that Iran, even after the nuclear agreement, is continuing to aid terrorism, including Palestinian terrorism, Hezbollah terrorism and its assistance to Hamas.",BEHALALRIC UBAMIE SIA THE MAZZASA SHILE MEDINOTO MICHTARIM ET MOLIRANE A HODIACHI OLEFETLEMAMIN ITE HAMICHPAHOTE CHELATO WISTIMA MIRASCIM VEZAMARECHI RANA HAVIESCEMAGERIN NAMCHIRA BISIOLATEVO GAMCHAM GAMATVO FILOSTINI GAMATOOSHOFISBALA TE MUVANGAME BISIO LA HAMAS,49,47,320,230,proportional_fallback_low_ctc_confidence,0.9591836734693877,0.71875
-yRb-Jum7EQ__5,False,"Yesterday Eliav Gelman lost his life in another terrorist attack, not by the students of terrorism, but by those who teach terrorism, a Palestinian teacher.",MORLE ILIAVE GOOD MINDNE ZIRONO LEVARA IBEDETRAEVE BE MA LACCE LA CAFANOSEFIT VA PAM LOCHEL TELLING ME DERTOO IRACHEMIHANCETOCHAN MRIFEESTINE VELARENA WO,25,25,152,122,proportional_fallback_low_ctc_confidence,1.0,0.8026315789473685
-yRb-Jum7EQ__6,False,"Therefore, the world needs to stand with Israel against this incitement, which is the number one cause of terrorism.",TE LAQENA WILL AMTAFLITYETSE IMISOIL NEGEDA SATAZOV SHE GOEM MISPAVIRAD LOTEVO NIMO DELOCANT TE DALABA,19,19,113,88,proportional_fallback_low_ctc_confidence,1.0,0.7787610619469026
