样本编号,预测极性,预测强度,预测最大概率,负向概率,中性概率,正向概率,真实极性,真实强度,分类是否错误,绝对误差,文本不可用比例,语音不可用比例,视觉不可用比例,文本
3j94B0pzSVs$_$17,Negative,-0.5053330063819885,0.6705484986305237,0.6705484986305237,0.18817901611328125,0.14127250015735626,Negative,-1.3333333730697632,False,0.8280003666877747,0.0,0.0,0.0,I will furthermore address the proliferation of hate crimes and the emergence of homegrown terrorism in the United States.
3j94B0pzSVs$_$1,Positive,0.47409963607788086,0.5734558701515198,0.11515926569700241,0.31138482689857483,0.5734558701515198,Neutral,0.0,True,0.47409963607788086,0.0,0.0,0.0,"I've been a member of the APA for 35 years, but have never held elective office and have not been part of APA politics or governing activities."
3j94B0pzSVs$_$0,Neutral,0.0,0.571039617061615,0.10483578592538834,0.571039617061615,0.32412466406822205,Neutral,0.0,False,0.0,0.0,0.0,0.0,&gt;&gt;JACK KITAEFF: The time is right to elect a president of the American Psychological Association from outside of traditional governance.
4cFeG2ydm9A$_$8,Positive,0.9805576205253601,0.8332452774047852,0.046156834810972214,0.12059792131185532,0.8332452774047852,Positive,1.0,False,0.019442379474639893,0.0,0.0,0.0,The only way to be remembered is to be enthusiastic and conversation in your style.
4dV3slGSc60$_$10,Positive,0.6153305768966675,0.6500927805900574,0.045039284974336624,0.3048679530620575,0.6500927805900574,Positive,1.0,False,0.3846694231033325,0.0,0.0,0.0,We're one of the few universities that are 100 percent holding online that have a dedicated entrepreneurship degree program.
4dV3slGSc60$_$12,Positive,0.6632246971130371,0.6275403499603271,0.049936965107917786,0.32252275943756104,0.6275403499603271,Positive,0.6666666865348816,False,0.0034419894218444824,0.0,0.0,0.0,We have a bachelor's that's completely entrepreneurship based and master's completely entrepreneurship based.
4dV3slGSc60$_$22,Positive,0.6933239102363586,0.6841767430305481,0.04574030637741089,0.27008286118507385,0.6841767430305481,Positive,1.6666666269302368,False,0.9733427166938782,0.0,0.0,0.9791666666666666,"We want to make sure that when students come through the Entrepreneurship Program whether it's the bachelor's and master's that we don't graduate a student that just has the degree in hand, but we graduate an entrepreneur, and that they can continue on with their venture in that we've helped them to succeed with the dreams that they have."
4dV3slGSc60$_$9,Positive,0.9759017825126648,0.8362721800804138,0.03602311387658119,0.12770472466945648,0.8362721800804138,Positive,1.6666666269302368,False,0.690764844417572,0.0,0.0,0.0,It seemed to encompass everything about Business Administration I needed and professor you know was right on the ball.
4dV3slGSc60$_$8,Positive,1.0798457860946655,0.8577293753623962,0.04966895654797554,0.09260165691375732,0.8577293753623962,Positive,1.0,False,0.07984578609466553,0.0,0.0,0.0,I remember takin a course on enterpreneurship and that seemed like the entire reason why I was here.
50103$_$3,Negative,-1.4785345792770386,0.9003148674964905,0.9003148674964905,0.05127718672156334,0.048407912254333496,Negative,-2.0,False,0.5214654207229614,0.0,0.0,0.0,So (uhh) I didn't watch the whole show but if you are afraid of snakes or anything you'd probably have your eyes closed the whole movie so I I (stutter) didn't like it
5B0PQx3Ep3k$_$5,Positive,1.039473533630371,0.8477838039398193,0.052146509289741516,0.10006970167160034,0.8477838039398193,Positive,1.3333333730697632,False,0.2938598394393921,0.0,0.0,0.0,"And I know that if we truly want to help all our young people reach their college dreams, we need to support our school counselors."
5O1W39o56gg$_$1,Positive,0.3807932436466217,0.5122884511947632,0.05854976177215576,0.42916178703308105,0.5122884511947632,Neutral,0.0,True,0.3807932436466217,0.0,0.0,0.0,"And today we're talking about your major assignment, the literature review"
5O1W39o56gg$_$2,Positive,0.4478675127029419,0.5764771699905396,0.07296054810285568,0.35056230425834656,0.5764771699905396,Positive,0.6666666865348816,False,0.2187991738319397,0.0,0.0,0.0,There's a reason we have your literature review due at end of Week 4
5O1W39o56gg$_$9,Positive,0.9061791300773621,0.8126895427703857,0.0331597663462162,0.15415062010288239,0.8126895427703857,Positive,0.3333333432674408,False,0.5728458166122437,0.0,0.0,0.0,"Larry, Moe and Curly did a great study in 1997 about involving the community"
5i6AgQSjXO4$_$3,Positive,0.6800133585929871,0.7247883677482605,0.04571324586868286,0.22949838638305664,0.7247883677482605,Positive,0.6666666865348816,False,0.013346672058105469,0.0,0.0,0.26315789473684215,And that is exactly one of the key area of the report that we ourselves will be looking at
5i6AgQSjXO4$_$2,Positive,0.890922486782074,0.7947899699211121,0.0559072345495224,0.14930282533168793,0.7947899699211121,Neutral,0.0,True,0.890922486782074,0.0,0.0,0.0,The motion before us today is: This House considers that environmental protection of the Arctic is more important than the need for economic development and job creation
5i6AgQSjXO4$_$6,Neutral,0.0,0.64238041639328,0.09234996885061264,0.64238041639328,0.26526960730552673,Neutral,0.0,False,0.0,0.0,0.0,0.0,Further knowledge of any change can rapidly be known
5kaCGzjYukM$_$0,Positive,0.25659826397895813,0.4608718454837799,0.13725115358829498,0.40187695622444153,0.4608718454837799,Negative,-0.3333333432674408,True,0.5899316072463989,0.0,0.0,0.0,"MR KIRBY: A quick note on this airstrike, which I know many of you have covered or have asked about, in Aleppo on a Doctors Without Borders hospital."
5kaCGzjYukM$_$3,Negative,-0.35140761733055115,0.532512366771698,0.532512366771698,0.29003074765205383,0.17745690047740936,Negative,-1.6666666269302368,False,1.3152589797973633,0.0,0.0,0.0,"We’re looking at dozens, if not several dozens, of casualties in this strike on what was clear that was a medical facility."
5kaCGzjYukM$_$2,Negative,-0.7539556622505188,0.7268531918525696,0.7268531918525696,0.16303043067455292,0.11011632531881332,Negative,-0.3333333432674408,False,0.420622318983078,0.0,0.0,0.0,But I didn’t want to relinquish the podium at the outset without mentioning that we’re obviously – find this attack reprehensible in every possible way.
5kaCGzjYukM$_$5,Negative,-0.8592998385429382,0.7683548927307129,0.7683548927307129,0.13181306421756744,0.09983199834823608,Negative,-2.3333332538604736,False,1.4740333557128906,0.0,0.0,0.0,"So once again, we call on the regime to cease these absolutely senseless attacks, which are, of course, violations of the cessation of hostilities."
5kaCGzjYukM$_$7,Positive,1.0002309083938599,0.8434849381446838,0.04345473274588585,0.11306032538414001,0.8434849381446838,Negative,-0.6666666865348816,True,1.6668975353240967,0.0,0.0,0.0,"But again, you’re going to hear more from the Secretary on this very shortly, but I did want to just put that out there right at the top since I know you’ve all been interested in it and it just happened."
6KvG5VbLalY$_$9,Positive,0.33770832419395447,0.5252635478973389,0.1645732969045639,0.3101631999015808,0.5252635478973389,Neutral,0.0,True,0.33770832419395447,0.0,0.0,0.0,"And sometimes you want to branch out and reach the active seeker plus the general consumer who may not necessarily think they have an issue, but have had a few red flags raised over time."
6ZA8I83x-oY$_$0,Neutral,0.0,0.4537440836429596,0.148550882935524,0.4537440836429596,0.39770498871803284,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Legion M, the world's first fan-owned entertainment company, is hoping to break the Hollywood studio mold."
6ZA8I83x-oY$_$2,Positive,0.9288585782051086,0.799976110458374,0.04568988084793091,0.15433399379253387,0.799976110458374,Positive,2.0,False,1.0711414813995361,0.0,0.0,0.0,"[Annison] ""It's the first time in history that regular people like you and I can actually invest in film and television and content projects."" [Scanlan] ""We love Hollywood, we love pop culture, this is why we're doing this."
6hFiTU77Sm0$_$1,Neutral,0.0,0.3981259763240814,0.2603510320186615,0.3981259763240814,0.34152305126190186,Neutral,0.0,False,0.0,0.0,0.0,0.0,There are tons of different financial aid; each college does it differently.
6hFiTU77Sm0$_$2,Neutral,0.0,0.4618737995624542,0.25709646940231323,0.4618737995624542,0.28102970123291016,Neutral,0.0,False,0.0,0.0,0.0,0.0,Sometimes you might have to learn about how one school does it and how another.
6uPGcKTpC4I$_$1,Positive,0.498307466506958,0.5347588062286377,0.16138412058353424,0.30385705828666687,0.5347588062286377,Neutral,0.0,True,0.498307466506958,0.0,0.0,0.0,"Little heads-up for you -- that sometime on February 12th at block 630,720, we will have our annual decrease of inflation"
6uPGcKTpC4I$_$2,Positive,0.9316115379333496,0.7923901677131653,0.06700657308101654,0.140603169798851,0.7923901677131653,Neutral,0.0,True,0.9316115379333496,0.0,0.0,0.0,"This means that Dash's block reward -- that is the reward to miners, masternodes, and the available treasury -- will decrease by 7"
6uPGcKTpC4I$_$6,Positive,0.5060286521911621,0.6003649234771729,0.04970190301537514,0.3499331772327423,0.6003649234771729,Positive,1.3333333730697632,False,0.8273047208786011,0.0,0.0,0.0,"And finally, in Social Happenings, there are three new ""What is Dash"
70280$_$11,Negative,-1.3769359588623047,0.8644420504570007,0.8644420504570007,0.07521727681159973,0.060340698808431625,Negative,-1.6666666269302368,False,0.28973066806793213,0.0,0.0,0.0,"I would rather buy that movie, (uhh) the Rear Window I mean, than to see this one again"
70280$_$3,Negative,-0.8319604992866516,0.7138260006904602,0.7138260006904602,0.20139260590076447,0.08478137105703354,Negative,-0.6666666865348816,False,0.16529381275177002,0.0,0.0,0.0,He thinks his neighbor is actually a murderer but there is really nothing that he can do about it because he is under house arrest
70280$_$4,Neutral,0.0,0.4994657039642334,0.07867960631847382,0.4994657039642334,0.421854704618454,Neutral,0.0,False,0.0,0.0,0.0,0.0,(uhh) If this plot sounds very familiar I think I saw this movie (uhh) many years ago
70280$_$6,Negative,-1.2129713296890259,0.8062850832939148,0.8062850832939148,0.08532527834177017,0.10838959366083145,Negative,-1.3333333730697632,False,0.1203620433807373,0.0,0.0,0.0,(uhh) I kind of felt a little bit cheated because (uhh) the plot is (uhh) very similar
75RGHaxmUK8$_$3,Positive,0.5781176090240479,0.6493955254554749,0.038266509771347046,0.3123379647731781,0.6493955254554749,Positive,0.3333333432674408,False,0.24478426575660706,0.0,0.0,0.0,As an Enrolled Agent we can help you with your individual tax preparation and business tax preparation needs.
75RGHaxmUK8$_$5,Neutral,0.0,0.6715688705444336,0.08684257417917252,0.6715688705444336,0.2415885478258133,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,An EA or Enrolled Agent is an accountant that specializes in taxation.
7_K3F-lAv1k$_$2,Positive,0.6400771737098694,0.6656607985496521,0.10059201717376709,0.233747199177742,0.6656607985496521,Neutral,0.0,True,0.6400771737098694,0.0,0.0,0.0,"I applied for Kingston University 2 years ago,  but I took a gap year,  as I felt like I want to travel around and experience new things,  and Kingston allowed me to defer my entry for a year."
7r4vRxKLFCA$_$6,Positive,0.8426634669303894,0.7537627220153809,0.05052132532000542,0.1957159787416458,0.7537627220153809,Negative,-0.6666666865348816,True,1.509330153465271,0.0,0.0,0.0,"They go back there, they come back to Nationwide, and we're going back and forth with each other, all three of us; the fan, Nationwide and nascar.com."
80566$_$1,Positive,0.33885619044303894,0.487676739692688,0.13864164054393768,0.37368157505989075,0.487676739692688,Neutral,0.0,True,0.33885619044303894,0.0,0.0,0.15384615384615385,"A New Hope, The Empire Strikes Back, Return of the Jedi"
80566$_$0,Neutral,0.0,0.6522929668426514,0.1339287906885147,0.6522929668426514,0.2137783020734787,Neutral,0.0,False,0.0,0.0,0.0,0.0,This is a box set of the original three Star Wars movies
80566$_$3,Positive,0.35326799750328064,0.5067866444587708,0.08789124339818954,0.4053221046924591,0.5067866444587708,Positive,0.3333333432674408,False,0.019934654235839844,0.0,0.0,0.0,You see references you know Luke I am your father but with somebody else's name
80566$_$2,Positive,0.6052853465080261,0.6441784501075745,0.0606868602335453,0.29513469338417053,0.6441784501075745,Positive,0.6666666865348816,False,0.06138134002685547,0.0,0.0,0.0,"They are referenced countlessly in you know, modern culture, modern cinema"
80566$_$4,Positive,0.47415947914123535,0.5696634650230408,0.22095708549022675,0.20937950909137726,0.5696634650230408,Positive,1.3333333730697632,False,0.8591738939285278,0.0,0.0,0.0,And they are almost an American icon
80566$_$6,Negative,-1.1786943674087524,0.8401167988777161,0.8401167988777161,0.09741833806037903,0.06246485188603401,Neutral,0.0,True,1.1786943674087524,0.0,0.0,0.0,"I I (stutter) mean in the original Star Wars, people actually acted it"
80855$_$11,Neutral,0.0,0.6472161412239075,0.07875677198171616,0.6472161412239075,0.2740270793437958,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Ben Stiller, and Ben Stiller's boy are in some episodes"
80855$_$10,Neutral,0.0,0.6624842882156372,0.1557377129793167,0.6624842882156372,0.1817779541015625,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,"He's (uhh) in the, he's in a couple episodes"
80855$_$12,Negative,-0.4447058141231537,0.48638609051704407,0.48638609051704407,0.3949379026889801,0.11867601424455643,Neutral,0.0,True,0.4447058141231537,0.0,0.0,0.0,David Schwimmer and some guy playing David Schwimmer's dad is in this too
80855$_$15,Neutral,0.0,0.5481290817260742,0.13113795220851898,0.5481290817260742,0.320732980966568,Positive,2.0,True,2.0,0.0,0.0,1.0,"As you see, it keeps to the same packaging which is amazing (uhh) you know"
80855$_$17,Negative,-1.245322823524475,0.8671349883079529,0.8671349883079529,0.06601931899785995,0.06684564799070358,Neutral,0.0,True,1.245322823524475,0.0,0.0,0.4666666666666667,"I like to just sit around, when I can get it to okay, maybe this one doesn't work, but that's not the point"
80855$_$0,Neutral,0.0,0.5783644914627075,0.10075017809867859,0.5783644914627075,0.32088539004325867,Neutral,0.0,False,0.0,0.0,0.0,0.0,Alright
80855$_$3,Neutral,0.0,0.5465623140335083,0.07679644972085953,0.5465623140335083,0.37664124369621277,Neutral,0.0,False,0.0,0.0,0.0,0.0,The acclaimed series
80855$_$2,Negative,-0.5899682641029358,0.6009624600410461,0.6009624600410461,0.28684377670288086,0.11219372600317001,Positive,1.0,True,1.589968204498291,0.0,0.0,0.0,Season four Curb Your Enthusiasm
80855$_$7,Negative,-0.4515770375728607,0.4777911603450775,0.4777911603450775,0.3883955776691437,0.13381324708461761,Neutral,0.0,True,0.4515770375728607,0.0,0.0,0.0,That's my fingers being crossed
80855$_$20,Negative,-0.22905069589614868,0.4160526692867279,0.4160526692867279,0.4148143529891968,0.1691330224275589,Positive,1.0,True,1.229050636291504,0.0,0.0,0.0,Larry David's a (uhh) curmudgeon and a genius
830KzUc6CbU$_$0,Neutral,0.0,0.6163057684898376,0.08261590451002121,0.6163057684898376,0.30107834935188293,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Hi, this is Rhett Reiger from White Caspian Studios on behalf of Expert Village."
830KzUc6CbU$_$13,Negative,-0.33270812034606934,0.46799206733703613,0.46799206733703613,0.3884521424770355,0.14355580508708954,Positive,0.3333333432674408,True,0.6660414934158325,0.0,0.0,0.12765957446808507,"You have to look for many different issues, like pay scale, what do they expect to be paid, or do they not, or will they defer their payment until the end of the shoot, or until the movie makes money."
84140$_$0,Negative,-0.009999999776482582,0.37891313433647156,0.37891313433647156,0.2425147444009781,0.37857213616371155,Positive,1.3333333730697632,True,1.34333336353302,0.0,0.0,0.0,"Hey ExpoTV, I'm Dea, and I generally love sort of these bad teen comedy sort of movies"
84140$_$5,Negative,-1.1775349378585815,0.8619937896728516,0.8619937896728516,0.0686170756816864,0.06938919425010681,Negative,-1.3333333730697632,False,0.15579843521118164,0.0,0.0,0.0,"You know, to sort of fake a relationship to make those two jealous, Melissa Joan Hart gives him a makeover, and it's all, it all (stutter) feels very like, it's not, it's not, (stutter) it doesn't have the sort of undercurrent of satire that a lot of high school comedies have, that sort of make them funny"
89835$_$1,Positive,0.4082208573818207,0.48402106761932373,0.06296613812446594,0.4530128538608551,0.48402106761932373,Positive,1.0,False,0.5917791128158569,0.0,0.0,0.0,"At the same time, Jackie Chan is known for his martial arts special effects action flicks"
89835$_$0,Positive,0.5057961940765381,0.47426190972328186,0.06397049129009247,0.4617675244808197,0.47426190972328186,Neutral,0.0,True,0.5057961940765381,0.0,0.0,0.0,Chris Tucker is known for his off the wall slapstick comedic performances
89835$_$4,Negative,-0.6931986212730408,0.6434080004692078,0.6434080004692078,0.2523200213909149,0.10427204519510269,Negative,-2.6666667461395264,False,1.9734680652618408,0.0,0.0,0.0,"(umm) {clears throat} The acting in this one is not really acting so much as one person fights and beats the crap out of others, (umm) the other star of the movie makes loud-mouth, (uhh) off-color remarks through the entire thing"
89835$_$7,Negative,-1.4072723388671875,0.8942738175392151,0.8942738175392151,0.04132293537259102,0.0644032284617424,Negative,-2.3333332538604736,False,0.9260609149932861,0.0,0.0,0.0,"(uhh) There are a few (uhh) good moments in there, (umm) however I really didn't, (uhh) really didn't enjoy the film all that much"
8eaYvALnJ0o$_$1,Positive,0.9581722617149353,0.8361101150512695,0.03227832913398743,0.13161151111125946,0.8361101150512695,Positive,2.0,False,1.04182767868042,0.0,0.0,0.0,"It's available in a wide range of patterns, a wide range of grades, a wide range of thicknesses."
8eaYvALnJ0o$_$0,Positive,1.1288260221481323,0.8671731352806091,0.033732786774635315,0.09909410029649734,0.8671731352806091,Positive,1.6666666269302368,False,0.5378406047821045,0.0,0.0,0.0,One of the great advantages a cedar siding is its great versatility.
8x_nCOh6Wmc$_$6,Positive,0.7599554657936096,0.7398697733879089,0.11961120367050171,0.14051902294158936,0.7398697733879089,Positive,1.0,False,0.24004453420639038,0.0,0.0,0.0,"And if you follow this, you won't have to be practicing a whole lot, just a couple of times to work out the bugs, work out the kinks, and you'll be ready to give a great speech."
96642$_$1,Negative,-0.6182968020439148,0.5234484672546387,0.5234484672546387,0.3701895773410797,0.10636194795370102,Neutral,0.0,True,0.6182968020439148,0.0,0.0,0.0,"xxx I am reviewing today is the movie Team America World Police, specifically this is the censored and unrated version"
96642$_$3,Neutral,0.0,0.5076968669891357,0.08041178435087204,0.5076968669891357,0.4118913412094116,Positive,0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.8235294117647058,"(uhh) They were the mind behind South Park, a very popular television show"
96642$_$2,Neutral,0.0,0.687236487865448,0.0915050283074379,0.687236487865448,0.2212585210800171,Neutral,0.0,False,0.0,0.0,0.0,0.0,(umm) The team who made this is the team (uhh) xxx parker
96642$_$4,Negative,-1.5357599258422852,0.9035873413085938,0.9035873413085938,0.04893256351351738,0.0474800281226635,Negative,-2.0,False,0.46424007415771484,0.0,0.0,0.02857142857142858,"And also (umm) the movie xxx, not so good but (umm) I guess they should really stick to TV because this isn't that good of a movie"
99501$_$10,Negative,-0.8704676032066345,0.7655969262123108,0.7655969262123108,0.11807626485824585,0.1163267195224762,Negative,-1.6666666269302368,False,0.7961990237236023,0.0,0.0,0.0,"(uhh) The special effects are nice, but not enough to warrant any kind of purchase or rental"
99501$_$13,Negative,-1.3157932758331299,0.8808494210243225,0.8808494210243225,0.06008227542042732,0.05906829610466957,Negative,-1.6666666269302368,False,0.35087335109710693,0.0,0.0,0.0,"It's, it's not as bad as, as (stutter) a one but like I said there's very, very little here to reclaim it and make it valuable"
99501$_$1,Neutral,0.0,0.5042448043823242,0.046079304069280624,0.5042448043823242,0.44967588782310486,Neutral,0.0,False,0.0,0.0,0.0,0.0,Today I'm going to be reviewing the two disc special edition of The Hulk widescreen
99501$_$0,Neutral,0.0,0.6115884184837341,0.11525865644216537,0.6115884184837341,0.27315303683280945,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,Hey
99501$_$5,Negative,-1.34256112575531,0.863596498966217,0.863596498966217,0.06886472553014755,0.06753876805305481,Negative,-0.3333333432674408,False,1.0092277526855469,0.0,0.0,0.0,The movie kind of glosses over a lot of the (uhh) (stutter) a lot of the things that you could say with a story like that in favor of just pure action
99501$_$7,Positive,0.9425106048583984,0.8026207089424133,0.053334105759859085,0.1440451294183731,0.8026207089424133,Negative,-1.0,True,1.9425106048583984,0.0,0.0,0.0,"I think you could have done a little bit more with this movie, with the subject matter"
9QI-9w_VdB4$_$0,Positive,0.42863669991493225,0.5688170790672302,0.0847516655921936,0.34643128514289856,0.5688170790672302,Positive,0.3333333432674408,False,0.09530335664749146,0.0,0.0,0.0,"Now, something else you want to be aware of is evaluating each particular situation, every time you're in it."
AG5EY8ZaFj4$_$3,Positive,0.6460499167442322,0.6763303875923157,0.0361674502491951,0.28750213980674744,0.6763303875923157,Positive,0.3333333432674408,False,0.3127165734767914,0.0,0.0,0.0,I'm a photographer and digital retouching artist here in New York City.
AG5EY8ZaFj4$_$15,Positive,0.4324091970920563,0.5689994692802429,0.06469018012285233,0.36631035804748535,0.5689994692802429,Positive,0.3333333432674408,False,0.09907585382461548,0.0,0.0,0.0,"Now, use your move tool to move around the marquee until you get just the part of the picture that you want."
Arh2TKRi_mg$_$15,Positive,1.018462061882019,0.8506836295127869,0.031062506139278412,0.11825386434793472,0.8506836295127869,Positive,1.0,False,0.018462061882019043,0.0,0.0,0.0,So provide the space in your booth where you can be comfortable and talk about the features and benefits of your product.
Arh2TKRi_mg$_$14,Positive,0.8419036865234375,0.7890584468841553,0.036747563630342484,0.17419390380382538,0.7890584468841553,Positive,1.3333333730697632,False,0.4914296865463257,0.0,0.0,0.0,Only face to face can you distinguish your product and make connections that could become fruitful relationships down the road.
Arh2TKRi_mg$_$16,Positive,0.3491390645503998,0.46576452255249023,0.109821617603302,0.4244138300418854,0.46576452255249023,Positive,0.6666666865348816,False,0.3175276219844818,0.0,0.0,0.0,"Remember, those guys with the checkbooks still like to do business across the table or at the bar, not everything is best sold on the world wide web."
Arh2TKRi_mg$_$19,Positive,0.4259547293186188,0.5058618187904358,0.11053287237882614,0.3836052417755127,0.5058618187904358,Positive,0.3333333432674408,False,0.09262138605117798,0.0,0.0,0.0,Unless you closed the deal and came back with a signed contract what you really have is a warm lead.
Arh2TKRi_mg$_$32,Positive,1.2718133926391602,0.8928036689758301,0.03513634204864502,0.07205995917320251,0.8928036689758301,Positive,2.0,False,0.7281866073608398,0.0,0.0,0.0,"Good luck, and good business, I'm Peggy Collins, and that's how to make your next trade show a huge success."
Arh2TKRi_mg$_$28,Negative,-0.9213845133781433,0.7800033092498779,0.7800033092498779,0.1344735026359558,0.08552316576242447,Negative,-0.6666666865348816,False,0.2547178268432617,0.0,0.0,0.0,"Rule number four, don't try this with a bad product or service."
Arh2TKRi_mg$_$3,Neutral,0.0,0.4388814866542816,0.12467768788337708,0.4388814866542816,0.4364408254623413,Positive,0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.0,"I'm a firm believer in top down selling, and the people who either write the checks or tell other people to write the checks attend the big shows."
AxNy9TeTLq8$_$0,Positive,1.1301430463790894,0.8809049129486084,0.03500385954976082,0.08409122377634048,0.8809049129486084,Positive,1.3333333730697632,False,0.20319032669067383,0.0,0.0,0.0,"CHUCK DAVIS: Advertising, when used correctly, is content, and it helps lead people to make good business decisions, find great conversions, and there's great data on all of this."
BSKAHXFYF_I$_$1,Neutral,0.0,0.6467850208282471,0.1591392457485199,0.6467850208282471,0.19407571852207184,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,But did you know that businesses also have an unofficial organization chart?
BSKAHXFYF_I$_$3,Neutral,0.0,0.5324574112892151,0.061335694044828415,0.5324574112892151,0.4062068462371826,Positive,0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.9375,"Here's what I mean, every company's unofficial org chart is comprised of just three types of employees; Finders, Minders and Grinders."
BSKAHXFYF_I$_$7,Neutral,0.0,0.6516134142875671,0.09453579038381577,0.6516134142875671,0.2538508474826813,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.7857142857142857,Grinders are the employees that do the actual work of the company.
BSKAHXFYF_I$_$8,Neutral,0.0,0.5992851853370667,0.09312805533409119,0.5992851853370667,0.30758678913116455,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.0,They're the ones who build and ship the products or deliver the services.
Baz0VVQ-E9E$_$10,Negative,-0.9387111067771912,0.8080319762229919,0.8080319762229919,0.11275213956832886,0.07921590656042099,Negative,-0.3333333432674408,False,0.6053777933120728,0.0,0.0,0.0,Someone’s going to make a bad choice
Baz0VVQ-E9E$_$1,Neutral,0.0,0.48786649107933044,0.21026277542114258,0.48786649107933044,0.30187076330184937,Neutral,0.0,False,0.0,0.0,0.0,0.0,"In 1774, America had always been the possession of Great Britain"
Baz0VVQ-E9E$_$5,Negative,-0.736614465713501,0.7013924717903137,0.7013924717903137,0.196266770362854,0.10234073549509048,Negative,-0.6666666865348816,False,0.06994777917861938,0.0,0.0,0.0,"In 1918, women could not vote"
Baz0VVQ-E9E$_$7,Positive,0.9451715350151062,0.8307402729988098,0.05938877537846565,0.10987088829278946,0.8307402729988098,Positive,0.6666666865348816,False,0.2785048484802246,0.0,0.0,0.0,"We fundamentally changed those things and we became a better, smarter, stronger nation because of it"
CJGuudyvA0Y$_$4,Positive,0.483124703168869,0.5658318996429443,0.14969712495803833,0.28447094559669495,0.5658318996429443,Negative,-0.6666666865348816,True,1.1497913599014282,0.0,0.0,0.4358974358974359,Don't end up in this situation track all of your human resources and make sure everyone who works for you is under contract from the beginning and keep it all organized and loaded in IncMind.
CPjbogfLHR4$_$2,Neutral,0.0,0.4142801761627197,0.20092059671878815,0.4142801761627197,0.3847992420196533,Neutral,0.0,False,0.0,0.0,0.0,0.0,"Fuels, prescription writing, and treating the forest really to prevent these catastrophic fires."
CPjbogfLHR4$_$5,Positive,0.5493254065513611,0.6069592833518982,0.039181724190711975,0.3538590371608734,0.6069592833518982,Positive,2.0,False,1.4506745338439941,0.0,0.0,0.0,While a student at the NAU School of Forestry I heard about the Hooper Sustainability Award which is a grant for either research study or community sustainability.
DdUJojoFU_c$_$11,Positive,0.5640764236450195,0.6162764430046082,0.07665687054395676,0.3070666790008545,0.6162764430046082,Positive,0.6666666865348816,False,0.10259026288986206,0.0,0.0,0.0,Management expects throughput to achieve 300 tonnes per day by the end of the year as both main veins contribute to production.
DdUJojoFU_c$_$15,Positive,0.5464906096458435,0.5967316627502441,0.04493201896548271,0.35833635926246643,0.5967316627502441,Positive,0.3333333432674408,False,0.2131572663784027,0.0,0.0,0.0,Their branches are listed on their website at www.jenningscapital.com.
DdUJojoFU_c$_$14,Positive,0.9572194218635559,0.8287623524665833,0.030900174751877785,0.14033746719360352,0.8287623524665833,Neutral,0.0,True,0.9572194218635559,0.0,0.0,0.0,"For more information about Jennings Capital or to obtain a copy of their research report, contact your nearest Jennings Capital office."
DdUJojoFU_c$_$17,Neutral,0.0,0.5910918712615967,0.21798305213451385,0.5910918712615967,0.19092504680156708,Positive,0.3333333432674408,True,0.3333333432674408,0.0,0.0,0.30000000000000004,This video is for information purposes only and it is not a recommendation to buy or sell any securities.
DdUJojoFU_c$_$16,Positive,1.087921142578125,0.8553962707519531,0.031304631382226944,0.11329915374517441,0.8553962707519531,Positive,1.0,False,0.087921142578125,0.0,0.0,0.0,"I'm Samantha Deutscher for InvestmentPitch.com For more video news, and to view our disclaimer, be sure to visit our website www.investmentpitch.com."
DdUJojoFU_c$_$2,Positive,0.6716923117637634,0.6800041198730469,0.0569642074406147,0.2630316913127899,0.6800041198730469,Positive,0.3333333432674408,False,0.33835896849632263,0.0,0.0,0.0,"The company, which is focused in Mexico, has the producing Rosario project, two advanced-stage projects, the San Filipe and Gavilanes, and an early-stage exploration project, El Gachi."
DdUJojoFU_c$_$6,Neutral,0.0,0.4874928295612335,0.12302868813276291,0.4874928295612335,0.38947853446006775,Positive,0.6666666865348816,True,0.6666666865348816,0.0,0.0,0.0,"(map in release) Of the 11 drill holes reported, hole SCVT-02 reported 11.8 metres of 116 grams per tonne silver equivalent."
DdUJojoFU_c$_$8,Neutral,0.0,0.4935553967952728,0.08263520151376724,0.4935553967952728,0.4238094389438629,Positive,1.0,True,1.0,0.0,0.0,0.0,Drilling has traced the strike at transversales to 200 metres and a depth of 240 metres and it remains open along strike and at depth.
DlbYiwOnTyk$_$1,Positive,0.2766488492488861,0.4857921898365021,0.06842319667339325,0.4457845985889435,0.4857921898365021,Negative,-0.3333333432674408,True,0.6099821925163269,0.0,0.0,0.0,I attended Alan's course around late July but only got time to build the website around October.
