sample_id,video_id,true_class,predicted_class,correct,negative_probability,neutral_probability,positive_probability,true_intensity,predicted_intensity,absolute_error
2Xt31_d0XEE$_$2,2Xt31_d0XEE,Positive,Positive,True,0.01475871354341507,0.027075879275798798,0.9581654071807861,2.0,1.5417792797088623,0.4582207202911377
31474$_$11,31474,Negative,Neutral,False,0.2123873233795166,0.5559023022651672,0.23171032965183258,-1.3333333730697632,0.06224396824836731,1.395577311515808
31474$_$10,31474,Negative,Negative,True,0.9791243672370911,0.009305908344686031,0.011569693684577942,-2.6666667461395264,-2.1413397789001465,0.5253269672393799
31474$_$13,31474,Negative,Negative,True,0.7576393485069275,0.1752631664276123,0.06709741055965424,-0.6666666865348816,-0.8247652649879456,0.15809857845306396
31474$_$12,31474,Negative,Positive,False,0.2524873912334442,0.10467097163200378,0.642841637134552,-1.0,0.7624670267105103,1.7624670267105103
31474$_$15,31474,Negative,Negative,True,0.6919369697570801,0.21784652769565582,0.09021653234958649,-2.3333332538604736,-0.8636394739151001,1.4696937799453735
31474$_$14,31474,Neutral,Negative,False,0.9332351088523865,0.03944297879934311,0.027321839705109596,0.0,-1.423616647720337,1.423616647720337
31474$_$16,31474,Negative,Negative,True,0.8566209673881531,0.0354912132024765,0.10788785666227341,-1.3333333730697632,-1.037294626235962,0.29603874683380127
31474$_$1,31474,Neutral,Neutral,True,0.04687783867120743,0.8453425765037537,0.10777956992387772,0.0,0.05248299986124039,0.05248299986124039
31474$_$0,31474,Positive,Positive,True,0.034252531826496124,0.3056999444961548,0.6600475907325745,0.3333333432674408,0.542671799659729,0.2093384563922882
31474$_$3,31474,Neutral,Neutral,True,0.11683830618858337,0.8023175001144409,0.0808442234992981,0.0,-0.07875754684209824,0.07875754684209824
31474$_$2,31474,Negative,Negative,True,0.8279918432235718,0.10004990547895432,0.07195831090211868,-1.0,-0.9659120440483093,0.034087955951690674
31474$_$5,31474,Negative,Neutral,False,0.42831552028656006,0.46307632327079773,0.1086081936955452,-1.0,-0.3580673038959503,0.6419327259063721
31474$_$4,31474,Positive,Negative,False,0.38716834783554077,0.2803855836391449,0.33244600892066956,0.3333333432674408,0.0059083253145217896,0.3274250030517578
31474$_$7,31474,Positive,Positive,True,0.11323815584182739,0.10262184590101242,0.7841400504112244,1.0,0.84272301197052,0.15727698802947998
31474$_$6,31474,Negative,Negative,True,0.9746344089508057,0.014002073556184769,0.01136353425681591,-2.6666667461395264,-2.0107226371765137,0.6559441089630127
31474$_$9,31474,Negative,Negative,True,0.6790704131126404,0.2183852195739746,0.10254436731338501,-1.0,-0.5887054204940796,0.4112945795059204
31474$_$8,31474,Neutral,Negative,False,0.6405824422836304,0.28120487928390503,0.0782126784324646,0.0,-0.7672374248504639,0.7672374248504639
32681$_$1,32681,Neutral,Negative,False,0.5176624655723572,0.1452380120754242,0.3370996117591858,0.0,-0.20797467231750488,0.20797467231750488
32681$_$0,32681,Positive,Positive,True,0.10540822148323059,0.29675328731536865,0.5978385210037231,0.3333333432674408,0.6248997449874878,0.291566401720047
32681$_$3,32681,Negative,Negative,True,0.9767017364501953,0.014180328696966171,0.00911787524819374,-2.6666667461395264,-1.984482765197754,0.6821839809417725
32681$_$2,32681,Neutral,Positive,False,0.10213275998830795,0.35222098231315613,0.5456462502479553,0.0,0.45319440960884094,0.45319440960884094
32681$_$5,32681,Positive,Negative,False,0.5329745411872864,0.08823522925376892,0.3787902891635895,0.3333333432674408,0.07788515090942383,0.25544819235801697
32681$_$4,32681,Negative,Negative,True,0.9538546800613403,0.024968205019831657,0.02117711305618286,-0.6666666865348816,-1.635785698890686,0.9691190123558044
32681$_$6,32681,Negative,Negative,True,0.8971323370933533,0.08502280712127686,0.01784490793943405,-1.0,-1.2904691696166992,0.2904691696166992
33170$_$1,33170,Positive,Neutral,False,0.30752190947532654,0.5811503529548645,0.11132773756980896,0.3333333432674408,-0.23873934149742126,0.5720726847648621
33170$_$0,33170,Positive,Neutral,False,0.0332137830555439,0.666610062122345,0.3001761734485626,0.3333333432674408,0.22718951106071472,0.10614383220672607
33170$_$3,33170,Negative,Negative,True,0.5634399056434631,0.03515796363353729,0.40140214562416077,-2.0,0.30847620964050293,2.308476209640503
33170$_$2,33170,Negative,Negative,True,0.8620645403862,0.09697093814611435,0.040964506566524506,-0.6666666865348816,-1.2475337982177734,0.5808671116828918
33170$_$5,33170,Negative,Negative,True,0.46059638261795044,0.11255775392055511,0.4268459379673004,-0.3333333432674408,0.31618732213974,0.6495206356048584
33170$_$4,33170,Negative,Negative,True,0.9743427634239197,0.01764892414212227,0.00800835620611906,-2.0,-1.7860240936279297,0.2139759063720703
33170$_$6,33170,Neutral,Negative,False,0.6724869012832642,0.07175170630216599,0.25576141476631165,0.0,0.04441148042678833,0.04441148042678833
3MFNIag0wNE$_$11,3MFNIag0wNE,Negative,Negative,True,0.7715437412261963,0.17173810303211212,0.0567181222140789,-0.3333333432674408,-0.8080201148986816,0.47468677163124084
3MFNIag0wNE$_$12,3MFNIag0wNE,Negative,Negative,True,0.7474244236946106,0.1643531620502472,0.08822240680456161,-1.0,-0.6534426212310791,0.3465573787689209
3MFNIag0wNE$_$15,3MFNIag0wNE,Negative,Negative,True,0.882445752620697,0.07570331543684006,0.04185100644826889,-1.3333333730697632,-1.2533787488937378,0.07995462417602539
3MFNIag0wNE$_$14,3MFNIag0wNE,Negative,Negative,True,0.9566743969917297,0.025217832997441292,0.018107760697603226,-2.0,-1.6529994010925293,0.3470005989074707
3MFNIag0wNE$_$17,3MFNIag0wNE,Positive,Positive,True,0.012047935277223587,0.07075204700231552,0.9172000288963318,1.0,1.2054497003555298,0.20544970035552979
3MFNIag0wNE$_$16,3MFNIag0wNE,Negative,Positive,False,0.08209287375211716,0.42358264327049255,0.4943245053291321,-0.3333333432674408,0.27693426609039307,0.6102676391601562
3MFNIag0wNE$_$1,3MFNIag0wNE,Neutral,Positive,False,0.1421038955450058,0.32339972257614136,0.5344963669776917,0.0,0.5107226967811584,0.5107226967811584
3MFNIag0wNE$_$3,3MFNIag0wNE,Negative,Negative,True,0.5584940314292908,0.3024234473705292,0.13908252120018005,-0.6666666865348816,-0.2881222069263458,0.37854447960853577
3MFNIag0wNE$_$5,3MFNIag0wNE,Negative,Negative,True,0.6007080078125,0.16435322165489197,0.2349388152360916,-1.6666666269302368,-0.2637059986591339,1.4029606580734253
3MFNIag0wNE$_$7,3MFNIag0wNE,Negative,Negative,True,0.8357773423194885,0.07440793514251709,0.08981471508741379,-1.0,-0.9095634818077087,0.09043651819229126
3MFNIag0wNE$_$9,3MFNIag0wNE,Negative,Negative,True,0.956684947013855,0.024377843365073204,0.01893714629113674,-1.3333333730697632,-1.744384527206421,0.4110511541366577
3MFNIag0wNE$_$8,3MFNIag0wNE,Negative,Negative,True,0.8891724944114685,0.06747414171695709,0.04335339367389679,-1.3333333730697632,-1.1177160739898682,0.21561729907989502
3V2qm0rw920$_$11,3V2qm0rw920,Positive,Positive,True,0.06386404484510422,0.2570120692253113,0.6791239380836487,1.0,0.6339935660362244,0.36600643396377563
3V2qm0rw920$_$13,3V2qm0rw920,Positive,Positive,True,0.01649794541299343,0.025791017338633537,0.9577110409736633,3.0,1.648999571800232,1.351000428199768
3V2qm0rw920$_$0,3V2qm0rw920,Positive,Neutral,False,0.037140414118766785,0.5651828646659851,0.3976767361164093,0.3333333432674408,0.3212812542915344,0.012052088975906372
3V2qm0rw920$_$3,3V2qm0rw920,Positive,Positive,True,0.03195277601480484,0.23211823403835297,0.735929012298584,0.3333333432674408,0.6049769520759583,0.27164360880851746
3V2qm0rw920$_$2,3V2qm0rw920,Positive,Positive,True,0.017414139583706856,0.041102632880210876,0.941483199596405,0.3333333432674408,1.295911431312561,0.9625780582427979
3V2qm0rw920$_$4,3V2qm0rw920,Positive,Positive,True,0.017120160162448883,0.11562445014715195,0.8672553300857544,0.6666666865348816,0.8477086424827576,0.18104195594787598
3V2qm0rw920$_$7,3V2qm0rw920,Positive,Positive,True,0.019061701372265816,0.08866631239652634,0.8922719955444336,0.3333333432674408,1.0069019794464111,0.673568606376648
3V2qm0rw920$_$9,3V2qm0rw920,Neutral,Positive,False,0.03801528736948967,0.13219282031059265,0.8297918438911438,0.0,0.8505333662033081,0.8505333662033081
3j94B0pzSVs$_$12,3j94B0pzSVs,Positive,Positive,True,0.03853633627295494,0.1323244869709015,0.8291391730308533,1.6666666269302368,0.8713957667350769,0.7952708601951599
3j94B0pzSVs$_$15,3j94B0pzSVs,Positive,Positive,True,0.05120229721069336,0.17971642315387726,0.7690812945365906,1.0,0.772996723651886,0.227003276348114
3j94B0pzSVs$_$17,3j94B0pzSVs,Negative,Negative,True,0.6668723225593567,0.236673042178154,0.09645462036132812,-1.3333333730697632,-0.44562163949012756,0.887711763381958
3j94B0pzSVs$_$16,3j94B0pzSVs,Neutral,Neutral,True,0.20681977272033691,0.434924453496933,0.3582557737827301,0.0,0.16690506041049957,0.16690506041049957
3j94B0pzSVs$_$19,3j94B0pzSVs,Negative,Negative,True,0.5823677778244019,0.3156616985797882,0.10197048634290695,-1.0,-0.3281528651714325,0.6718471050262451
3j94B0pzSVs$_$18,3j94B0pzSVs,Positive,Positive,True,0.07349373400211334,0.2812757194042206,0.6452305912971497,1.0,0.5130976438522339,0.4869023561477661
3j94B0pzSVs$_$1,3j94B0pzSVs,Neutral,Neutral,True,0.16100692749023438,0.5140790939331055,0.32491397857666016,0.0,0.20595891773700714,0.20595891773700714
3j94B0pzSVs$_$0,3j94B0pzSVs,Neutral,Neutral,True,0.06636708974838257,0.5376605987548828,0.39597225189208984,0.0,0.32596370577812195,0.32596370577812195
3j94B0pzSVs$_$3,3j94B0pzSVs,Positive,Positive,True,0.02654525265097618,0.10753565281629562,0.8659191131591797,0.6666666865348816,0.934838593006134,0.26817190647125244
3j94B0pzSVs$_$7,3j94B0pzSVs,Negative,Positive,False,0.2677755057811737,0.15650701522827148,0.5757174491882324,-0.3333333432674408,0.450798898935318,0.7841322422027588
3j94B0pzSVs$_$6,3j94B0pzSVs,Positive,Neutral,False,0.33713284134864807,0.3875656723976135,0.27530142664909363,1.0,0.0737001821398735,0.9262998104095459
3j94B0pzSVs$_$9,3j94B0pzSVs,Positive,Positive,True,0.14808602631092072,0.3691881000995636,0.4827258586883545,0.3333333432674408,0.35047799348831177,0.01714465022087097
4cFeG2ydm9A$_$8,4cFeG2ydm9A,Positive,Positive,True,0.06199305132031441,0.07619566470384598,0.8618112802505493,1.0,1.1077191829681396,0.10771918296813965
4dV3slGSc60$_$11,4dV3slGSc60,Neutral,Positive,False,0.051449090242385864,0.16469110548496246,0.7838597893714905,0.0,0.8078291416168213,0.8078291416168213
4dV3slGSc60$_$10,4dV3slGSc60,Positive,Positive,True,0.020109687000513077,0.0700959861278534,0.9097943902015686,1.0,1.110033392906189,0.11003339290618896
4dV3slGSc60$_$12,4dV3slGSc60,Positive,Positive,True,0.019499633461236954,0.2444101870059967,0.7360901832580566,0.6666666865348816,0.6840623617172241,0.01739567518234253
4dV3slGSc60$_$22,4dV3slGSc60,Positive,Positive,True,0.022541770711541176,0.09812194108963013,0.8793362975120544,1.6666666269302368,1.036754846572876,0.6299117803573608
4dV3slGSc60$_$0,4dV3slGSc60,Positive,Positive,True,0.011651512235403061,0.04965609312057495,0.9386924505233765,1.3333333730697632,1.300614833831787,0.032718539237976074
4dV3slGSc60$_$3,4dV3slGSc60,Positive,Neutral,False,0.042053382843732834,0.6276566982269287,0.33028993010520935,0.6666666865348816,0.2664676904678345,0.4001989960670471
4dV3slGSc60$_$5,4dV3slGSc60,Positive,Neutral,False,0.26239344477653503,0.3725007176399231,0.36510586738586426,1.0,0.1870330572128296,0.8129669427871704
4dV3slGSc60$_$9,4dV3slGSc60,Positive,Positive,True,0.02869012951850891,0.11159487068653107,0.8597149848937988,1.6666666269302368,0.9485317468643188,0.718134880065918
4dV3slGSc60$_$8,4dV3slGSc60,Positive,Positive,True,0.06610818207263947,0.13245148956775665,0.8014402985572815,1.0,0.9901254177093506,0.009874582290649414
50103$_$1,50103,Negative,Neutral,False,0.3286459743976593,0.4050140082836151,0.2663399577140808,-2.6666667461395264,0.02491851896047592,2.6915853023529053
50103$_$0,50103,Neutral,Neutral,True,0.07084432989358902,0.8515297174453735,0.0776260495185852,0.0,-0.07027208805084229,0.07027208805084229
50103$_$3,50103,Negative,Negative,True,0.9701686501502991,0.021387912333011627,0.00844341330230236,-2.0,-1.7318410873413086,0.2681589126586914
50103$_$2,50103,Negative,Negative,True,0.7983217239379883,0.1546478420495987,0.04703046381473541,-2.3333332538604736,-1.1280169486999512,1.2053163051605225
50103$_$5,50103,Neutral,Neutral,True,0.049614984542131424,0.66969233751297,0.2806926369667053,0.0,0.20905792713165283,0.20905792713165283
50103$_$4,50103,Negative,Negative,True,0.975184440612793,0.014582060277462006,0.01023346558213234,-2.0,-1.8560583591461182,0.14394164085388184
50103$_$7,50103,Negative,Neutral,False,0.1493377983570099,0.6821441054344177,0.1685180813074112,-1.0,-0.004487983882427216,0.9955120086669922
50103$_$6,50103,Negative,Neutral,False,0.035763077437877655,0.625234842300415,0.3390021026134491,-1.0,0.28400442004203796,1.2840044498443604
50103$_$8,50103,Neutral,Neutral,True,0.14886674284934998,0.69953852891922,0.15159474313259125,0.0,0.06530994921922684,0.06530994921922684
5B0PQx3Ep3k$_$9,5B0PQx3Ep3k,Positive,Positive,True,0.016801195219159126,0.020092179998755455,0.9631066918373108,2.0,1.7981085777282715,0.20189142227172852
5B0PQx3Ep3k$_$2,5B0PQx3Ep3k,Positive,Positive,True,0.02902068756520748,0.19433937966823578,0.776639997959137,0.6666666865348816,0.7220655083656311,0.05539882183074951
5B0PQx3Ep3k$_$5,5B0PQx3Ep3k,Positive,Positive,True,0.09062974154949188,0.11374615877866745,0.7956241369247437,1.3333333730697632,0.910161554813385,0.4231718182563782
5B0PQx3Ep3k$_$4,5B0PQx3Ep3k,Positive,Positive,True,0.019142618402838707,0.038182154297828674,0.9426752924919128,1.6666666269302368,1.3517124652862549,0.31495416164398193
5O1W39o56gg$_$10,5O1W39o56gg,Neutral,Positive,False,0.029384704306721687,0.13586772978305817,0.8347475528717041,0.0,0.910781741142273,0.910781741142273
5O1W39o56gg$_$1,5O1W39o56gg,Neutral,Positive,False,0.030855389311909676,0.3247181475162506,0.6444264054298401,0.0,0.47565901279449463,0.47565901279449463
5O1W39o56gg$_$3,5O1W39o56gg,Positive,Positive,True,0.02532758191227913,0.22607047855854034,0.7486019134521484,0.6666666865348816,0.6563576459884644,0.010309040546417236
5O1W39o56gg$_$2,5O1W39o56gg,Positive,Positive,True,0.09056231379508972,0.4194599688053131,0.4899776875972748,0.6666666865348816,0.40130338072776794,0.26536330580711365
5O1W39o56gg$_$5,5O1W39o56gg,Positive,Positive,True,0.0249249879270792,0.46298253536224365,0.5120925307273865,1.3333333730697632,0.43755796551704407,0.8957754373550415
5O1W39o56gg$_$4,5O1W39o56gg,Negative,Negative,True,0.43249770998954773,0.33658820390701294,0.23091401159763336,-0.3333333432674408,-0.0785336047410965,0.2547997236251831
5O1W39o56gg$_$7,5O1W39o56gg,Neutral,Neutral,True,0.0823625773191452,0.4952680766582489,0.4223693311214447,0.0,0.25513797998428345,0.25513797998428345
5O1W39o56gg$_$9,5O1W39o56gg,Positive,Positive,True,0.029324693605303764,0.07984019815921783,0.890835165977478,0.3333333432674408,1.1877179145812988,0.8543845415115356
5O1W39o56gg$_$8,5O1W39o56gg,Positive,Positive,True,0.01830160804092884,0.06044871360063553,0.9212496280670166,2.0,1.2529667615890503,0.7470332384109497
5i6AgQSjXO4$_$1,5i6AgQSjXO4,Positive,Positive,True,0.012435341253876686,0.02339922823011875,0.9641655087471008,2.0,1.723172664642334,0.276827335357666
5i6AgQSjXO4$_$0,5i6AgQSjXO4,Positive,Neutral,False,0.16252464056015015,0.4489864706993103,0.38848888874053955,1.0,0.2574881315231323,0.7425118684768677
5i6AgQSjXO4$_$3,5i6AgQSjXO4,Positive,Positive,True,0.035463668406009674,0.24011607468128204,0.7244202494621277,0.6666666865348816,0.6278529167175293,0.038813769817352295
5i6AgQSjXO4$_$2,5i6AgQSjXO4,Neutral,Positive,False,0.07764475792646408,0.2778521478176117,0.644503116607666,0.0,0.5261731743812561,0.5261731743812561
5i6AgQSjXO4$_$5,5i6AgQSjXO4,Neutral,Neutral,True,0.270475834608078,0.46492141485214233,0.2646026611328125,0.0,0.09327299892902374,0.09327299892902374
5i6AgQSjXO4$_$4,5i6AgQSjXO4,Neutral,Positive,False,0.022796867415308952,0.07996517419815063,0.8972379565238953,0.0,1.0618199110031128,1.0618199110031128
5i6AgQSjXO4$_$7,5i6AgQSjXO4,Negative,Negative,True,0.5880381464958191,0.304831326007843,0.1071304902434349,-1.0,-0.4437803626060486,0.5562196373939514
5i6AgQSjXO4$_$6,5i6AgQSjXO4,Neutral,Positive,False,0.04827253893017769,0.4158368706703186,0.5358906388282776,0.0,0.5241659879684448,0.5241659879684448
5kaCGzjYukM$_$0,5kaCGzjYukM,Negative,Positive,False,0.1630629003047943,0.39482468366622925,0.44211244583129883,-0.3333333432674408,0.3089200556278229,0.6422533988952637
5kaCGzjYukM$_$3,5kaCGzjYukM,Negative,Negative,True,0.7517905235290527,0.18975163996219635,0.058457762002944946,-1.6666666269302368,-0.7128310203552246,0.9538356065750122
5kaCGzjYukM$_$2,5kaCGzjYukM,Negative,Negative,True,0.8308795094490051,0.09101565927267075,0.07810480147600174,-0.3333333432674408,-0.8829272985458374,0.5495939254760742
5kaCGzjYukM$_$5,5kaCGzjYukM,Negative,Negative,True,0.9282736778259277,0.04456048086285591,0.02716589905321598,-2.3333332538604736,-1.5954056978225708,0.7379275560379028
5kaCGzjYukM$_$7,5kaCGzjYukM,Negative,Positive,False,0.06549622863531113,0.14184506237506866,0.7926586866378784,-0.6666666865348816,0.8768361210823059,1.5435028076171875
6KvG5VbLalY$_$9,6KvG5VbLalY,Neutral,Negative,False,0.44798219203948975,0.31080782413482666,0.2412099540233612,0.0,-0.10961560904979706,0.10961560904979706
6KvG5VbLalY$_$0,6KvG5VbLalY,Positive,Positive,True,0.07756001502275467,0.26091381907463074,0.6615261435508728,0.3333333432674408,0.6157543659210205,0.2824210226535797
6KvG5VbLalY$_$11,6KvG5VbLalY,Positive,Positive,True,0.049881868064403534,0.10666867345571518,0.8434494733810425,1.0,0.9516217708587646,0.04837822914123535
6KvG5VbLalY$_$10,6KvG5VbLalY,Positive,Positive,True,0.03608999773859978,0.3026546537876129,0.6612553000450134,2.0,0.44568324089050293,1.554316759109497
6ZA8I83x-oY$_$0,6ZA8I83x-oY,Neutral,Positive,False,0.06083234027028084,0.19406263530254364,0.7451050281524658,0.0,0.7148221135139465,0.7148221135139465
6ZA8I83x-oY$_$3,6ZA8I83x-oY,Positive,Negative,False,0.43400871753692627,0.28957870602607727,0.2764125466346741,1.0,-0.09291394054889679,1.0929139852523804
6ZA8I83x-oY$_$2,6ZA8I83x-oY,Positive,Positive,True,0.0882757380604744,0.059134941548109055,0.8525893688201904,2.0,1.169466495513916,0.830533504486084
6ZA8I83x-oY$_$4,6ZA8I83x-oY,Positive,Positive,True,0.2603658139705658,0.1408267617225647,0.5988073945045471,1.0,0.4682806730270386,0.5317193269729614
6_ZT8beQXq8$_$11,6_ZT8beQXq8,Neutral,Positive,False,0.03571915253996849,0.05261097475886345,0.9116698503494263,0.0,1.3431352376937866,1.3431352376937866
6_ZT8beQXq8$_$10,6_ZT8beQXq8,Positive,Positive,True,0.025379808619618416,0.05410502105951309,0.9205151796340942,1.6666666269302368,1.3623794317245483,0.3042871952056885
6_ZT8beQXq8$_$12,6_ZT8beQXq8,Positive,Positive,True,0.028809182345867157,0.20228202641010284,0.7689087986946106,0.3333333432674408,0.7392374277114868,0.405904084444046
6_ZT8beQXq8$_$15,6_ZT8beQXq8,Positive,Positive,True,0.1337573081254959,0.14480772614479065,0.721435010433197,1.0,0.6734198331832886,0.3265801668167114
6_ZT8beQXq8$_$14,6_ZT8beQXq8,Positive,Positive,True,0.027931656688451767,0.03241107240319252,0.9396572709083557,2.0,1.7906782627105713,0.2093217372894287
6_ZT8beQXq8$_$16,6_ZT8beQXq8,Positive,Positive,True,0.03752073645591736,0.1630159467458725,0.7994633316993713,0.3333333432674408,0.744395911693573,0.4110625684261322
6_ZT8beQXq8$_$0,6_ZT8beQXq8,Positive,Positive,True,0.017321255058050156,0.04930451512336731,0.933374285697937,1.0,1.3814102411270142,0.38141024112701416
6_ZT8beQXq8$_$3,6_ZT8beQXq8,Positive,Positive,True,0.03266841918230057,0.03945931792259216,0.9278722405433655,1.3333333730697632,1.4341645240783691,0.10083115100860596
6_ZT8beQXq8$_$7,6_ZT8beQXq8,Positive,Negative,False,0.7021172046661377,0.1287861168384552,0.16909660398960114,1.0,-0.3595839738845825,1.3595839738845825
6_ZT8beQXq8$_$8,6_ZT8beQXq8,Neutral,Neutral,True,0.177444726228714,0.42685356736183167,0.39570173621177673,0.0,0.2837793529033661,0.2837793529033661
6hFiTU77Sm0$_$1,6hFiTU77Sm0,Neutral,Neutral,True,0.08721862733364105,0.5331647992134094,0.37961652874946594,0.0,0.3498666286468506,0.3498666286468506
6hFiTU77Sm0$_$0,6hFiTU77Sm0,Negative,Negative,True,0.7706338167190552,0.12356074899435043,0.1058054119348526,-1.3333333730697632,-0.5892964601516724,0.7440369129180908
6hFiTU77Sm0$_$3,6hFiTU77Sm0,Positive,Positive,True,0.03280773386359215,0.40511026978492737,0.5620819926261902,0.3333333432674408,0.5031147599220276,0.1697814166545868
6hFiTU77Sm0$_$2,6hFiTU77Sm0,Neutral,Neutral,True,0.14555829763412476,0.5108026266098022,0.343639075756073,0.0,0.15799586474895477,0.15799586474895477
6hFiTU77Sm0$_$6,6hFiTU77Sm0,Positive,Positive,True,0.02952292189002037,0.2792321443557739,0.691244900226593,0.3333333432674408,0.5360836982727051,0.20275035500526428
6uPGcKTpC4I$_$1,6uPGcKTpC4I,Neutral,Positive,False,0.05465428903698921,0.2470003366470337,0.698345422744751,0.0,0.7043792009353638,0.7043792009353638
6uPGcKTpC4I$_$2,6uPGcKTpC4I,Neutral,Neutral,True,0.13837185502052307,0.47078177332878113,0.3908463716506958,0.0,0.24042120575904846,0.24042120575904846
6uPGcKTpC4I$_$5,6uPGcKTpC4I,Positive,Positive,True,0.03955971449613571,0.0985102504491806,0.8619300127029419,1.3333333730697632,1.0189841985702515,0.3143491744995117
6uPGcKTpC4I$_$4,6uPGcKTpC4I,Positive,Positive,True,0.026025084778666496,0.04420747607946396,0.9297674298286438,0.3333333432674408,1.3790051937103271,1.045671820640564
6uPGcKTpC4I$_$6,6uPGcKTpC4I,Positive,Positive,True,0.023915311321616173,0.18368789553642273,0.7923967838287354,1.3333333730697632,0.8404368758201599,0.49289649724960327
70280$_$11,70280,Negative,Negative,True,0.9706760048866272,0.01565570756793022,0.013668328523635864,-1.6666666269302368,-2.072798728942871,0.4061321020126343
70280$_$10,70280,Negative,Positive,False,0.452450156211853,0.055547673255205154,0.4920021891593933,-2.0,0.2544076144695282,2.2544076442718506
70280$_$12,70280,Negative,Negative,True,0.9406964778900146,0.03470807150006294,0.024595491588115692,-1.6666666269302368,-1.583608865737915,0.08305776119232178
70280$_$1,70280,Positive,Neutral,False,0.2507827579975128,0.630855917930603,0.11836127936840057,0.3333333432674408,-0.12609395384788513,0.4594272971153259
70280$_$0,70280,Neutral,Neutral,True,0.047442637383937836,0.515009880065918,0.437547504901886,0.0,0.37898361682891846,0.37898361682891846
70280$_$3,70280,Negative,Negative,True,0.5509982109069824,0.3442436754703522,0.10475806146860123,-0.6666666865348816,-0.4292609691619873,0.2374057173728943
70280$_$2,70280,Neutral,Negative,False,0.796464204788208,0.14840573072433472,0.05513010546565056,0.0,-1.0085822343826294,1.0085822343826294
70280$_$5,70280,Positive,Positive,True,0.3773188889026642,0.09630237519741058,0.5263786911964417,0.6666666865348816,0.32921069860458374,0.33745598793029785
70280$_$4,70280,Neutral,Neutral,True,0.20889568328857422,0.5977716445922852,0.193332701921463,0.0,-0.005016693379729986,0.005016693379729986
70280$_$7,70280,Positive,Neutral,False,0.13269059360027313,0.710460364818573,0.15684902667999268,0.6666666865348816,0.09331710636615753,0.5733495950698853
70280$_$6,70280,Negative,Negative,True,0.9313787221908569,0.04177476093173027,0.02684648707509041,-1.3333333730697632,-1.3251216411590576,0.008211731910705566
70280$_$9,70280,Negative,Negative,True,0.9709218144416809,0.018248576670885086,0.010829627513885498,-0.6666666865348816,-1.6841819286346436,1.0175151824951172
70280$_$8,70280,Negative,Negative,True,0.8743268847465515,0.06274164468050003,0.06293147057294846,-1.3333333730697632,-1.151650071144104,0.18168330192565918
70HptJgAhZM$_$1,70HptJgAhZM,Positive,Positive,True,0.06324059516191483,0.33640116453170776,0.600358247756958,0.3333333432674408,0.4809631109237671,0.1476297676563263
70HptJgAhZM$_$3,70HptJgAhZM,Positive,Positive,True,0.24172738194465637,0.2370038628578186,0.5212687253952026,0.3333333432674408,0.35324573516845703,0.019912391901016235
75RGHaxmUK8$_$10,75RGHaxmUK8,Positive,Positive,True,0.011853605508804321,0.10340352356433868,0.8847428560256958,0.3333333432674408,0.8682846426963806,0.5349513292312622
75RGHaxmUK8$_$3,75RGHaxmUK8,Positive,Positive,True,0.017511019483208656,0.1885596215724945,0.7939293384552002,0.3333333432674408,0.6954345107078552,0.36210116744041443
75RGHaxmUK8$_$5,75RGHaxmUK8,Positive,Neutral,False,0.06904786825180054,0.5826256275177002,0.3483264744281769,0.3333333432674408,0.22990193963050842,0.10343140363693237
75RGHaxmUK8$_$8,75RGHaxmUK8,Neutral,Neutral,True,0.05469636619091034,0.5126181244850159,0.432685524225235,0.0,0.23063844442367554,0.23063844442367554
76PsKs4kPXE$_$2,76PsKs4kPXE,Positive,Positive,True,0.10711190849542618,0.08515840023756027,0.8077296614646912,1.0,0.9865323305130005,0.013467669486999512
7_K3F-lAv1k$_$1,7_K3F-lAv1k,Positive,Positive,True,0.03375530615448952,0.052655745297670364,0.9135888814926147,1.6666666269302368,1.4304929971694946,0.2361736297607422
7_K3F-lAv1k$_$0,7_K3F-lAv1k,Positive,Positive,True,0.01696205884218216,0.1508900374174118,0.8321478366851807,0.6666666865348816,0.7934839725494385,0.12681728601455688
7_K3F-lAv1k$_$3,7_K3F-lAv1k,Positive,Negative,False,0.3577907681465149,0.325286865234375,0.3169224262237549,1.0,0.05453484132885933,0.9454651474952698
7_K3F-lAv1k$_$2,7_K3F-lAv1k,Neutral,Positive,False,0.09246256202459335,0.28956538438796997,0.6179720759391785,0.0,0.5330493450164795,0.5330493450164795
7_K3F-lAv1k$_$4,7_K3F-lAv1k,Positive,Positive,True,0.018025729805231094,0.10258103162050247,0.8793932795524597,1.0,0.9946122765541077,0.005387723445892334
7r4vRxKLFCA$_$5,7r4vRxKLFCA,Neutral,Positive,False,0.03345203399658203,0.1460578441619873,0.8204901218414307,0.0,0.8989244699478149,0.8989244699478149
7r4vRxKLFCA$_$6,7r4vRxKLFCA,Negative,Positive,False,0.0676627904176712,0.23016919195652008,0.7021679878234863,-0.6666666865348816,0.7130707502365112,1.379737377166748
80566$_$1,80566,Neutral,Neutral,True,0.13580060005187988,0.5680052638053894,0.2961941659450531,0.0,0.1836979240179062,0.1836979240179062
80566$_$0,80566,Neutral,Neutral,True,0.03646695241332054,0.872461199760437,0.09107188135385513,0.0,0.08063678443431854,0.08063678443431854
80566$_$3,80566,Positive,Neutral,False,0.13824597001075745,0.5578374862670898,0.3039165437221527,0.3333333432674408,0.20070485770702362,0.13262848556041718
80566$_$2,80566,Positive,Positive,True,0.039720240980386734,0.2946035861968994,0.6656761765480042,0.6666666865348816,0.6010685563087463,0.06559813022613525
